"brand","name","sku","weight","length","width","height","supplier_sku","category"
"TapeTech","COUPLING PIN (REPAIR ONLY BOX HANDLES)","801009","0.006","","","","TTT801009","AUTOMATIC TT PARTS"
"TapeTech","QUADRANT ","802016","0.039","0.1","1.5","1.5","TTT802016","AUTOMATIC TT PARTS"
"TapeTech","34"" BOX HANDLE ","8034TT","3.0785","37","5.75","3","TTT8034TT","AUTOMATIC TAPING TOOLS"
"TapeTech","GRIP ASSEMBLY FOR BOX HANDLE","804003F","0.242","2","4.5","1","TTT804003F","AUTOMATIC TT PARTS"
"TapeTech","42"" BOX HANDLE ","8042TT","3.5475","44.5","5.75","6","TTT8042TT","AUTOMATIC TAPING TOOLS"
"TapeTech","54"" BOX HANDLE ","8054TT","4.125","56","5.75","3","TTT8054TT","AUTOMATIC TAPING TOOLS"
"TapeTech","72"" BOX HANDLE ","8072TT","3.28","74","5.75","3","TTT8072TT","AUTOMATIC TAPING TOOLS"
"TapeTech","HING ASSY.  UNIVERSAL WITH SERIAL NUMBER","808015F","0.61","5.5","2.75","1.25","TTT808015F","AUTOMATIC TT PARTS"
"TapeTech","8-32 X 3/4 HEX SOC CUP PONT SET SCREW","8090046","0.004","0.75","0.25","0.25","TTT8090046","AUTOMATIC TT PARTS"
"TapeTech","WASHER #14 BRASS TAPETECH","809006","0.01","0.5","0.5","0.01","TTT809006","AUTOMATIC TT PARTS"
"TapeTech","5/16-18 x 3/4"" DOG POINT SCREW","809011","0.027","0.15","0.9","1.3","TTT809011","AUTOMATIC TT PARTS"
"TapeTech","8-32 x 3/8 SOCKET HEAD SETSCREW","8090126","0.004","5","3","1","TTT8090126","AUTOMATIC TT PARTS"
"TapeTech","#8 MED SPRING LOCKWASHER ","8090176","0.001","0.2","0.2","0.1","TTT8090176","AUTOMATIC TT PARTS"
"TapeTech","1/4--28 x 1/4 SOCKET C SETSCREW","8090246","0.002","0.25","0.25","0.25","TTT8090246","AUTOMATIC TT PARTS"
"TapeTech","CLEVIS PIN ","809025","0.01","","","","TTT809025","AUTOMATIC TT PARTS"
"TapeTech","O-RING -013 TAPETECH ","809860","1","","","","TTT809860","AUTOMATIC TT PARTS"
"TapeTech","SHORT CONNECTOR TAPETECH","810027","0.0375","0.1","0.25","10.5","TTT810027","AUTOMATIC TT PARTS"
"TapeTech","SWIVEL AXLE TAPETECH ","810028","0.1","","","","TTT810028","AUTOMATIC TT PARTS"
"TapeTech","CONNECTOR PLATE  NOTCHED ","811018","1","","","","TTT811018","AUTOMATIC TT PARTS"
"TapeTech","34"" EASYFINISH BENT BOX HANDLE","8134TT","3.15","40.5","6.25","6.25","TTT8134TT","AUTOMATIC TAPING TOOLS"
"TapeTech","42"" EASYFINISH BENT BOX HANDLE","8142TT","3.717","48.5","6.25","6","TTT8142TT","AUTOMATIC TAPING TOOLS"
"TapeTech","54"" EASY FINISH BENT BOX HANDLE","8154TT","4.309","60.5","6","6","TTT8154TT","AUTOMATIC TAPING TOOLS"
"TapeTech","72"" EASYFINISH BENT BOX HANDLE","8172TT","3.09","74","5.5","3","TTT8172TT","AUTOMATIC TAPING TOOLS"
"TapeTech","Grip Adjuster Spring ","819038","0.01","","","","TTT819038","AUTOMATIC TT PARTS"
"TapeTech","RND VINYL CAP BLK 315 ID 2"" TAPETECH","859016","0.01","","","","TTT859016","AUTOMATIC TT PARTS"
"TapeTech","GOOSENECK FITS TA72TT & TA76TT","85TT","2.786","18","8.25","4.5","TTT85TT","AUTOMATIC TAPING TOOLS"
"TapeTech","EXTRA LONG GOOSENECK ","85XLTT","1","","","","TTT85XLTT","AUTOMATIC TT PARTS"
"TapeTech","GOOSENECK SPACER ","861014","0.002","0.2","0.6","0.6","TTT861014","AUTOMATIC TT PARTS"
"TapeTech","LINK, MASTER FOR BOXXTENDER HANDLE","880006F","0.01","0.3","1","1","TTT880006F","AUTOMATIC TT PARTS"
"TapeTech","Compression Spring ","880028","0.01","","","","TTT880028","AUTOMATIC TT PARTS"
"TapeTech","Lock Block ","880053","0.006","1","0.02","0.2","TTT880053","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH STOP OVERTRAVEL LIMIT","880061","0","","","","TTT880061","AUTOMATIC TT PARTS"
"TapeTech","REAR BRAKE LEVER TAPETECH","881005","0.1","","","","TTT881005","AUTOMATIC TT PARTS"
"TapeTech","PROFILE EXTRUSION TAPETECH","882002","1","","","","TTT882002","AUTOMATIC TT PARTS"
"TapeTech","LOCKING PIN ","882013","0.003","0.5","0.25","0.25","TTT882013","AUTOMATIC TT PARTS"
"TapeTech","LOCKING CLIP TAPETECH ","882014","0.035","0.5","1.25","2","TTT882014","AUTOMATIC TT PARTS"
"TapeTech","GUIDE PLUG TAPETECH","882016","0.017","","","","TTT882016","AUTOMATIC TT PARTS"
"TapeTech","SPRING HOUSING TAPETECH ","882039","0.08","4","1","1","TTT882039","AUTOMATIC TT PARTS"
"TapeTech","HANDLE BRACKET TAPETECH","883003","0.0925","5","2","2","TTT883003","AUTOMATIC TT PARTS"
"TapeTech","HANDLE BRACKET LEVER TAPETECH","883011","0.01","4","1","1","TTT883011","AUTOMATIC TT PARTS"
"TapeTech","LIFTER FOR EXTENDER FLAT BOX HANDLE TAPETECH","883014","0.004","0.2","0.5","0.5","TTT883014","AUTOMATIC TT PARTS"
"TapeTech","EXTRUSION INSERT TAPETECH","883020","1","","","","TTT883020","AUTOMATIC TT PARTS"
"TapeTech","NS ADAPTER TAPETECH ","883022","1","","","","TTT883022","AUTOMATIC TT PARTS"
"TapeTech","5/32 DIA X 1-1/4 ROLL PIN TAPETECH","889009","0.004","1","0.1","0.1","TTT889009","AUTOMATIC TT PARTS"
"TapeTech","6-32 X 3/8 HEX SOCKET CAPSCREW","8890156","0.01","0.35","0.35","0.35","TTT8890156","AUTOMATIC TT PARTS"
"TapeTech","1/4 X 1-1/4 SPRING PIN TAPETECH","889016","0.01","0.2","0.2","1","TTT889016","AUTOMATIC TT PARTS"
"TapeTech","CONICAL SPRING ","889017","0.002","0.5","0.1","0.5","TTT889017","AUTOMATIC TT PARTS"
"TapeTech","Lockwasher, Special ","889027","0.02","0.2","1","1","TTT889027","AUTOMATIC TT PARTS"
"TapeTech","6-32 x 1/4 PAN HEAD SCREW","889035","0.002","0.5","0.25","0.25","TTT889035","AUTOMATIC TT PARTS"
"TapeTech","Nylon Spacer ","889055","0.01","","","","TTT889055","AUTOMATIC TT PARTS"
"TapeTech","5/32 X 7/8 SPRING PIN 18-8 S.S. TAPETECH","889057","0.01","","","","TTT889057","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 10-32X3/4 HEX SOC CAP SCR SST","889062","0.009","0.25","0.25","0.75","TTT889062","AUTOMATIC TT PARTS"
"TapeTech","FLAT BOX EXTENDER HANDLE","88TTE","4.144","49","6.5","6","TTT88TTE","AUTOMATIC TAPING TOOLS"
"TapeTech","FILLER ADAPTER ","90TT","0.3545","6","4","4","TTT90TT","AUTOMATIC TAPING TOOLS"
"TapeTech","AUTOMATIC TAPER EXTENSION","ATX01TT","3.5625","48.5","4","4","TTTATX01TT","AUTOMATIC TT PARTS"
"TapeTech","MUD DOG BANJO TAPETECH ","BAN001TT","5.258","26","11","4.75","TTTBAN001TT","BANJOS"
"TapeTech","MUD DOG BANJO SPRING TAPETECH","BAN006TT","0.013","","","","TTTBAN006TT","BANJO PARTS"
"TapeTech","BRAKELESS FINISHING BOX HANDLE TAPETECH","BH","2.7455","40.5","6.25","6","TTTBH","AUTOMATIC TAPING TOOLS"
"TapeTech","BRAKELESS FINISHING BOX HDL EXTENDABLE TAPETECH","BHE","2.629","40","4","3","TTTBHE","AUTOMATIC TAPING TOOLS"
"TapeTech","TAPETECH SIDEWINDER BRAKELESS HANDLE","BHESW","3.147","40.5","6.25","6","TTTBHESW","AUTOMATIC TAPING TOOLS"
"TapeTech","7"" CORNER APPLICATOR WITH ADAPTER","CA07TT","3.47","13","10.25","6.5","TTTCA07TT","AUTOMATIC TAPING TOOLS"
"TapeTech","8"" CORNER APPLICATOR WITH ADAPTER","CA08TT","3.5245","13.25","10.5","6.5","TTTCA08TT","AUTOMATIC TAPING TOOLS"
"TapeTech","CORNER APPLICATOR ADAPT ER FOR NEW HANDLES","CAATT","0.6455","10","4","2","TTTCAATT","AUTOMATIC TAPING TOOLS"
"TapeTech","TAPETECH 4"" COMPOUND ROLLER FRAME","CCAGE04","0.231","1","4","9","TTTCCAGE04","ROLLER FRAMES/COVERS"
"TapeTech","TAPETECH 9"" COMPOUND ROLLER FRAME","CCAGE09","0.6","10","14","1.5","TTTCCAGE09","ROLLER FRAMES/COVERS"
"TapeTech","TAPETECH 12"" COMPOUND ROLLER FRAME","CCAGE12","0.6265","1","12","11","TTTCCAGE12","ROLLER FRAMES/COVERS"
"TapeTech","CORNER FLUSHER 2.5 SEMI AUTOMATIC","CF25TT","0.606","7","5","6","TTTCF25TT","AUTOMATIC TAPING TOOLS"
"TapeTech","CORNER FLUSHER 3 SEMI AUTOMATIC","CF30TT","0.6365","10","7","6","TTTCF30TT","AUTOMATIC TAPING TOOLS"
"TapeTech","CORNER FLUSHER 3.5"" SEMI AUTOMATIC TAPETECH","CF35TT","0.55","","","","TTTCF35TT","AUTOMATIC TAPING TOOLS"
"TapeTech","CORNER FLUSHER 4 SEMI AUTOMATIC","CF40TT","0.675","7","6","5","TTTCF40TT","AUTOMATIC TAPING TOOLS"
"TapeTech","CORNER FINISHER ADAPTER FOR FHTT/XHTT HANDLES","CFATT","0.313","9.5","4","1","TTTCFATT","AUTOMATIC TAPING TOOLS"
"TapeTech","CORNICE HEAD 55MM TAPETECH","CH55TT","0.6025","7","6","5","TTTCH55TT","AUTOMATIC TT PARTS"
"TapeTech","CORNICE HEAD 75MM TAPETECH","CH75TT","1.04","10","7","6","TTTCH75TT","AUTOMATIC TT PARTS"
"TapeTech","CORNICE HEAD 83MM TAPETECH","CH83TT","0.767","6","5","5","TTTCH83TT","AUTOMATIC TT PARTS"
"TapeTech","CORNICE HEAD 90MM TAPETECH","CH90TT","0.818","5","7","5.5","TTTCH90TT","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 2"" INSIDE CORNR COMPOUND ROLLER W/ FRAME","CROLL02","0.3385","15","4","3","TTTCROLL02","ROLLER FRAMES/COVERS"
"TapeTech","TAPETECH 4"" COMPOUND ROLLER","CROLL04","0.243","4.5","3.5","3.5","TTTCROLL04","ROLLER FRAMES/COVERS"
"TapeTech","TAPETECH 9"" COMPOUND ROLLER","CROLL09","0.5","8","4","4","TTTCROLL09","ROLLER FRAMES/COVERS"
"TapeTech","TAPETECH 12"" COMPOUND ROLLER","CROLL12","0.5105","3.5","3.5","12","TTTCROLL12","ROLLER FRAMES/COVERS"
"TapeTech","TAPETECH 79"" COMPOUND ROLLER SUPPORT HANDLE","CROLLHAN2","0.9335","72","2","2","TTTCROLLHAN2","ROLLER FRAMES/COVERS"
"TapeTech","COMPOUND TUBE 24 FOR CORNER FLUSHERS","CT24TT","2.3545","33","4.5","4.5","TTTCT24TT","AUTOMATIC TAPING TOOLS"
"TapeTech","COMPOUND TUBE 36 FOR CORNER FLUSHERS","CT36TT","3.016","48.5","4.25","4","TTTCT36TT","AUTOMATIC TAPING TOOLS"
"TapeTech","COMPOUND TUBE 42"" FOR CORNER FLUSHERS","CT42TT","3.6845","50.5","5.25","5.25","TTTCT42TT","AUTOMATIC TAPING TOOLS"
"TapeTech","COMPOUND TUBE FILLER ADAPTER","CTA01TT","1","","","","TTTCTA01TT","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 4' ALUMINUM FEATHEREDGE","EALFED48","2.748","48","5","1.5","TTTEALFED48","DARBIES, FEATHEREDGES"
"TapeTech","TAPETECH 5' ALUMINUM FEATHEREDGE","EALFED60","3.4825","59.25","4.5","1","TTTEALFED60","DARBIES, FEATHEREDGES"
"TapeTech","TAPETECH 6' ALUMINUM FEATHEREDGE","EALFED72","4.0985","71","4.5","1","TTTEALFED72","DARBIES, FEATHEREDGES"
"TapeTech","TAPETECH 1"" 90 OUTSIDE CORNER EDGER","EEX10090","0.2165","9","3","2","TTTEEX10090","CORNER TOOLS"
"TapeTech","TAPETECH 1.25"" 135 OUTSIDE CORNER EDGER","EEX125135","0.229","9","3","3","TTTEEX125135","CORNER TOOLS"
"TapeTech","TAPETECH 1.5"" 90 OUTSIDE STIFF CORNER EDGER","EEX15090","0.24","9","2.5","3","TTTEEX15090","CORNER TOOLS"
"TapeTech","TAPETECH 2"" 135 OUTSIDE STIFF CORNER EDGER","EEX200135","0.268","9","4","3","TTTEEX200135","CORNER TOOLS"
"TapeTech","TAPETECH 2"" 90 OUTSIDE STIFF CORNER EDGER","EEX20090","0.271","9","4","3","TTTEEX20090","CORNER TOOLS"
"TapeTech","TAPTCH 2.75"" 135 OUTSIDE STIFF CORNER EDGER","EEX275135","0.3005","9","6","3","TTTEEX275135","CORNER TOOLS"
"TapeTech","TAPETECH .5"" 90 OUTSIDE STIFF CORNER EDGER","EEX5090","0.195","9","2","1.5","TTTEEX5090","CORNER TOOLS"
"TapeTech","TAPETECH .75"" 90 OUTSIDE STIFF CORNER EDGER","EEX7590","0.212","9","2.5","1","TTTEEX7590","CORNER TOOLS"
"TapeTech","TAPETECH 3PC 135 DEGREE OUTSIDE CORNER EDGER SET","EEXSET3135","1","","","","TTTEEXSET3135","CORNER TOOLS"
"TapeTech","TAPETECH 5PC 90 DEGREE OUTSIDE CORNER EDGER SET","EEXSET590","1.247","","","","TTTEEXSET590","CORNER TOOLS"
"TapeTech","7"" MAXXBOX FINISH BOX WITH EASYROLL WHEELS","EHC07W","3.8945","14","8","6.5","TTTEHC07W","AUTOMATIC TAPING TOOLS"
"TapeTech","10"" MAXXBOX FINISH BOX WITH EASYROLL WHEELS","EHC10W","4.71","13","10.25","6.5","TTTEHC10W","AUTOMATIC TAPING TOOLS"
"TapeTech","12"" MAXXBOX FINISH BOX WITH EASYROLL WHEELS","EHC12W","5.232","13.92","3.24","6.48","TTTEHC12W","AUTOMATIC TAPING TOOLS"
"TapeTech","TAPETECH 1"" 90 INSIDE STIFF CORNER EDGER","EIN10090","0.225","9","2","2","TTTEIN10090","CORNER TOOLS"
"TapeTech","TAPETECH 1.5"" 90 INSIDE STIFF CORNER EDGER","EIN15090","0.2455","9","2.5","2","TTTEIN15090","CORNER TOOLS"
"TapeTech","TAPETECH 2"" 90 INSIDE STIFF CORNER EDGER","EIN20090","0.269","9","3","3","TTTEIN20090","CORNER TOOLS"
"TapeTech","TAPETECH .5"" 90 INSIDE STIFF CORNER EDGER","EIN5090","0.1915","9","2.5","1","TTTEIN5090","CORNER TOOLS"
"TapeTech","TAPETECH .75"" 90 INSIDE STIFF CORNER EDGER","EIN7590","0.214","9","2","1","TTTEIN7590","CORNER TOOLS"
"TapeTech","TAPETECH 5PC 90 DEGREE INSIDE CORNER EDGER SET","EINSET590","1.257","","","","TTTEINSET590","CORNER TOOLS"
"TapeTech","TAPETECH SCAFFOLD TURNTABLE","ETURNTABLE","5.8235","23","15","7","TTTETURNTABLE","SCAFFOLD PERRY/SONNY"
"TapeTech","TAPETECH REPLACEMENT FILTER FOR EIFSVAC","EVACFILTER","0.284","4","4","2","TTTEVACFILTER","POWER TOOL VACUUME  ACC"
"TapeTech","7"" EASYCLEAN FINISHING BOX W/EASY ROLL WHEELS","EZ07TT","3.1695","12","8.25","5.75","TTTEZ07TT","AUTOMATIC TAPING TOOLS"
"TapeTech","10"" EASYCLEAN FINISHING BOX W/EASY ROLL WHEELS","EZ10TT","3.6485","12","8.25","5.5","TTTEZ10TT","AUTOMATIC TAPING TOOLS"
"TapeTech","12"" EASYCLEAN FINISHING BOX W/EASY ROLL WHEELS","EZ12TT","4.6315","15","10.5","6.5","TTTEZ12TT","AUTOMATIC TAPING TOOLS"
"TapeTech","15"" EASYCLEAN FINISHING BOX W/EASY ROLL WHEELS","EZ15TT","5.153","18","8.25","6.5","TTTEZ15TT","AUTOMATIC TAPING TOOLS"
"TapeTech","HANDLE FIBERGLASS SUPPORT INTERCHANGEABLE","FHTT","1.5485","46","2","2","TTTFHTT","AUTOMATIC TAPING TOOLS"
"TapeTech","CLOSET CRUSHER SUPPORT HANDLE TAPETECH","FHTTCC","0.99","","","","TTTFHTTCC","AUTOMATIC TAPING TOOLS"
"TapeTech","GOOSENECK RISER TAPETECH ","GSRTT","1","","","","TTTGSRTT","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 13"" X 13"" HAWK - PROSOFT GRIP","HWK001PS","1.918","13","14","2","TTTHWK001PS","HAWKS"
"TapeTech","PREMIUM MUD PAN 12"" TAPETECH","MP12TT","1.197","5","14","4","TTTMP12TT","MUD PANS, STEEL"
"TapeTech","PREMIUM MUD PAN 14"" TAPETECH","MP14TT","1","","","","TTTMP14TT","MUD PANS, STEEL"
"TapeTech","TAPETECH MUDRUNNER PRO ","MR01TT","7.6625","57","6.5","6.25","TTTMR01TT","AUTOMATIC TAPING TOOLS"
"TapeTech","TAPETECH MUDRUNNER PRO EXTENSION","MRX01TT","1.2385","2.5","3.5","13","TTTMRX01TT","AUTOMATIC TAPING TOOLS"
"TapeTech","2"" EASYCLEAN NAIL SPOTTER W/ADAPTER","NS02TT","1.416","7","5.5","4.5","TTTNS02TT","AUTOMATIC TAPING TOOLS"
"TapeTech","3"" EASYCLEAN NAIL SPOTTER W/ADAPTER","NS03TT","2.092","10","6.25","5.5","TTTNS03TT","AUTOMATIC TAPING TOOLS"
"TapeTech","NAIL SPOTTER ADAPTER FOR NEW HANDLES","NSATT","0.125","4","3","1","TTTNSATT","AUTOMATIC TAPING TOOLS"
"TapeTech","POWER ASSIST MAXXBOX 7 FINISHING BOX","PAHC07","4.383","13","10","6","TTTPAHC07","AUTOMATIC TAPING TOOLS"
"TapeTech","POWER ASSIST MAXXBOX 10 FINISHING BOX","PAHC10","4.66","","","","TTTPAHC10","AUTOMATIC TAPING TOOLS"
"TapeTech","POWER ASSIST MAXXBOX 12 FINISHING BOX","PAHC12","5.4325","10","15","7","TTTPAHC12","AUTOMATIC TAPING TOOLS"
"TapeTech","PREMIUM FINISHING HANDLE ADAPTER TAPETECH","PFKHATT","0.8625","8","7","3","TTTPFKHATT","KNOCKDOWN KNIFE"
"TapeTech","QUICKBOX QSX 6.5# ","QB06QSX","2.094","9.24","8.5","6.48","TTTQB06QSX","AUTOMATIC TAPING TOOLS"
"TapeTech","QUICKBOX 8.5 FINISHING BOX","QB08QSX","2.3805","12","9","6","TTTQB08QSX","AUTOMATIC TAPING TOOLS"
"TapeTech","6.5"" QUICKBOX QSX BLADES FLAT FINISHING","QB60035","0.004","7.25","0.24","0.5","TTTQB60035","AUTOMATIC TT PARTS"
"TapeTech","6.5"" QUICKBOX QSX BLADES CROWNED FINISHING","QB60235","0.0165","0.15","0.5","7.25","TTTQB60235","AUTOMATIC TT PARTS"
"TapeTech","6.5""  QUICKBOX QSX BLADE FOR EXTERIOR SEAM","QB60335","0.017","7.5","0.5","0.2","TTTQB60335","AUTOMATIC TT PARTS"
"TapeTech","6.5"" QUICKBOX QSX BLADE NOTCHED  ADHESIVES","QB60435","0.02","7","0.5","0.2","TTTQB60435","AUTOMATIC TT PARTS"
"TapeTech","QUICKBOX QSX BLADES FLAT FINISHING TAPETECH","QB80035","0.05","9.25","0.5","0.25","TTTQB80035","AUTOMATIC TT PARTS"
"TapeTech","QUICKBOX QSX BLADES CROWNED FINISHING TTECH","QB80235","0.2","","","","TTTQB80235","AUTOMATIC TT PARTS"
"TapeTech","QUICKBOX QSX NOTCHED ADHESIVES TAPETECH","QB80435","0.171","13","4","0.25","TTTQB80435","AUTOMATIC TT PARTS"
"TapeTech","QUICK CONNECT ADAPTER","QCATT","1","","","","TTTQCATT","AUTOMATIC TT PARTS"
"TapeTech","TAPETECH 7""X13"" GALVANIZ STEEL BUCKET SCOOP","SCP001WD","1.51","14","7.25","4","TTTSCP001WD","HAWKS"
"TapeTech","TAPETECH 6.5"" STAINLESS STEEL BUCKET SCOOP","SCP02","0.5","6.5","6","2","TTTSCP02","HAWKS"
"TapeTech","TAPETECH 22"" HARD CASE","TTCASE22H","12.1","22","14","10","TTTTTCASE22H","AUTOMATIC TAPING TOOLS"
"TapeTech","TAPETECH 46"" HARD CASE","TTCASE46H","21","47","17","6","TTTTTCASE46H","AUTOMATIC TAPING TOOLS"
"TapeTech","HANDLE EXTENDABLE SUPPORT INTERCHANGEABLE","XHTT","2.553","46","2","2","TTTXHTT","AUTOMATIC TAPING TOOLS"
