match_status,match_basis,confidence,supplier_brand,supplier_sku,supplier_name,supplier_cost,catalog_type,catalog_sku,catalog_name,catalog_brand,matched_identifier,candidate_count,name_score,review_notes
unmatched,,none,TapeTech,054095F,Long Creaser Assembly,11.82,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054096F,Short Creaser Assembly,6.93,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054101,TapeTech Tape Guide Assembly,25.27,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054104,Tape Runner Assembly,15.98,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054110F,Shaft Drive Assembly - Includes Sprocket,22.66,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054111F,TapeTech Gooser Guide Bushing,7.74,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054114F,TapeTech Driver Assembly Sprocket,42.80,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054116F,Drive Dog Assembly,11.82,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054118F,Drive Dog Holder Assembly,14.92,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,054245F,TapeTech Trigger Assembly for Taper,36.69,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,055007,Tape Tech Automatic Taper Locking Roller Assembly Brake Part #055007,5.48,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,056022,Gooser Needle Spring (Replaces 059022),3.01,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,056100F,Taper Head,60.74,,,,,,12,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,056135,TapeTech Stainless Steel Cutter Chain Assembly,72.97,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,056142F,Cutter Chain,21.74,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,056248G,Gold Taper Tube,256.83,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,056707,TapeTech Bazooka Oil Aerosol Spray 8oz,6.97,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,057355,Taper Tube Cleaning Brush,26.46,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,057356,Pump Tube Cleaning Brush,24.73,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,058126F,TapeTech Automatic Taper Stainless Steel Drive Chain,36.77,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059005,4-40 Hex S.S. Nut,0.44,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059013,Screw 6-32 X 5/16 Rd.,0.44,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059014,Truss Hd. S.S Screw 4-40 X 3/16 - 6 Pack,0.44,,,,,,11,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059024,.15 Chain Keeper,2.44,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059029,Screw 6-32 X 5/8 Fl.,0.44,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059038,#4 TapeTech Medium Spring Lockwasher,0.44,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059040,O Ring 568-006 Buna,0.44,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059044,Insert,8.56,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059060,"Stopnut 3-48 Hex., Nyloc SST",0.44,,,,,,7,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059061F,Valve Spring,1.95,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059067,Key Ring,0.80,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059074,8-32 Hex Elastic Stopnut,0.44,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059091,"6-32 X 1/2"" Fillister Head Sst Screw",0.44,,,,,,15,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059092,"8-32"" x 1-1/2"" Round Head Screw SST",0.44,,,,,,16,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059098,"Shim, Side Plate",2.60,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059106,Screw 4-40 X 1/8 Sltd,0.55,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059107,1/4 in x 6-32 TapeTech Stainless Steel Flat Head Screw,0.44,,,,,,16,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059117,"Screw Self Tap #8 x5/16""",0.69,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059119,Drive Dog Holder Pin,0.44,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059120,"Axle, Drive Dog",0.44,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059127,Screw 8-32 X 5/8 Truss Hd. S.S,0.46,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059129,Cutter Block Pin,0.44,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059161,"4-40 X 3/8"" Fillister Head Sst Screw +",0.44,,,,,,20,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059164,TapeTech #6 Ext. Washer,0.44,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059201,Screw 5-40 X 3/4 RD Head SST,5.27,,,,,,23,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059217,"4-40 X 3/8"" BIND HEADSST SCREW",0.44,,,,,,12,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,059225,Nut 10-32 Elastic,0.44,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,140002C,MudRunner Main Tube,152.06,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,140003,Tube Cap,13.78,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,140013,Control Bushing,5.79,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,142001,Tube Only for Mudrunner,86.83,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,149021,TapeTech Round Lip U-Cup,12.64,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,149028,Nylon Bushing #6,0.66,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,149032,"O-Ring, Buna, 2-230",1.04,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,149120,Tapetech Threaded Gas Spring,76.85,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,150003F,Coupling,31.71,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,151005,Wheel Angle Roller Roller,20.79,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,159023,Nylon Washer,0.58,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,159024,External Retaining Ring,1.12,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,159026,Long Nut,1.63,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,159027,"Washer 3/8"" OD 3/16"" IDSST",0.58,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,179009,Nyliner Type 6,1.01,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,190002,Block,7.17,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,190033,88TTE Adjuster,8.40,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,190034,Coupler,11.00,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,190036,Pin,4.48,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,196003,TapeTech Hinge Casting Assembly,81.40,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,199010,8-32 X 3/8 Set Screw Fl.Point Hex. Soc.,0.44,,,,,,19,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,200026F,7 in TapeTech Flat Box Wiper,15.49,,,,,,36,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,200052F,Finishing Box Shoulder Screw,2.87,,,,,,37,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,202020,Spring Anchor,3.42,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,202021,"TapeTech Nut, Special",3.91,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,202028,TapeTech Flat Box Threaded Washer,2.85,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,202036,Shoulder Screw,3.26,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,203010,7 & 10 Inch Crown Spring,4.29,,,,,,7,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,204002,"7"" BLADE HOLDER ASSEMBLY",86.18,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,206003,Dial Assembly,16.96,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,209047,Flat Box Nyliner Bearing,1.06,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,209048,"Screw, 4-40 X 1/8 Bind. Hd. S.S.",0.44,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,209050,Box Screw 209050,1.22,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,209058,6-32 Brass Nut,4.07,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,210024F,"7"" Wiper For Power Assist ECH/TTEC Boxes",19.16,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,210058F,TapeTech Latch,3.01,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,210059,Shoulder Screw,4.40,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,212086,Power Assist Hook,22.42,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,213051,"Box Wheel, side guide",8.93,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,219080,"Screw, 6-32 X 5/8",0.44,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,219091,Spring,3.67,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,219092,"4-40 X 1"" Bind Head Screw",0.48,,,,,,11,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,219095,#4 NYLON FLAT WASHER,0.44,,,,,,7,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,250009,"10"" Shim",5.79,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,250026F,"New Wiper One Piece For 10"" Flat Box",20.38,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,250040F,"10"" Tie Rod",15.89,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,251023G,Side Plate,40.60,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,251025G,Side Plate,40.60,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,254002,"10"" Box Blade Holder Assembly",97.83,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,254005,"TapeTech 10"" Clamp Assembly",13.86,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,255045G,"10"" Axle Standard EZ Roll Wheels",27.72,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,256027G,"TapeTech 10"" Gold Pressure Plate",53.16,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,260024F,"10"" Wiper",24.94,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,300009,"12"" Shim",6.44,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,300026F,12 in TapeTech Flat Box Wiper,22.42,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,300040F,"12"" Tie Rod",18.75,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,304002,"12"" Box Blade Holder",107.38,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,304005,Clamp Assembly,17.60,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,305045G,12 in TapeTech EZ Roll Wheels Axle Standard,31.47,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,306027G,"TapeTech 12"" Pressure Plate (Gold)",57.56,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,310024F,"12"" Viton Wiper",27.31,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,310071,"TapeTech 12"" Spacer Rod",11.41,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,310096,"12"" SEAL",18.83,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,340001,"15"" Stainless Steel Blade",6.11,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,350008,"8"" Wiper Set",10.19,,,,,,12,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,350033F,Seal Block,28.54,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,350034,"8"" Pressure Plate",22.74,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,400009F,Carbide Blade,13.45,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,402002F,4800 Spring Retainer,10.43,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,402006,Insert Socket For Angle Heads,12.47,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,402012,Ball Retainer,11.41,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,402017F,Center Clip (Short),1.32,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,402019,TapeTech Frame Stop,3.83,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,402033,Ball Coupling,9.97,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,4090136,4-40 X 1/8 Socket Head SST Setscrew (6),3.45,,,,,,14,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,409021,TapeTech Retainer Spring,3.26,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,411003,Tape Tech Part 411003,19.65,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,420009,"Blade, Carbide, 2.5""",10.95,,,,,,12,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,450005,Blade Tension Spring,7.17,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,450009F,"3"" Angle Head Carbide Blade",15.89,,,,,,15,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,450021,Blade Tension Spring,6.52,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,480002F,4040 Wear Pad,9.38,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,480005,Outside Tension Spring,3.19,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,480021,Inside Tension Spring,2.86,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,480026,Grooved Wheel,5.13,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,480027,Wheel Bushing,3.26,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,480209,"3-1/2"" Angle Head Carbide Blade",20.79,,,,,,21,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,486001F,"3"" Easy Roll Head Casting",110.72,,,,,,16,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,489029,"Screw, 6-32 X 5/8",0.44,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,499024,Washer - .188Id X,0.44,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,500028,7 in TapeTech Wiper,10.19,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,502005F,"7"" Pivot Pressure Plate",22.01,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,502006,PIVOTBEARING,5.54,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,502007,Bearing,1.71,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,502034,TapeTech Latch for Corner Box,4.97,,,,,,63,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,506009,Stainless Steel Cone,70.52,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,509008,"10-32 X 1/2"" Bind Head Screw +",0.44,,,,,,17,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,600005F,"2"" Nail Spotter Carbide Blade",13.45,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,609015,Nut Block,4.81,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,634028,"TapeTech 2"" Pressure Plate Assembly w/ New Style Tab",95.80,,,,,,7,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,650005F,"Carbide Blade for 3"" Nail Spotter",15.89,,,,,,11,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,650007,TapeTech Skid for NS03TT,24.46,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,650040,TapeTech Special Washer,4.40,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,654036,"TapeTech 3"" Blade Clamp Assembly",50.60,,,,,,8,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,681015,"3"" Wiper For EZ Clean Nailspotter",45.58,,,,,,8,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,700004F,Gland,13.94,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,700010F,TapeTechï¿1⁄2ï¿1⁄2 700010F Valve Seal,4.26,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,700015F,TapeTech 700015F Link for Pump,27.31,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,700032F,Pump Fine Mesh Screen,2.93,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,700033F,Pump Coarse Mesh Screen,2.93,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,700036,5/16-24 X 1-7/16 Stud,11.41,,,,,,14,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,700037,"Nut, Special",18.34,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,700042,Lanyard,9.78,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,702031F,TapeTech Handle Ball,11.82,,,,,,26,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,704040,TapeTech Filler Tube Assembly,12.64,,,,,,7,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,709007,"Hex Head Nut - 5/16"" X 24 - 6 Pack",0.44,,,,,,18,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,709046,Lock Clip,4.32,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,709052,Stopnut 1/4-20 Elastic,0.48,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,720009,Piston Cup,4.81,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,722003G,Pump Cylinder,120.67,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,722039,Discharge Tube,26.50,,,,,,5,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,722070,Pump Foot Wireform,7.74,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,724061F,TapeTech Draw Latch Assembly,16.96,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,729009,"Wiper, U-Cup",6.86,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,729060,TapeTech O-Ring Gasket - Large,1.03,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,729071,TapeTech O Ring Flange,0.90,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,729072,TapeTech Head O-Ring,0.90,,,,,,8,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,762011,"Foot Valve, Universal",6.32,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,800018F,TapeTech Box Handle Notched Connector Plate,22.42,,,,,,43,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,800021F,TapeTech Pin,4.81,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,800027,TapeTech Short Connector,17.86,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,801009,Coupling Pin (Repair Only Box Handles),4.82,,,,,,35,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,804234,"34"" Connector Assembly",38.16,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,804242,"42"" Connector Assembly",43.54,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,804254,54 in TapeTech Connector Assembly,53.48,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,804272,"72"" Connector Assembly",65.30,,,,,,3,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,808015F,"Hing Assy., Universal With Serial Number",25.68,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,809011,3/4 in x 5/16-18 TapeTech Dog Point Thumbscrew,7.74,,,,,,15,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,809025,Slotted Spring Pin 1/8,0.58,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,811018,"Connector Plate, Notched",26.09,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,819038,Grip Adjuster Spring,1.55,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,857355,Gooseneck Cleaning Brush,32.34,,,,,,4,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,859016,"TapeTech Round Vinyl Black Cap, .315- ID, 2"" DP",1.06,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880006F,TapeTech 88TTE Xtender Handle Master Link,5.22,,,,,,26,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880028,Compression Spring,2.12,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880038,CONNECTING ROD,16.31,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880042,TapeTech Rubber Grip Handle,6.31,,,,,,26,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,880053,Lock Block,8.48,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,882012,Acutator Clip Pin,9.71,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,882013,Locking Pin,6.19,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,882014,TapeTech Locking Clip,10.76,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,883020,TapeTech Extrusion Insert for XH-TT,21.60,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889017,Conical Spring,2.77,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889027,TapeTech Flat Box Extender Handle Special Lockwasher,15.14,,,,,,43,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889030,4-40 X 3/16 Fillisterhead Screw,0.44,,,,,,10,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889035,6-32 x 1/4 Pan Head Screw,0.44,,,,,,11,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,889055,Nylon Spacer,0.66,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,88TTE,41 in - 63 in TapeTech XTender Finishing Box Handle,259.39,,,,,,45,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,920003,Ball Coupling,11.52,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,AB0003,Ames Cobra Banjo Replacement Cutting Blade AB0003,4.37,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,BAN001TT,TapeTech Mud Dog Banjo,57.25,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,CNATT,Cleaning Nozzle Adapter,10.83,,,,,,6,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,CNTT,Cleaning Nozzle,10.22,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EABS127TTSM,TapeTech Premium ABS Float – Smooth,7.68,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EABS127TTTX,TapeTech Premium ABS Float – Textured,7.68,,,,,,0,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EALFED48,TapeTech 4′ Aluminum Featheredge,20.95,,,,,,2,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EALFED60,TapeTech 5′ Aluminum Featheredge,25.12,,,,,,9,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EALFED72,TapeTech 6′ Aluminum Featheredge,31.41,,,,,,1,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EEX15090,TapeTech 1.5′′ Stiff Outside Corner Edger for 90°,6.17,,,,,,33,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EEXSET3135,TapeTech 3 Piece 135° Outside Corner Edgers Set,16.97,,,,,,37,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EEXSET590,TapeTech 5 Piece 90° Outside Corner Edger Set,25.65,,,,,,40,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EFLOAT0512G,TapeTech 12′′ x 5′′ x 3/4′′ Green Foam Float,2.51,,,,,,18,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EFLOAT0512N,TapeTech 12′′ x 5′′ x 1/4′′ EVA Neo Float,4.60,,,,,,14,,No credible brand-compatible identifier or name candidate
unmatched,,none,TapeTech,EFLOAT0512W,TapeTech 12′′ x 5′′ x 3/4′′ White Foam Float,2.51,,,,,,18,,No credible brand-compatible identifier or name candidate
