match_status,match_basis,confidence,supplier_brand,supplier_sku,supplier_name,supplier_cost,catalog_type,catalog_sku,catalog_name,catalog_brand,matched_identifier,candidate_count,name_score,review_notes
matched_identifier,SKU,confirmed,Columbia Tools,CT97,Columbia Taper Mud Supply Valve Body,15.52,simple,CT97,Mud Supply Valve Body,Columbia Tools,CT97,1,0.8750,
matched_identifier,SKU,confirmed,Columbia Tools,CT98,Columbia Taper Mud Supply Seal Plate,3.09,simple,CT98,Mud Supply Seal Plate & Shaft,Columbia Tools,CT98,1,0.7778,
matched_identifier,Meta: schema_mpn,confirmed,Columbia Tools,FA208,"Columbia 4-40 x 1/8"" Binder Slot",0.32,simple,FA2,"4-40 x 1/8"" Binder Slot",Columbia Tools,FA208,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA215,Columbia 4-40 x 5/16 Binder Slot,0.32,simple,FA215,"4-40 x 5/16"" Binder Slot",Columbia Tools,FA215,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA220,"Columbia 4-40 X 3/4"" Bind Head Screw",0.32,simple,FA220,"4-40 x 3/4"" Hex Bolt",Columbia Tools,FA220,1,0.6667,
matched_identifier,SKU,confirmed,Columbia Tools,FA224,"Columbia 1/8"" X 3/8"" Split Pin",0.48,simple,FA224,"1/8"" x 3/8"" Split Pin",Columbia Tools,FA224,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA225,"Columbia 1/8"" X 3/8"" Special Washer",0.89,simple,FA225,"1/8"" x 3/8"" Rivet Shoulder Washer",Columbia Tools,FA225,1,0.6909,
matched_identifier,SKU,confirmed,Columbia Tools,FA231,"Columbia #6 X 3/8"" Hex Bolt",0.64,simple,FA231,"6-32 x 3/8"" Hex Bolt",Columbia Tools,FA231,1,0.5943,
matched_identifier,SKU,confirmed,Columbia Tools,FA232,Columbia 6-32 Hex Nut,0.89,simple,FA232,6-32 Hex Nut,Columbia Tools,FA232,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA234,Columbia 6-32 Nyloc Jam Nut,0.79,simple,FA234,6-32 Nyloc Jam Nut,Columbia Tools,FA234,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA245,"Columbia 6-32 X 1/2"" Fill. Head Screw",0.41,simple,FA245,"6-32 x 1/2"" Fillister Slot",Columbia Tools,FA245,1,0.7059,
matched_identifier,SKU,confirmed,Columbia Tools,FA247,"Columbia 6-32 X 5/8"" Hex Bolt",0.80,simple,FA247,"6-32 X 5/8"" Hex Bolt",Columbia Tools,FA247,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA252,Columbia #8 Star Washer,0.32,simple,FA252,#8 Star Washer,Columbia Tools,FA252,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA253,Columbia #8 Flat Washer,0.32,simple,FA253,#8 Flat Washer,Columbia Tools,FA253,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA256,"Columbia 8-32 x 3/16"" Pan Slot SS Screw",0.32,simple,FA256,"8-32 X 3/16"" Pan Slot",Columbia Tools,FA256,1,0.8163,
matched_identifier,SKU,confirmed,Columbia Tools,FA261,"Columbia 8-32 X 3/8"" Socket Hd Screw",0.43,simple,FA261,"8-32 X 3/8"" Socket Screw",Columbia Tools,FA261,1,0.9388,
matched_identifier,SKU,confirmed,Columbia Tools,FA262,"Columbia 8-32 X 1/2"" Socket Hd. Screw",1.11,simple,FA262,"8-32 x 1/2"" Socket",Columbia Tools,FA262,1,0.7907,
matched_identifier,SKU,confirmed,Columbia Tools,FA267,"Columbia 8-32 X 1/2"" Pan Head Screw",0.41,simple,FA267,"8-32 x 1 1/2"" Pan Slot",Columbia Tools,FA267,1,0.4522,
matched_identifier,SKU,confirmed,Columbia Tools,FA268,Columbia #10 Flat Washer,0.32,simple,FA268,#10 Flat Washer,Columbia Tools,FA268,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA270,"Columbia #10 X 3/4"" Fender Washer",0.89,simple,FA270,"#10 x 3/4"" Fender Washer",Columbia Tools,FA270,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA273,"Columbia 10-24 X 1"" Hex Bolt",0.89,simple,FA273,"10-24 x 1"" Hex Bolt",Columbia Tools,FA273,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA274,"Columbia 10-24 X 3/8"" Socket Hd Screw",1.21,simple,FA274,"10-24 x 3/8"" Socket",Columbia Tools,FA274,1,0.8000,
matched_identifier,SKU,confirmed,Columbia Tools,FA275,"Columbia 10-24 X 3/4"" Hex Bolt",0.89,simple,FA275,"10-24 x 7/8"" Hex Bolt",Columbia Tools,FA275,1,0.5850,
matched_identifier,SKU,confirmed,Columbia Tools,FA276,Columbia 10-24 X 7/8 Pan Head Screw,0.32,simple,FA276,"10-24 x 7/8"" Pan Slot",Columbia Tools,FA276,1,0.7391,
matched_identifier,SKU,confirmed,Columbia Tools,FA280,Columbia #10 Belleville Washer,0.32,simple,FA280,#10 Belleville Washer,Columbia Tools,FA280,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA292,Columbia 1/4-20 Nyloc Jam Nut,0.81,simple,FA292,FA292 1/4-20 Nyloc Jam Nut,Columbia Tools,FA292,1,0.8696,
matched_identifier,SKU,confirmed,Columbia Tools,FA294,"Columbia 1/4-20 X 3/8"" Socket Hd Screw",1.21,simple,FA294,"1/4-20 x 38"" Socket",Columbia Tools,FA294,1,0.5087,
matched_identifier,SKU,confirmed,Columbia Tools,FA295,"Columbia 1/4-20 X 1/2"" Flat Socket",0.32,simple,FA295,"1/4 x 1/2"" Flathead Socket",Columbia Tools,FA295,1,0.5571,
matched_identifier,SKU,confirmed,Columbia Tools,FA296,"Columbia 1/4-20 X 1/2"" Hex Bolt",0.41,simple,FA296,"1/4 -20 x 1/2"" Hex Bolt",Columbia Tools,FA296,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA298,"Columbia 1/4-20 X 7/8"" Flat Socket",0.32,simple,FA298,"1/4-20 x 7/8"" Flat Socket",Columbia Tools,FA298,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA300,"Columbia 1/4-20 X 2"" Hex Bolt",1.63,simple,FA300,"1/4-20 x 2"" Hex Bolt",Columbia Tools,FA300,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA302,"Columbia 1/4-28 X 1/4"" Set Screw",0.89,simple,FA302,"1/4-28 x 1/4"" Set Screw",Columbia Tools,FA302,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA305,"Columbia 5/16-18 X 3/4"" Hex Bolt",1.63,simple,FA305,"5/16 -18 x 3/4"" Hex Bolt",Columbia Tools,FA305,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FA306,"Columbia 5/16-18 X 1-1/4"" Hex Bolt",1.63,simple,FA306,"5/16-18 x 1 1/4"" Hex Bolt",Columbia Tools,FA306,1,1.0000,
matched_identifier,Meta: schema_mpn,confirmed,Columbia Tools,FA308,"Columbia 33/64 X 7/8"" Flat Washer",0.89,simple,FA3,"1/2"" x 7/8"" Flat Washer",Columbia Tools,FA308,1,0.5614,
matched_identifier,SKU,confirmed,Columbia Tools,FA312,"Columbia 10-24 X 1/4"" Set Screw",0.89,simple,FA312,"10-24 X 1/4"" Socket Hand Set",Columbia Tools,FA312,1,0.7500,
matched_identifier,SKU,confirmed,Columbia Tools,FA379,"Columbia 1/4"" E-Clip for Matrix Handle",1.71,simple,FA379,"1/4"" SS E-Clip",Columbia Tools,FA379,1,0.5366,
matched_identifier,SKU,confirmed,Columbia Tools,FA380,"Columbia 1/8"" E-Clip for Matrix Handle",1.71,simple,FA380,"1/8"" SS E-Clip",Columbia Tools,FA380,1,0.5366,
matched_identifier,SKU,confirmed,Columbia Tools,FFB17,Columbia Door Spring,2.72,simple,FFB17,Door Spring,Columbia Tools,FFB17,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,FMH,Columbia L-Trim Mud Applicator Head,60.09,variation,FMH,Columbia UHMW Mud Applicator - L-Trim,Columbia Tools,FMH,1,0.8077,
matched_identifier,SKU,confirmed,Columbia Tools,GN,Columbia Gooseneck,68.28,variation,GN,Columbia Gooseneck - Standard,Columbia Tools,GN,1,0.6667,
matched_identifier,SKU,confirmed,Columbia Tools,HMP,Columbia Mud Pump (Top Disconnect),277.45,variation,HMP,Columbia Hot Mud Pump - Standard,Columbia Tools,HMP,1,0.5909,
matched_identifier,SKU,confirmed,Columbia Tools,IA90,Columbia 90 Inside Plastic Applicator,60.09,variation,IA90,Columbia UHMW Mud Applicator - Inside 90°,Columbia Tools,IA90,1,0.7368,
matched_identifier,SKU,confirmed,Columbia Tools,ICA21,Columbia 2 Wheel Inside Corner Applicator,39.41,variation,ICA2-1,"Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1""",Columbia Tools,ICA21,1,0.5333,
matched_identifier,SKU,confirmed,Columbia Tools,ICA41,Columbia 4 Wheel Inside Corner Applicator,50.51,variation,ICA4-1,"Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1""",Columbia Tools,ICA41,1,0.5333,
matched_identifier,SKU,confirmed,Columbia Tools,ICATW,Columbia Two Way Internal Corner Applicator,66.51,variation,ICATW,Columbia Billet Mud Applicator - Two-Way Internal Corner - 4 Wheels,Columbia Tools,ICATW,1,0.7727,
matched_identifier,SKU,confirmed,Columbia Tools,MH,Columbia Matrix Extendable Flat Box Handle,232.76,variation,MH,"Columbia Matrix Flat Box Handle - 40""-60""",Columbia Tools,MH,1,0.7213,
matched_identifier,SKU,confirmed,Columbia Tools,MH17,Columbia Matrix Pinch Brake,10.77,simple,MH17,Pinch Brake,Columbia Tools,MH17,1,0.7586,
matched_identifier,SKU,confirmed,Columbia Tools,MH21,Columbia Matrix Grip Adjuster Housing,4.40,simple,MH21,Grip Adjuster Housing,Columbia Tools,MH21,1,0.8571,
matched_identifier,SKU,confirmed,Columbia Tools,MH24,Columbia Matrix Pinch Brake Bushing,5.88,simple,MH24,Pinch Brake Bushing,Columbia Tools,MH24,1,0.8444,
matched_identifier,SKU,confirmed,Columbia Tools,MH25,Columbia Matrix Pinch Brake Stem,6.36,simple,MH25,Pinch Brake Stem,Columbia Tools,MH25,1,0.8205,
matched_identifier,SKU,confirmed,Columbia Tools,MHL,Columbia Matrix XL Extendable Flat Box Handle,256.15,variation,MHL,"Columbia Matrix Flat Box Handle - 56""-76""",Columbia Tools,MHL,1,0.6875,
matched_identifier,SKU,confirmed,Columbia Tools,MHS,"Columbia Matrix 29-39"" Extendable Flat Box Handle",221.07,variation,MHS,"Columbia Matrix Flat Box Handle - 29""-39""",Columbia Tools,MHS,1,0.8358,
matched_identifier,SKU,confirmed,Columbia Tools,OA90,Columbia Outside 90 Mud Head,60.09,variation,OA90,Columbia UHMW Mud Applicator - Outside 90°,Columbia Tools,OA90,1,0.6531,
matched_identifier,SKU,confirmed,Columbia Tools,PC1H,Columbia Predator One Handle,57.33,variation,PC1H,Columbia Predator One Handle - 4' Fixed,Columbia Tools,PC1H,1,0.8261,
matched_identifier,SKU,confirmed,Columbia Tools,PC1HEXT,Columbia 3-5' Predator One Extendable Handle,115.39,variation,PC1HEXT,Columbia Predator One Handle - Extendable 3'-5',Columbia Tools,PC1HEXT,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,PCHXL,Columbia 4-8' Predator Long Extendable Handle,142.51,variation,PCHXL,Columbia Predator One Handle - Long Extendable 4'-8',Columbia Tools,PCHXL,1,0.9459,
matched_identifier,SKU,confirmed,Columbia Tools,PCLT42,"Columbia 42"" Predator Cam Lock Tube",242.69,simple,PCLT42,Columbia Predator Camlock Tube,Columbia Tools,PCLT42,1,0.9130,
matched_identifier,SKU,confirmed,Columbia Tools,PCMT42,"Columbia 42"" Predator Compound Tube",181.28,simple,PCMT42,"Columbia Predator Compound Tube 42""",Columbia Tools,PCMT42,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,PHMP,Columbia Predator Hot Mud Pump,327.49,simple,PHMP,Columbia Predator Mud Pump,Columbia Tools,PHMP,1,0.8947,
matched_identifier,SKU,confirmed,Columbia Tools,PMH,"Columbia 40""-58"" Predator Matrix Box Handle",256.05,variation,PMH,"Columbia Predator Matrix Handle - 40""-60""",Columbia Tools,PMH,1,0.5633,
matched_identifier,SKU,confirmed,Columbia Tools,PMHL,"Columbia 56""-76"" Predator Matrix Box Handle",285.59,variation,PMHL,"Columbia Predator Matrix Handle - Long 56""-76""",Columbia Tools,PMHL,1,0.8615,
matched_identifier,SKU,confirmed,Columbia Tools,PMHS,"Columbia 29""-39"" Predator Matrix Box Handle",250.07,variation,PMHS,"Columbia Predator Matrix Handle - Short 29""-39""",Columbia Tools,PMHS,1,0.8485,
matched_identifier,SKU,confirmed,Columbia Tools,PTAPER,Columbia Predator Carbon Fiber Automatic Taper,1458.91,simple,PTAPER,Columbia One Predator Taper,Columbia Tools,PTAPER,1,0.6545,
matched_identifier,SKU,confirmed,Columbia Tools,PTS,Columbia Predator Tactical Set,4052.14,simple,PTS,Columbia Predator Tactical Set,Columbia Tools,PTS,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,RC,Columbia Road Case,658.08,variation,RC,Columbia Tool Case - Road Case,Columbia Tools,RC,1,0.6429,
matched_identifier,SKU,confirmed,Columbia Tools,SACS,Columbia Semi Automatic Commando Set,718.35,simple,SACS,Columbia Commando Set,Columbia Tools,SACS,1,0.6154,
matched_identifier,SKU,confirmed,Columbia Tools,SAT,Columbia Semi Automatic Taper,166.26,simple,SAT,Columbia Semi Automatic Taper,Columbia Tools,SAT,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,STAPER,Columbia Sawed Off Mini Automatic Taper,1166.49,variation,STAPER,Columbia Automatic Taper - Sawed Off 39 in.,Columbia Tools,STAPER,1,0.9180,
matched_identifier,SKU,confirmed,Columbia Tools,TAPER,Columbia Automatic Taper,1166.49,variation,TAPER,Columbia Automatic Taper - Standard 53 in.,Columbia Tools,TAPER,1,0.6667,
matched_identifier,SKU,confirmed,Columbia Tools,TBBF,Columbia Tall Boy Box Filler,41.82,variation,TBBF,Columbia Box Filler - Tall Boy,Columbia Tools,TBBF,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,TBGN,Columbia Tall Boy Gooseneck,99.00,variation,TBGN,Columbia Gooseneck - Tall Boy,Columbia Tools,TBGN,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,TBMP,Columbia Tall Boy Mud Pump,367.22,variation,TBMP,Columbia Hot Mud Pump - Tall Boy,Columbia Tools,TBMP,1,0.8947,
matched_identifier,SKU,confirmed,Columbia Tools,TCS,Columbia Semi Automatic Tool Case,138.38,variation,TCS,Columbia Tool Case - Gun Case,Columbia Tools,TCS,1,0.5714,
matched_identifier,SKU,confirmed,Columbia Tools,TS,Columbia Tactical Set,3759.73,simple,TS,Columbia Tactical Set,Columbia Tools,TS,1,1.0000,
matched_identifier,SKU,confirmed,Columbia Tools,TWS,Columbia Tomahawk Warrior Set,432.16,simple,TWS,Columbia Warrior Set,Columbia Tools,TWS,1,0.7097,
matched_identifier,SKU,confirmed,TapeTech,07TT,TapeTech EasyClean Automatic Taper,1170.48,variation,07TT,TapeTech EasyClean® Automatic Taper - Standard,TapeTech,07TT,1,0.8475,
matched_identifier,SKU,confirmed,TapeTech,07TTC,CARBON FIBER EasyClean Automatic Taper,1271.32,variation,07TT-C,TapeTech EasyClean® Automatic Taper - Carbon Fiber,TapeTech,07TTC,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,16TT,16TT Mud Head,59.80,variation,16TT,TapeTech Applicator Head - Outside Corner,TapeTech,16TT,1,0.4186,
matched_identifier,SKU,confirmed,TapeTech,16TT90,Mud Head 90 Degree Inside Corner Finisher,59.80,variation,16TT90,TapeTech Applicator Head - Inside Corner,TapeTech,16TT90,1,0.5429,
matched_identifier,SKU,confirmed,TapeTech,17TT,TapeTech Outside Corner Roller,113.32,variation,17TT,TapeTech Corner Roller - Outside Corner,TapeTech,17TT,1,0.8571,
matched_identifier,SKU,confirmed,TapeTech,17TTE,TapeTech 17TTE Outside Corner Roller,128.84,variation,17TTE,TapeTech Corner Roller - Flex Tape Outside Corner,TapeTech,17TTE,1,0.7077,
matched_identifier,SKU,confirmed,TapeTech,40XTT,"TapeTech 2"" Angle Head Drywall Corner Finisher - 40XTT",262.50,variation,40XTT,"TapeTech Corner Finisher - 2""",TapeTech,40XTT,1,0.5763,
matched_identifier,SKU,confirmed,TapeTech,42TT,2 1/2 in TapeTech 42TT Corner Finisher,271.00,variation,42TT,"TapeTech Corner Finisher - 2.5""",TapeTech,42TT,1,0.4875,
matched_identifier,SKU,confirmed,TapeTech,48TT,3 in TapeTech EasyRoll Adjustable Corner Finisher,278.50,variation,48TT,"TapeTech Corner Finisher - 3"" EasyRoll® Adjustable",TapeTech,48TT,1,0.9610,
matched_identifier,SKU,confirmed,TapeTech,48XTT,3 1/2 in TapeTech EasyRoll Adjustable Corner Finisher,313.75,variation,48XTT,"TapeTech Corner Finisher - 3.5"" EasyRoll® Adjustable",TapeTech,48XTT,1,0.5795,
matched_identifier,SKU,confirmed,TapeTech,76XLTT,Extra Long EasyClean Loading Pump,455.91,variation,76XLTT,TapeTech EasyClean® Pump - Extra Long,TapeTech,76XLTT,1,0.8621,
matched_identifier,SKU,confirmed,TapeTech,8000TTPA,Wizard Handle for Power Assist,55.47,variation,8000TT-PA,TapeTech Wizard® Compact Finishing Box Handle - Power Assist,TapeTech,8000TTPA,1,0.7179,
matched_identifier,SKU,confirmed,TapeTech,8034TT,34 in TapeTech Finishing Box Handle,146.00,variation,8034TT,"TapeTech Flat Box Handle - 34""",TapeTech,8034TT,1,0.6818,
matched_identifier,SKU,confirmed,TapeTech,804003F,Grip Assembly For Box Handle,36.28,simple,804003F,TapeTech Grip Assembly For Box Handle,TapeTech,804003F,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,8042TT,42 in TapeTech Finishing Box Handle,162.14,variation,8042TT,"TapeTech Flat Box Handle - 42""",TapeTech,8042TT,1,0.6818,
matched_identifier,SKU,confirmed,TapeTech,8054TT,54 in TapeTech Finishing Box Handle,164.00,variation,8054TT,"TapeTech Flat Box Handle - 54""",TapeTech,8054TT,1,0.6818,
matched_identifier,SKU,confirmed,TapeTech,8072TT,72 in TapeTech Finishing Box Handle,167.00,variation,8072TT,"TapeTech Flat Box Handle - 72""",TapeTech,8072TT,1,0.6818,
matched_identifier,SKU,confirmed,TapeTech,8134TT,"34"" EasyFinish Box Handle",181.83,variation,8134TT,"TapeTech EasyFinishTM Box Handle - 34""",TapeTech,8134TT,1,0.9600,
matched_identifier,SKU,confirmed,TapeTech,8142TT,42 in TapeTech EasyFinish Box Handle,187.11,variation,8142TT,"TapeTech EasyFinishTM Box Handle - 42""",TapeTech,8142TT,1,0.9057,
matched_identifier,SKU,confirmed,TapeTech,8154TT,"54"" EasyFinish Box Handle",191.29,variation,8154TT,"TapeTech EasyFinishTM Box Handle - 54""",TapeTech,8154TT,1,0.9600,
matched_identifier,SKU,confirmed,TapeTech,8172TT,"72"" Easyfinish Bent Box Handle",203.89,variation,8172TT,"TapeTech EasyFinishTM Box Handle - 72""",TapeTech,8172TT,1,0.8727,
matched_identifier,SKU,confirmed,TapeTech,85XLTT,Extra Long Gooseneck Adapter,136.64,variation,85XLTT,TapeTech Gooseneck - Extra Long,TapeTech,85XLTT,1,0.8333,
matched_identifier,SKU,confirmed,TapeTech,BH,TapeTech Brakeless Finishing Box Handle,99.12,variation,BH,"TapeTech Brakeless Box Handle - Fixed 34""",TapeTech,BH,1,0.7797,
matched_identifier,SKU,confirmed,TapeTech,BHE,TapeTech Brakeless Extendable Finishing Box Handle,214.00,variation,BHE,"TapeTech Brakeless Box Handle - Extendable 34""-60""",TapeTech,BHE,1,0.7949,
matched_identifier,SKU,confirmed,TapeTech,BHESW,TapeTech SideWinder Extendable Brakeless Box Handle,238.55,variation,BHE-SW,"TapeTech Brakeless Box Handle - Rotational Extendable 34""-60""",TapeTech,BHESW,1,0.7556,
matched_identifier,SKU,confirmed,TapeTech,CA07TT,7 in TapeTech Corner Applicator,206.89,variation,CA07TT,"TapeTech Corner Applicator - 7""",TapeTech,CA07TT,1,0.9268,
matched_identifier,SKU,confirmed,TapeTech,CA08TT,"8"" Corner Applicator",218.63,variation,CA08TT,"TapeTech Corner Applicator - 8""",TapeTech,CA08TT,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,CAATT,TapeTech Corner Applicator Adapter,29.80,variation,CAA-TT,TapeTech Support Handle Adapter - Corner Applicator,TapeTech,CAATT,1,0.7692,
matched_identifier,SKU,confirmed,TapeTech,CF25TT,"2.5"" Corner Flusher - Semi-Automatic",70.88,variation,CF25TT,"TapeTech Direct Corner Flusher - 2.5""",TapeTech,CF25TT,1,0.6207,
matched_identifier,SKU,confirmed,TapeTech,CF30TT,"3"" Corner Flusher - Semi-Automatic",69.08,variation,CF30TT,"TapeTech Direct Corner Flusher - 3""",TapeTech,CF30TT,1,0.5926,
matched_identifier,SKU,confirmed,TapeTech,CF35TT,"3.5"" Corner Flusher - Semi-Automatic",69.35,variation,CF35TT,"TapeTech Direct Corner Flusher - 3.5""",TapeTech,CF35TT,1,0.6207,
matched_identifier,SKU,confirmed,TapeTech,CF40TT,"4"" Corner Flusher - Semi-Automatic",72.86,variation,CF40TT,"TapeTech Direct Corner Flusher - 4""",TapeTech,CF40TT,1,0.5926,
matched_identifier,SKU,confirmed,TapeTech,CFATT,TapeTech Corner Finisher Adapter,34.04,variation,CFA-TT,TapeTech Support Handle Adapter - Corner Finisher,TapeTech,CFATT,1,0.7541,
matched_identifier,SKU,confirmed,TapeTech,CT24TT,"24"" Compound Tube - Semi-Automatic",129.64,variation,CT24TT,"TapeTech Compound Tube - 24""",TapeTech,CT24TT,1,0.6809,
matched_identifier,SKU,confirmed,TapeTech,CT36TT,"36"" Compound Tube - Semi-Automatic",137.96,variation,CT36TT,"TapeTech Compound Tube - 36""",TapeTech,CT36TT,1,0.6809,
matched_identifier,SKU,confirmed,TapeTech,CT42TT,"42"" Compound Tube - Semi-Automatic",147.76,variation,CT42TT,"TapeTech Compound Tube - 42""",TapeTech,CT42TT,1,0.6809,
matched_identifier,SKU,confirmed,TapeTech,CTA01TT,Compound Tube Filler Adapter,12.57,simple,CTA01TT,TapeTech Compound Tube Filler Adapter,TapeTech,CTA01TT,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,EZ07TT,"7"" EasyClean Finishing Box",264.31,variation,EZ07TT,"TapeTech EasyClean® Finishing Box - 7""",TapeTech,EZ07TT,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,EZ10TT,"10"" EasyClean Finishing Box",274.18,variation,EZ10TT,"TapeTech EasyClean® Finishing Box - 10""",TapeTech,EZ10TT,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,EZ12TT,12 in TapeTech EasyClean Finishing Box,284.00,variation,EZ12TT,"TapeTech EasyClean® Finishing Box - 12""",TapeTech,EZ12TT,1,0.9455,
matched_identifier,SKU,confirmed,TapeTech,FHTT,TapeTech Fiberglass Handle,39.19,variation,FHTT,TapeTech Support Handle - Fiberglass,TapeTech,FHTT,1,0.8095,
matched_identifier,SKU,confirmed,TapeTech,FHTTCC,"TapeTech Closet Crusher 18"" Support Handle",34.64,variation,FHTT-CC,TapeTech Support Handle - Closet Crusher Fiberglass,TapeTech,FHTTCC,1,0.8056,
matched_identifier,SKU,confirmed,TapeTech,GSRTT,TapeTech Gooseneck Riser,6.56,simple,GSR-TT,TapeTech Gooseneck Riser,TapeTech,GSRTT,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,MR01TT,TapeTech MudRunner Pro,762.08,variation,MR01TT,TapeTech MudRunner® Compound Applicator - Pro,TapeTech,MR01TT,1,0.5652,
matched_identifier,SKU,confirmed,TapeTech,NS02TT,2 in TapeTech EasyClean Nail Spotter,212.56,variation,NS02TT,"TapeTech Nail Spotter - 2""",TapeTech,NS02TT,1,0.6829,
matched_identifier,SKU,confirmed,TapeTech,NS03TT,3 in TapeTech EasyClean Nail Spotter,219.17,variation,NS03TT,"TapeTech Nail Spotter - 3""",TapeTech,NS03TT,1,0.6829,
matched_identifier,SKU,confirmed,TapeTech,NSATT,TapeTech Nail Spotter Adapter,29.90,variation,NSA-TT,TapeTech Support Handle Adapter - Nail Spotter,TapeTech,NSATT,1,0.7273,
matched_identifier,SKU,confirmed,TapeTech,PAHC07,"7"" Power Assist MAXXBOX Finishing Box",343.88,variation,PAHC07,"TapeTech Power Assist® MaxxBox® Finishing Box - 7""",TapeTech,PAHC07,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,PAHC10,"10"" Power Assist MAXXBOX Finishing Box",346.45,variation,PAHC10,"TapeTech Power Assist® MaxxBox® Finishing Box - 10""",TapeTech,PAHC10,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,PAHC12,"12"" Power Assist MAXXBOX Finishing Box",364.11,variation,PAHC12,"TapeTech Power Assist® MaxxBox® Finishing Box - 12""",TapeTech,PAHC12,1,1.0000,
matched_identifier,SKU,confirmed,TapeTech,QB06QSX,"QuickBox QSX - 6.5""",97.23,variation,QB06-QSX,"TapeTech QuickBox® QSX Finishing Box - 6.5""",TapeTech,QB06QSX,1,0.6957,
matched_identifier,SKU,confirmed,TapeTech,QB08QSX,"QuickBox QSX - 8.5""",126.13,variation,QB08-QSX,"TapeTech QuickBox® QSX Finishing Box - 8.5""",TapeTech,QB08QSX,1,0.6957,
matched_identifier,SKU,confirmed,TapeTech,XHTT,TapeTech Extension Handle,122.22,variation,XHTT,TapeTech Support Handle - Extension,TapeTech,XHTT,1,0.8000,
possible_name_review,product name,review,Columbia Tools,10ITFB,"Columbia 10"" Inside Track Fat Boy Flat Box",294.51,variation,10FBB,"Columbia Fat Boy Flat Box - 10""",Columbia Tools,,82,0.7451,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,12ITFB,"Columbia 12"" Inside Track Fat Boy Flat Box",303.46,variation,12FBB,"Columbia Fat Boy Flat Box - 12""",Columbia Tools,,71,0.7451,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,8ITFB,"Columbia 8"" Inside Track Fat Boy Flat Box",285.99,variation,8FBB,"Columbia Fat Boy Flat Box - 8""",Columbia Tools,,105,0.7347,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,BH06,Columbia Box Handle Hinge Pin (180 Grip),5.43,variable,COL-180-GRIP-FLAT-BOX-HANDLE,Columbia 180° Grip Flat Box Handle,Columbia Tools,,102,0.7170,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,C12MPX6,"Columbia 12"" Stainless Steel Mud Pan",92.95,simple,FFB4A,Stainless Steel Washer,Columbia Tools,,41,0.7083,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,C14MPX6,"Columbia 14"" Stainless Steel Mud Pan",95.93,simple,FFB4A,Stainless Steel Washer,Columbia Tools,,37,0.7083,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,CF1B,Columbia Direct Plate - Flusher,9.53,variable,COL-DIRECT-FLUSHER,Columbia Direct Flusher,Columbia Tools,,33,0.8235,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,CLTBF,Columbia Compound Tube Box Filler,49.27,variable,COL-COMPOUND-TUBE,Columbia Compound Tube,Columbia Tools,,66,0.7027,Possible name candidate; manual review required
possible_name_review,product name,review,Columbia Tools,CT1,Columbia Taper Head Casting,93.08,variable,AH1,Head Casting,Columbia Tools,,27,0.8000,Possible name candidate; manual review required
