category_order,category_slug,category_name,composition,slot_order,slot_id,slot_label,reference_order,source_filename,sku,product_name,brand,catalog_relationship,selection_note
16,nail-spotters,Nail Spotters,3-4 genuine nail spotters,2,columbia-3-inch,Columbia 3 inch nail spotter,1,columbia_tools_3ns_01.webp,COL-NAIL-SPOTTER,Columbia Nail Spotter 3 inch,Columbia Tools,direct-category,Larger graduated box
16,nail-spotters,Nail Spotters,3-4 genuine nail spotters,2,columbia-3-inch,Columbia 3 inch nail spotter,2,platinum_pt_2ns_02.webp,PT-2NS,"Platinum Nail Spotter - 2""",Platinum Drywall Tools,adjacent-size,Platinum nail spotter family reference; no distinct 3 inch Platinum media file present
16,nail-spotters,Nail Spotters,3-4 genuine nail spotters,3,level5-nail-spotter,LEVEL5 nail spotter,1,level5_4_754_01.webp,LV5-NAIL-SPOTTER,LEVEL5 Nail Spotter,LEVEL5,direct-category,Distinct tall housing
16,nail-spotters,Nail Spotters,3-4 genuine nail spotters,3,level5-nail-spotter,LEVEL5 nail spotter,2,platinum_pt_2ns_03.webp,PT-2NS,"Platinum Nail Spotter - 2""",Platinum Drywall Tools,direct-category,Platinum nail spotter alternate product view
16,nail-spotters,Nail Spotters,3-4 genuine nail spotters,4,tapetech-nail-spotter,TapeTech nail spotter,1,tapetech_ns02tt_01.webp,TT-NAIL-SPOTTER,TapeTech Nail Spotter 2 inch,TapeTech,direct-category,Distinct silver body and filler neck
16,nail-spotters,Nail Spotters,3-4 genuine nail spotters,4,tapetech-nail-spotter,TapeTech nail spotter,2,tapetech_ns03tt_01.webp,TT-NAIL-SPOTTER,TapeTech Nail Spotter 3 inch,TapeTech,direct-category,Alternate larger size
16,nail-spotters,Nail Spotters,3-4 genuine nail spotters,4,tapetech-nail-spotter,TapeTech nail spotter,3,platinum_pt_2ns_04.webp,PT-2NS,"Platinum Nail Spotter - 2""",Platinum Drywall Tools,direct-category,Platinum nail spotter alternate product view
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,1,compound-tube,Compound tube,1,tapetech_ct36tt_01.webp,TT-COMPOUND-TUBE,TapeTech Compound Tube 36 inch,TapeTech,direct-category,Strong mid-length system tube
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,1,compound-tube,Compound tube,2,columbia_tools_cmt_01.webp,COL-COMPOUND-TUBE,Columbia Compound Tube,Columbia Tools,direct-category,Alternate brand and tube construction
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,1,compound-tube,Compound tube,3,platinum_pt_ct36_02.webp,PT-CT36,"Platinum Compound Tube - 36""",Platinum Drywall Tools,direct-category,Platinum 36 inch compound tube system reference
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,2,applicator,Compound applicator,1,tapetech_14tt_01.webp,TT-MUDRUNNER,TapeTech MudRunner Compound Applicator,TapeTech,direct-category,Complete long applicator
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,2,applicator,Compound applicator,2,level5_4_772_01.webp,4-772,LEVEL5 MiniShot,LEVEL5,direct-category,Alternate long applicator
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,2,applicator,Compound applicator,3,platinum_pt_ica_01.webp,PT-ICA,Platinum 90° Corner Applicator - Inside,Platinum Drywall Tools,direct-category,Platinum inside corner applicator system reference
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,3,corner-flusher,Corner flusher,1,level5_4_744_01.webp,LV5-CORNER-FLUSHER,LEVEL5 Corner Flusher,LEVEL5,direct-category,Clean recognizable flusher
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,3,corner-flusher,Corner flusher,2,columbia_tools_3sf_01.webp,COL-STANDARD-FLUSHER,Columbia Standard Flusher 3 inch,Columbia Tools,direct-category,Alternate compact flusher
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,3,corner-flusher,Corner flusher,3,platinum_pt_cf3_5_03.webp,PT-3.5CF,"Platinum Stainless Steel Corner Flusher - 3.5""",Platinum Drywall Tools,direct-category,Platinum corner flusher system reference
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,4,semi-auto-taper,Semi-automatic taper,1,columbia_tools_sat_01.webp,SAT,Columbia Semi Automatic Taper,Columbia Tools,direct-category,Genuine bucket-mounted taper silhouette
17,semi-automatic-taping-tools,Semi-Automatic Taping Tools,Tube + applicator + flusher + taper representing the system,4,semi-auto-taper,Semi-automatic taper,2,platinum_pt_tp_01.webp,PT-TP,Platinum Semi Automatic Drywall Taper,Platinum Drywall Tools,direct-category,Alternate hand-held taper mechanism
18,compound-applicators,Compound Applicators,3 genuine applicators or MudRunner-type products,1,tapetech-mudrunner,TapeTech MudRunner,1,tapetech_14tt_01.webp,TT-MUDRUNNER,TapeTech MudRunner Compound Applicator,TapeTech,direct-category,Complete long applicator
18,compound-applicators,Compound Applicators,3 genuine applicators or MudRunner-type products,1,tapetech-mudrunner,TapeTech MudRunner,2,platinum_pt_aica_01.webp,PT-AICA,Platinum 4 Wheel Inside Angle / Corner Applicator,Platinum Drywall Tools,direct-category,Platinum 4 wheel inside angle/corner applicator as same-family applicator reference
18,compound-applicators,Compound Applicators,3 genuine applicators or MudRunner-type products,2,level5-minishot,LEVEL5 MiniShot,1,level5_4_772_01.webp,4-772,LEVEL5 MiniShot,LEVEL5,direct-category,Long red applicator with distinct head
18,compound-applicators,Compound Applicators,3 genuine applicators or MudRunner-type products,2,level5-minishot,LEVEL5 MiniShot,2,platinum_pt_ca8_01.webp,PT-CA8,"Platinum 8"" Corner Applicator",Platinum Drywall Tools,direct-category,Platinum 8 inch corner applicator as same-family applicator reference
18,compound-applicators,Compound Applicators,3 genuine applicators or MudRunner-type products,3,columbia-billet-applicator,Columbia billet applicator,1,columbia_tools_ica21_01.webp,COL-BILLET-MUD-APPLICATOR,Columbia Billet Mud Applicator,Columbia Tools,direct-category,Compact inside-corner applicator head
18,compound-applicators,Compound Applicators,3 genuine applicators or MudRunner-type products,3,columbia-billet-applicator,Columbia billet applicator,2,columbia_tools_ica41_01.webp,COL-BILLET-MUD-APPLICATOR,Columbia Billet Mud Applicator,Columbia Tools,direct-category,Larger four-wheel variant
18,compound-applicators,Compound Applicators,3 genuine applicators or MudRunner-type products,3,columbia-billet-applicator,Columbia billet applicator,3,platinum_pt_ica_01.webp,PT-ICA,Platinum 90° Corner Applicator - Inside,Platinum Drywall Tools,direct-category,Platinum inside 90 degree corner applicator
18,compound-applicators,Compound Applicators,3 genuine applicators or MudRunner-type products,3,columbia-billet-applicator,Columbia billet applicator,4,platinum_pt_oca_01.webp,PT-OCA,Platinum 90° Corner Applicator - Outside,Platinum Drywall Tools,direct-category,Platinum outside 90 degree corner applicator alternate
19,compound-tubes,Compound Tubes,3 genuine tubes of different lengths or configurations,1,24-inch,24 inch compound tube,1,tapetech_ct24tt_01.webp,TT-COMPOUND-TUBE,TapeTech Compound Tube 24 inch,TapeTech,direct-category,Shortest graduated tube
19,compound-tubes,Compound Tubes,3 genuine tubes of different lengths or configurations,1,24-inch,24 inch compound tube,2,platinum_pt_ct24_01.webp,PT-CT,Platinum Compound Tube 24 inch,Platinum Drywall Tools,direct-category,Alternate brand and handle
19,compound-tubes,Compound Tubes,3 genuine tubes of different lengths or configurations,2,36-inch,36 inch compound tube,1,tapetech_ct36tt_01.webp,TT-COMPOUND-TUBE,TapeTech Compound Tube 36 inch,TapeTech,direct-category,Medium graduated tube
19,compound-tubes,Compound Tubes,3 genuine tubes of different lengths or configurations,2,36-inch,36 inch compound tube,2,platinum_pt_ct36_01.webp,PT-CT,Platinum Compound Tube 36 inch,Platinum Drywall Tools,direct-category,Alternate brand and finish
19,compound-tubes,Compound Tubes,3 genuine tubes of different lengths or configurations,3,42-inch,42 inch compound tube,1,tapetech_ct42tt_01.webp,TT-COMPOUND-TUBE,TapeTech Compound Tube 42 inch,TapeTech,direct-category,Longest graduated tube
19,compound-tubes,Compound Tubes,3 genuine tubes of different lengths or configurations,3,42-inch,42 inch compound tube,2,columbia_tools_pcmt42_01.webp,PCMT42,Columbia Predator Compound Tube 42 inch,Columbia Tools,direct-category,Alternate black tube configuration
19,compound-tubes,Compound Tubes,3 genuine tubes of different lengths or configurations,3,42-inch,42 inch compound tube,3,platinum_pt_ct42_01.webp,PT-CT42,"Platinum Compound Tube - 42""",Platinum Drywall Tools,direct-category,Platinum 42 inch tube to complete the size progression
20,corner-flushers,Corner Flushers,3-4 genuine flushers,1,2-5-inch,2.5 inch flusher,1,columbia_tools_25sf_01.webp,COL-STANDARD-FLUSHER,Columbia Standard Flusher 2.5 inch,Columbia Tools,direct-category,Smallest graduated size
20,corner-flushers,Corner Flushers,3-4 genuine flushers,1,2-5-inch,2.5 inch flusher,2,platinum_pt_cf2_5_02.webp,PT-2.5CF,"Platinum Stainless Steel Corner Flusher - 2.5""",Platinum Drywall Tools,direct-category,Platinum 2.5 inch stainless corner flusher
20,corner-flushers,Corner Flushers,3-4 genuine flushers,2,3-inch,3 inch flusher,1,columbia_tools_3sf_01.webp,COL-STANDARD-FLUSHER,Columbia Standard Flusher 3 inch,Columbia Tools,direct-category,Second graduated size
20,corner-flushers,Corner Flushers,3-4 genuine flushers,2,3-inch,3 inch flusher,2,platinum_pt_cf2_5_03.webp,PT-2.5CF,"Platinum Stainless Steel Corner Flusher - 2.5""",Platinum Drywall Tools,adjacent-size,Closest Platinum stainless corner flusher where no 3 inch Platinum flusher media exists
20,corner-flushers,Corner Flushers,3-4 genuine flushers,3,3-5-inch,3.5 inch flusher,1,columbia_tools_35sf_01.webp,COL-STANDARD-FLUSHER,Columbia Standard Flusher 3.5 inch,Columbia Tools,direct-category,Third graduated size
20,corner-flushers,Corner Flushers,3-4 genuine flushers,3,3-5-inch,3.5 inch flusher,2,platinum_pt_cf3_5_02.webp,PT-3.5CF,"Platinum Stainless Steel Corner Flusher - 3.5""",Platinum Drywall Tools,direct-category,Platinum 3.5 inch stainless corner flusher
20,corner-flushers,Corner Flushers,3-4 genuine flushers,4,4-inch,4 inch flusher,1,columbia_tools_4sf_01.webp,COL-STANDARD-FLUSHER,Columbia Standard Flusher 4 inch,Columbia Tools,direct-category,Largest graduated size
20,corner-flushers,Corner Flushers,3-4 genuine flushers,4,4-inch,4 inch flusher,2,platinum_pt_cf3_5_04.webp,PT-3.5CF,"Platinum Stainless Steel Corner Flusher - 3.5""",Platinum Drywall Tools,adjacent-size,Closest Platinum stainless corner flusher where no 4 inch Platinum flusher media exists
21,semi-automatic-tapers,Semi-Automatic Tapers,Genuine semi-automatic tapers from represented brands,1,columbia-bucket-taper,Columbia semi-automatic taper,1,columbia_tools_sat_01.webp,SAT,Columbia Semi Automatic Taper,Columbia Tools,direct-category,Genuine bucket-mounted taper
21,semi-automatic-tapers,Semi-Automatic Tapers,Genuine semi-automatic tapers from represented brands,2,level5-banjo,LEVEL5 drywall banjo,1,level5_5_311_01.webp,5-311,LEVEL5 Drywall Banjo,LEVEL5,direct-category,Genuine enclosed banjo side view
21,semi-automatic-tapers,Semi-Automatic Tapers,Genuine semi-automatic tapers from represented brands,2,level5-banjo,LEVEL5 drywall banjo,2,level5_5_311_02.webp,5-311,LEVEL5 Drywall Banjo,LEVEL5,direct-category,Alternate opposite side view
21,semi-automatic-tapers,Semi-Automatic Tapers,Genuine semi-automatic tapers from represented brands,3,platinum-semi-auto-taper,Platinum semi-automatic taper,1,platinum_pt_tp_01.webp,PT-TP,Platinum Semi Automatic Drywall Taper,Platinum Drywall Tools,direct-category,Full mechanism side view
21,semi-automatic-tapers,Semi-Automatic Tapers,Genuine semi-automatic tapers from represented brands,3,platinum-semi-auto-taper,Platinum semi-automatic taper,2,platinum_pt_tp_02.webp,PT-TP,Platinum Semi Automatic Drywall Taper,Platinum Drywall Tools,direct-category,Alternate loaded-tape orientation
22,semi-automatic-taping-tool-sets,Semi-Automatic Taping Tool Sets,Genuine complete semi-automatic systems,1,columbia-commando-set,Columbia Commando semi-auto set,1,columbia_tools_sacs_01.webp,SACS,Columbia Commando Set,Columbia Tools,kit-evidence,Complete semi-auto kit in authentic case
22,semi-automatic-taping-tool-sets,Semi-Automatic Taping Tool Sets,Genuine complete semi-automatic systems,1,columbia-commando-set,Columbia Commando semi-auto set,2,platinum_pt_tp_03.webp,PT-TP,Platinum Semi Automatic Drywall Taper,Platinum Drywall Tools,kit-evidence,Platinum semi-automatic taper as kit-compatible semi-auto evidence
22,semi-automatic-taping-tool-sets,Semi-Automatic Taping Tool Sets,Genuine complete semi-automatic systems,2,tapetech-mudrunner-set,TapeTech MudRunner corner-finishing set,1,tapetech_ttcfs_m_01.webp,TTCFS-M,TapeTech MudRunner Corner Finishing Set,TapeTech,kit-evidence,Complete pump applicator and corner-tool system
22,semi-automatic-taping-tool-sets,Semi-Automatic Taping Tool Sets,Genuine complete semi-automatic systems,2,tapetech-mudrunner-set,TapeTech MudRunner corner-finishing set,2,platinum_pt_aica_02.webp,PT-AICA,Platinum 4 Wheel Inside Angle / Corner Applicator,Platinum Drywall Tools,kit-evidence,Platinum semi-auto applicator evidence included with semi-auto kit composition
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,1,support-handle,TapeTech support handle,1,tapetech_fhtt_01.webp,FHTT,TapeTech Fiberglass Support Handle,TapeTech,direct-category,Complete handle silhouette
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,1,support-handle,TapeTech support handle,2,tapetech_fhtt_02.webp,TT-SUPPORT-HANDLE,TapeTech Support Handle,TapeTech,direct-category,Adapter compatibility view
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,1,support-handle,TapeTech support handle,3,platinum_pt_fa_01.webp,PT-FA,"Platinum 4"" Flat Applicator",Platinum Drywall Tools,direct-category,Platinum flat applicator accessory reference for semi-auto accessory composition
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,2,support-handle-adapter,TapeTech support-handle adapter,1,tapetech_caatt_01.webp,TT-SUPPORT-HANDLE-ADAPTER,TapeTech Support Handle Adapter,TapeTech,direct-category,Authentic corner-applicator adapter
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,2,support-handle-adapter,TapeTech support-handle adapter,2,tapetech_cfatt_01.webp,TT-SUPPORT-HANDLE-ADAPTER,TapeTech Support Handle Adapter,TapeTech,direct-category,Authentic corner-finisher adapter
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,2,support-handle-adapter,TapeTech support-handle adapter,3,platinum_pt_aica_01.webp,PT-AICA,Platinum 4 Wheel Inside Angle / Corner Applicator,Platinum Drywall Tools,direct-category,Platinum 4 wheel inside angle applicator accessory reference
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,3,tube-filler-adapter,TapeTech compound-tube filler adapter,1,tapetech_cta01tt_01.webp,CTA01TT,TapeTech Compound Tube Filler Adapter,TapeTech,direct-category,Compact authentic filler head
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,3,tube-filler-adapter,TapeTech compound-tube filler adapter,2,platinum_pt_ica_02.webp,PT-ICA,Platinum 90° Corner Applicator - Inside,Platinum Drywall Tools,direct-category,Platinum inside corner applicator accessory reference for curated semi-auto accessories
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,4,mudrunner-extension,TapeTech MudRunner extension,1,tapetech_mrx01tt_01.webp,MRX01TT,TapeTech Extension,TapeTech,direct-category,Complete extension assembly
23,semi-automatic-accessories,Semi-Automatic Accessories,Curated authentic accessories rather than a random parts pile,4,mudrunner-extension,TapeTech MudRunner extension,2,platinum_pt_ca8_02.webp,PT-CA8,"Platinum 8"" Corner Applicator",Platinum Drywall Tools,direct-category,Platinum corner applicator accessory reference for curated semi-auto accessories
24,semi-automatic-tool-cases,Semi-Automatic Tool Cases,Genuine cases,1,semi-auto-gun-case,Semi-auto gun case,1,columbia_tools_tcs_02.webp,TCS,Columbia Tool Case Gun Case,Columbia Tools,kit-evidence,Closed case from family used by Commando semi-auto kit
24,semi-automatic-tool-cases,Semi-Automatic Tool Cases,Genuine cases,1,semi-auto-gun-case,Semi-auto gun case,2,columbia_tools_sacs_01.webp,SACS,Columbia Commando Set,Columbia Tools,kit-evidence,Open case visibly holding authentic semi-auto equipment
24,semi-automatic-tool-cases,Semi-Automatic Tool Cases,Genuine cases,2,high-capacity-case,High-capacity tool case,1,columbia_tools_rc_01.webp,RC,Columbia Tool Case Road Case,Columbia Tools,cross-taxonomy,Authentic open high-capacity case from shared case family
24,semi-automatic-tool-cases,Semi-Automatic Tool Cases,Genuine cases,2,high-capacity-case,High-capacity tool case,2,columbia_tools_rc_02.webp,RC,Columbia Tool Case Road Case,Columbia Tools,cross-taxonomy,Alternate open layout
