Brand,Product Name,SKU,Product Price,Product Description
All-Wall,Drywall Texture Roller (Crows Foot),15180,24.99,"Drywall Texture Roller (Crows Foot) Create unique and interesting patterns with rubber drywall texture rollers. You can use the drywall texture rollers for knockdown and stand-up drywall texture patterns. The rubber roller fits on any standard 9"" paint frame, and is easily washed with water To create the pattern is simple: Thin your drywall joint compound down to a workable consistency. Use a paint tray to hold the mud for your roller. Coat your roller liberally with mud by rolling in the paint tray. Once your drywall texture roller is loaded with material you can use a variety of techniques to achieve varying patterns. Be sure to press firmly so that the pattern properly stands out on the wall. You can stay in straight lines for a more symmetric pattern, or use random strokes for a stylistic design. You can knock the high spots down for a traditional knockdown texture after about 15 minutes."
All-Wall,Drywall Texture Roller (Foliage),15187,24.99,"Drywall Texture Roller (Foliage) Final texture effect can vary based on the following variables: Thickness of the compound used: A thicker mixture of compound will produce a final result with more definition in the pattern. A Thinner mixture of compound will produce a much more subtle texture effect. Depth of compound once it’s applied: The more material that is applied, the more dramatic the final texture will be when cross-lit. The less material that is applied, the more subtle the final texture will be. Method of application: A common method of application is to coat the finished surface with compound, either with a heavy nap paint roller, or a drywall finishing knife or trowel, then apply a pattern using a texture brush or roller."
All-Wall,Drywall Texture Roller (Monterrey),15182,24.99,"Texture Roller (Monterrey) Create unique and interesting patterns with rubber drywall texture rollers. You can use the drywall texture rollers for knockdown and stand-up drywall texture patterns. The rubber roller fits on any standard 9"" paint frame, and is easily washed with water To create the pattern is simple: Thin your drywall joint compound down to a workable consistency. Use a paint tray to hold the mud for your roller. Coat your roller liberally with mud by rolling in the paint tray. Once your drywall texture roller is loaded with material you can use a variety of techniques to achieve varying patterns. Be sure to press firmly so that the pattern properly stands out on the wall. You can stay in straight lines for a more symmetric pattern, or use random strokes for a stylistic design. You can knock the high spots down for a traditional knockdown texture after about 15 minutes."
All-Wall,Drywall Texture Roller (Ojos),15190,23.99,"Drywall Texture Roller (Ojos) Final texture effect can vary based on the following variables: Thickness of the compound used: A thicker mixture of compound will produce a final result with more definition in the pattern. A Thinner mixture of compound will produce a much more subtle texture effect. Depth of compound once it’s applied: The more material that is applied, the more dramatic the final texture will be when cross-lit. The less material that is applied, the more subtle the final texture will be. Method of application: A common method of application is to coat the finished surface with compound, either with a heavy nap paint roller, or a drywall finishing knife or trowel, then apply a pattern using a texture brush or roller."
All-Wall,Drywall Texture Roller (Palm Leaf),15186,24.99,"Texture Roller (Palm Leaf) Create unique and interesting patterns with rubber drywall texture rollers. You can use the drywall texture rollers for knockdown and stand-up drywall texture patterns. The rubber roller fits on any standard 9"" paint frame, and is easily washed with water To create the pattern is simple: Thin your drywall joint compound down to a workable consistency. Use a paint tray to hold the mud for your roller. Coat your roller liberally with mud by rolling in the paint tray. Once your drywall texture roller is loaded with material you can use a variety of techniques to achieve varying patterns. Be sure to press firmly so that the pattern properly stands out on the wall. You can stay in straight lines for a more symmetric pattern, or use random strokes for a stylistic design. You can knock the high spots down for a traditional knockdown texture after about 15 minutes."
All-Wall,Drywall Texture Roller (Poinsettia),15183,24.99,"Drywall Texture Roller (Poinsettia) Create unique and interesting patterns with rubber drywall texture rollers. You can use the drywall texture rollers for knockdown and stand-up drywall texture patterns. The rubber roller fits on any standard 9"" paint frame, and is easily washed with water To create the pattern is simple: Thin your drywall joint compound down to a workable consistency. Use a paint tray to hold the mud for your roller. Coat your roller liberally with mud by rolling in the paint tray. Once your drywall texture roller is loaded with material you can use a variety of techniques to achieve varying patterns. Be sure to press firmly so that the pattern properly stands out on the wall. You can stay in straight lines for a more symmetric pattern, or use random strokes for a stylistic design. You can knock the high spots down for a traditional knockdown texture after about 15 minutes."
All-Wall,Drywall Texture Roller (Serengeti),15192,24.99,"Drywall Texture Roller (Serengeti) Final texture effect can vary based on the following variables: Thickness of the compound used: A thicker mixture of compound will produce a final result with more definition in the pattern. A Thinner mixture of compound will produce a much more subtle texture effect. Depth of compound once it’s applied: The more material that is applied, the more dramatic the final texture will be when cross-lit. The less material that is applied, the more subtle the final texture will be. Method of application: A common method of application is to coat the finished surface with compound, either with a heavy nap paint roller, or a drywall finishing knife or trowel, then apply a pattern using a texture brush or roller."
All-Wall,Drywall Texture Roller (Tree Bark),15184,24.99,"Texture Roller (Tree Bark) Create unique and interesting patterns with rubber drywall texture rollers. You can use the drywall texture rollers for knockdown and stand-up drywall texture patterns. The rubber roller fits on any standard 9"" paint frame, and is easily washed with water To create the pattern is simple: Thin your drywall joint compound down to a workable consistency. Use a paint tray to hold the mud for your roller. Coat your roller liberally with mud by rolling in the paint tray. Once your drywall texture roller is loaded with material you can use a variety of techniques to achieve varying patterns. Be sure to press firmly so that the pattern properly stands out on the wall. You can stay in straight lines for a more symmetric pattern, or use random strokes for a stylistic design. You can knock the high spots down for a traditional knockdown texture after about 15 minutes."
All-Wall,Drywall Texture Roller (Vine),15185,24.99,"Texture Roller (Vine) Create unique and interesting patterns with rubber drywall texture rollers. You can use the drywall texture rollers for knockdown and stand-up drywall texture patterns. The rubber roller fits on any standard 9"" paint frame, and is easily washed with water To create the pattern is simple: Thin your drywall joint compound down to a workable consistency. Use a paint tray to hold the mud for your roller. Coat your roller liberally with mud by rolling in the paint tray. Once your drywall texture roller is loaded with material you can use a variety of techniques to achieve varying patterns. Be sure to press firmly so that the pattern properly stands out on the wall. You can stay in straight lines for a more symmetric pattern, or use random strokes for a stylistic design. You can knock the high spots down for a traditional knockdown texture after about 15 minutes."
All-Wall,X7 Angle Head Ball,R-0007,26.99,"X7 Angle Head Ball Turn your X1 Handle into an Angle Head Handle! Fits: X1 Accepts all major brands of angle heads, corner finishers and glazers."
AMES,"1.5"" Hose-Milling and Saw Units for GROOVE-360PRO",GRV-HOSE150,45.0,"1.5"" Hose-Milling and Saw Units for GROOVE-360PRO"
AMES,"1.5"" PulseBac Swivel Connector Cuff",GRV-SWIVELC,28.0,
AMES,1.8KW Motor only for 110v,GRV-1.8KW MOTOR-110,1950.0,
AMES,1.8KW Suhnner Motor - 220V,GRV-1.8KW MOTOR-220,1845.0,
AMES,"1/2"" Collet Collet And Nut, Custom Order",GRV-C127 Collet,135.0,
AMES,135° Bit With 12mm Collet For Drywall,GRV-135DRB,399.0,
AMES,165 mm Universal Saw Blade For Panelmax,GRV-SSB165,89.0,
AMES,165mm Diamond Blade,ProChipper 165mm,575.0,
AMES,185mm Blade For GROOVE-360,GRV-SSB185,94.0,
AMES,"3/16"" HSS Piloted Down Spiral Cutout Bit 5pc",AZIPBIT316-5,54.99,"3/16"" HSS Piloted Down Spiral Cutout Bit 5pc The AMES 3/16” High-Speed Steel Piloted Cutout Bit is designed for fast, efficient cuts in larger or rougher areas, built to power through drywall with ease - ideal for when speed and durability are the priority. Great for high-volume jobs or tougher surfaces where fine detail is less critical."
AMES,30 Degree Router Bit,GRV-30DRB,375.0,
AMES,45 Degree Router Bit 8mm Shank,GRV-45DRB,399.0,
AMES,5 Blade Saw Package,GRV360-5B,815.0,
AMES,60 Degree Router Bit - 8mm Shank,GRV-60DRB,199.0,
AMES,75 Degree Router Bit -  8mm Shank,GRV-75DRB,199.0,
AMES,90 Degree Router Bit,GRV-90DRB,125.0,
AMES,AB0003 Ames Cobra Banjo Replacement Cutting Blade,AB0003,9.99,Ames Cobra Banjo Replacement Cutting Blade for the Ames AB0004 Cobra Drywall Tape Banjo.
AMES,AB0005 Ames Cobra Banjo Replacement Wooden Handle,AB0005,19.99,AB0005 Ames Cobra Banjo Replacement Wooden Handle for the AB0004 Ames Cobra Drywall Tape Banjo.
AMES,AMES #2 Reduced Head Bit Tip,ABT2RH,0.69,"AMES #2 Reduced Head Bit Tip The AMES #2 Reduced Head Screwdriver Bit is a precision screwdriver head designed for tight spaces and recessed screws. Its narrow, reduced head profile allows improved access while maintaining a secure fit, making it ideal for standard and professional screw-driving applications. Built for durability, this screwdriver bit delivers reliable performance with hand drivers and power tools. Features: #2 screwdriver bit for common fastening applications Reduced head design for tight spaces and recessed screws Precision screwdriver bit for a secure, accurate fit Compatible with hand screwdrivers, power screwdrivers, and drill driver Durable construction for professional and everyday use"
AMES,AMES #2 Reduced Head Bit Tip - 20 pack,ABT2RH-20,12.99,"AMES #2 Reduced Head Bit Tip - 20 pack The AMES The #2 Reduced Head Screwdriver Bit – 20 Pack offers a convenient set of precision screwdriver bits for tight spaces and recessed screws. Each bit features a narrow, reduced head design for a secure fit, delivering reliable performance with both hand drivers and power tools. Perfect for professionals, DIYers, and anyone needing multiple bits for standard screw-driving applications. Features: 20-pack of #2 screwdriver bits for frequent or multiple-use applications Reduced head design for tight spaces and recessed screws Precision screwdriver bit for a secure, accurate fit Compatible with hand screwdrivers, power screwdrivers, and drill driver Durable construction for professional and everyday use"
AMES,"AMES 1"" x 16' Pro Tape Measure",ATMPRO16,6.99,"AMES 1"" x 16' Pro Tape Measure The AMES 1” x 16’ Pro Measure is a durable, standard measuring tape designed for accuracy and everyday professional use. Featuring a strong 1-inch wide blade for clear readability, this pro measure is ideal for contractors, DIYers, and home projects. Built for reliability, it delivers precise measurements you can trust on every job. Features: Precision Lock 7.5 foot standout Wear resistant tape Durable thickened case"
AMES,"AMES 1"" x 25' Pro Tape Measure",ATMPRO25,9.99,"AMES 1"" x 25' Pro Tape Measure The AMES 1” x 25’ Pro Measure is a durable, standard measuring tape designed for accuracy and everyday professional use. Featuring a strong 1-inch wide blade for clear readability, this pro measure is ideal for contractors, DIYers, and home projects. Built for reliability, it delivers precise measurements you can trust on every job. Features: Precision Lock 7.5 foot standout Wear resistant tape Durable thickened case"
AMES,"AMES 1/2"" Heavy Duty T50 Galvanized Staples - 5,000 Count",ASTAPLE12-5000,15.99,"AMES 1/2"" Heavy Duty T50 Galvanized Staples - 5,000 Count The AMES 1/2″ T50 galvanized staples are heavy duty fasteners made from corrosion-resistant galvanized steel staples for reliable performance in both indoor and outdoor projects. With a pack of 5,000, they’re ideal for frequent use in construction, upholstery, insulation, fencing, and general stapling tasks where durability and rust resistance matter. Key Features: 5,000 count of 1/2″ T50 galvanized staples for bulk use Galvanized steel construction resists rust and corrosion Heavy duty design suited for framing, upholstery, and wood fastening Compatible with standard T50 staple guns and staplers Great choice for both professional jobsites and home projects needing dependable fasteners"
AMES,"AMES 1/8"" HSS Piloted Down Spiral Cutout Bit 10pc.",AZIPBIT018-10,14.99,"AMES 1/8"" HSS Piloted Down Spiral Cutout Bit 10pc. AZIPBIT018-10 This 1/8"" Piloted Cutout Bit was created for high-precision cuts around outlets, switches, electrical boxes, etc. with a guide point that doesn't damage fixtures. Made from high speed steel these bits will help you speed up your cuts without sacrificing quality."
AMES,"AMES 10 Amp 1/2"" Heavy Duty Spade Handle Mixing Drill",AMUDMIXER,99.99,"AMES 10 Amp 1/2"" Heavy Duty Spade Handle Mixing Drill The AMES 10 Amp 1/2"" Heavy Duty Spade Handle Mixing Drill delivers powerful, high‑torque performance ideal for mixing thick materials like mortar, paint, and drywall compound. Its spade handle design provides superior control and stability during demanding torque mixing applications. Built for durability, this heavy‑duty drill ensures consistent performance on tough jobsite tasks. Key Features: 4-position rear spade handle & 3-position side handle for flexibility and stability 0-710 RPM provides increased torque for drilling and mixing 10 AMPS, 120V motor provides ideal power for any job site application, especially when using generators Lock-on switch for continuous mixing or drilling Ergonomic soft grip handle provides superior comfort and ergonomics 1/2"" metal chuck Variable speed, reversing switch prevents air bubbles when mixing and offers greater control when drilling 7.2 lbs. increases user productivity and decreases user fatigue Ideal for mixing Joint Compound, Plaster, Stucco, EIFS, Cement, Grout, Epoxy and Mortar"
AMES,"AMES 10"" Pro Magnetic Torpedo Level",ASL-10M,16.99,"AMES 10"" Pro Magnetic Torpedo Level The AMES 10” Pro Magnetic Torpedo Level is a compact and durable torpedo level tool designed for fast, accurate measurements in tight spaces. Built with a reinforced aluminum body and precision milled edges, this torpedo level ensures reliable plumb, level, and 45° readings. UV-protected acrylic vials and a magnetic base make it easy to achieve hands-free, accurate alignment on metal surfaces. Key Features: Reinforced Aluminum Frame: Rugged construction designed to withstand tough jobsite use. Precision Milled Surfaces: Ensures dependable accuracy for level, plumb, and 45° measurements. UV-Protected Acrylic Vials: Prevents level accuracy loss over time. Magnetic Base: Allows secure, hands-free positioning on metal surfaces. V-Grooved Bottom: Fits snugly on pipes, conduit, and round surfaces for versatile use."
AMES,"Ames 10"" Strong Handle Blue Steel Taping Knife",RK4010,12.99,"Ames 10"" Strong Handle Blue Steel Drywall Taping Knife model RK4010 The Ames Strong Handle is one of the most popular knives in the drywall finishing trade. The bright yellow color Strong Handle is textured and contoured for a perfectly lightweight weight, and comfortable grip. The Ames Strong Handle combines an 10"" blue spring steel blade with a narrow aluminum backing that helps to provide a pefect flex. The tapered 10"" blade makes working in corners slightly easier than squared off blades. Ames 10"" Strong Handle Blue Steel Drywall Taping Knife Features: ""Strong"" hard plastic textured handle grips easy and is ultra-durable Lightweight design is easy to maneuver and helps create a pefect blade flex Tapered 10"" Blue Steel blade is tapered to make corner work easier"
AMES,"AMES 12"" Magic Blade Trowel",AMB12,21.99,"AMES 12"" Magic Blade Trowel The AMES 12-inch Magic Blade Trowel is ideal for drywall finishing, skim coating, and knockdown texture applications. The flexible magic blade smooths surfaces, helps erase trowel lines, and blends texture evenly for a clean, professional finish on walls, ceilings, and light concrete surfaces. Key Features: 12-inch flexible magic blade for wide, even coverage Smooths skim coats and helps erase trowel lines Ideal for knockdown texture and drywall finishing Lightweight design for controlled handling and smooth results"
AMES,"AMES 12"" Mud Pan",MP0012,17.99,"AMES 12"" Mud Pan"
AMES,"AMES 12"" Scarifier - Stainless",ASCAR-SS,25.99,"AMES 12"" Scarifier - Stainless High-quality AMES 12″ stainless steel scarifier designed for preparing plaster base coats with precision and durability. Features an ergonomic handle for superior comfort and reduced fatigue during extended use. Key Features: • 12″ stainless steel blade for rust resistance and long-lasting performance • Sharp, heat-treated tines easily scratch plaster undercoats for strong finish coat adhesion • Ergonomic comfort grip handle reduces hand strain and improves control • Strong, corrosion-resistant construction ideal for professional plastering work"
AMES,"Ames 12"" Strong Handle Blue Steel Taping Knife",RK4012,13.99,"Ames 12"" Strong Handle Blue Steel Drywall Taping Knife model RK4012 The Ames Strong Handle is one of the most popular knives in the drywall finishing trade. The bright yellow color Strong Handle is textured and contoured for a perfectly lightweight weight, and comfortable grip. The Ames Strong Handle combines an 12"" blue spring steel blade with a narrow aluminum backing that helps to provide a pefect flex. The tapered 12"" blade makes working in corners slightly easier than squared off blades. Ames 12"" Strong Handle Blue Steel Drywall Taping Knife Features: ""Strong"" hard plastic textured handle grips easy and is ultra-durable Lightweight design is easy to maneuver and helps create a pefect blade flex Tapered 12"" Blue Steel blade is tapered to make corner work easier"
AMES,"AMES 14"" Mud Pan",MP0014,18.99,"AMES 14"" Mud Pan"
AMES,"AMES 18"" Heavy Duty Floor Scraper",ASCRAPE18,48.99,"AMES 18"" Heavy Duty Floor Scraper - ASCRAPE18 The AMES 18” Heavy Duty Handheld Floor Scraper is built for maximum performance and durability, making surface preparation faster and easier. Designed for professional contractors and DIY enthusiasts alike, this handheld floor scraper efficiently removes tough materials such as tile, linoleum, carpet and old adhesive layers. Its long, sturdy handle ensures superior leverage and reach, while the heavy-duty metal construction withstands demanding use on floors, roofs, and ceilings. Key Features: Ideal for removing tile, linoleum, carpet and adhesive coverings quickly and easily. Perfect for use in corners and tight spaces where rotary floor sanders can’t reach. Durable 60” heavy-duty metal handle for maximum strength and leverage. Comfortable foam grip handle helps reduce user fatigue during long tasks."
AMES,"AMES 18"" Heavy Duty Floor Scraper Blade",ASCRAPE18-B,13.99,"AMES 18"" Heavy Duty Floor Scraper Blade The AMES 18” Heavy-Duty Floor Scraper Blade is built for maximum power and efficiency, tackling the toughest floor removal tasks with ease. Designed for professionals, its sharp, reinforced steel blade ensures clean, precise scraping on a variety of surfaces. Key Features: • Covers more surface area for faster, more efficient material removal. • Built from high-strength steel for durability and long-lasting performance. • Delivers clean, precise scraping on tiles, adhesives, and flooring residues."
AMES,"AMES 18"" Magic Blade Trowel",AMB18,23.99,"AMES 18"" Magic Blade Trowel The AMES 18-inch Magic Blade Trowel is ideal for drywall finishing, skim coating, and knockdown texture applications. The flexible magic blade smooths surfaces, helps erase trowel lines, and blends texture evenly for a clean, professional finish on walls, ceilings, and light concrete surfaces. Key Features: 18-inch flexible magic blade for wide, even coverage Smooths skim coats and helps erase trowel lines Ideal for knockdown texture and drywall finishing Lightweight design for controlled handling and smooth results"
AMES,"AMES 2"" Pro Leather Tool Belt (29"" - 45"")",ABELT02,25.99,"AMES 2"" Pro Leather Tool Belt (29"" - 45"") - ABELT02 The AMES Pro Tool Leather Belt is a premium-grade tool belt designed for professionals who demand durability, comfort, and strength on the job. Made from high-quality leather, this belt provides exceptional support for tool pouches and holders while maintaining flexibility for all-day wear. Key Features: Adjustable size fits waists from 29” to 45” for a comfortable, secure fit. Steel buckle for added strength and stability. Designed for comfort, flexibility, and professional performance. Compatible with most tool pouches, holders, and suspenders."
AMES,"AMES 2"" Pro Leather Tool Belt - XL (41""-57"")",ABELT02-XL,25.99,"AMES 2"" Pro Leather Tool Belt - XL (41""-57"") - ABELT02-XL The AMES Pro Tool Leather Belt is a premium-grade tool belt designed for professionals who demand durability, comfort, and strength on the job. Made from high-quality leather, this belt provides exceptional support for tool pouches and holders while maintaining flexibility for all-day wear. Key Features: Adjustable size fits waists from 41” to 57” for a comfortable, secure fit. Steel buckle for added strength and stability. Designed for comfort, flexibility, and professional performance. Compatible with most tool pouches, holders, and suspenders."
AMES,"AMES 22"" Magic Blade Trowel",AMB22,25.99,"AMES 22"" Magic Blade Trowel The AMES 22-inch Magic Blade Trowel is ideal for drywall finishing, skim coating, and knockdown texture applications. The flexible magic blade smooths surfaces, helps erase trowel lines, and blends texture evenly for a clean, professional finish on walls, ceilings, and light concrete surfaces. Key Features: 22-inch flexible magic blade for wide, even coverage Smooths skim coats and helps erase trowel lines Ideal for knockdown texture and drywall finishing Lightweight design for controlled handling and smooth results"
AMES,"AMES 24"" Pro Magnetic Box Beam Level",ASL-24M,29.99,"AMES 24"" Pro Magnetic Box Beam Level The AMES 24” Pro Magnetic Box Beam Level is built for accuracy and durability, making it a reliable choice for professionals and DIYers alike. Equipped with impact-resistant acrylic vials and a strong magnetic edge, it allows fast, precise readings and hands-free use on metal surfaces. Key Features: Heavy-Duty Box Beam Frame: Ensures long-lasting accuracy and durability on any jobsite. Shock-Absorbing End Caps: Protects the level from drops and rough handling. Impact-Resistant Acrylic Vials: Replaceable vials with high visibility for fast, precise readings. Strong Magnetic Edge: Provides hands-free operation on ferrous metal surfaces. 24"" Edge Ruler: Measure and mark as you level."
AMES,AMES 3 Filter Vacuum Set GRV-FLT,GRV-FLT,395.0,AMES 3 Filter Vacuum Set GRV-FLT
AMES,"AMES 3"" Magnetic Bit Holder",AMBH3,4.49,"AMES 3"" Magnetic Bit Holder The AMES 3” Magnetic Bit Holder is a versatile, flexible magnetic screwdriver accessory designed for secure and precise screw driving. Its strong magnetic tip holds bits firmly, making it ideal for tight or hard-to-reach spaces. Compatible with standard screwdriver bits and power tools, this magnetic bit holder delivers reliable performance for professionals and DIYers alike. Features: 3” flexible magnetic bit holder for easy access in tight or recessed areas Strong magnetic tip keeps screwdriver bits secure during use Flexible design allows improved angle access and precision driving Durable construction for professional and everyday applications Perfect for hand drivers, power screwdrivers, and drills"
AMES,"AMES 3"" Pro Leather Tool Belt (29""-45"")",ABELT03,26.99,"AMES 3"" Pro Leather Tool Belt (29""-45"") - ABELT03 The AMES Pro Tool Leather Belt is a premium-grade tool belt designed for professionals who demand durability, comfort, and strength on the job. Made from high-quality leather, this belt provides exceptional support for tool pouches and holders while maintaining flexibility for all-day wear. Key Features: Adjustable size fits waists from 29” to 45” for a comfortable, secure fit. Steel buckle for added strength and stability. Designed for comfort, flexibility, and professional performance. Compatible with most tool pouches, holders, and suspenders."
AMES,"AMES 3"" Pro Leather Tool Belt (41""-57"")",ABELT03-XL,26.99,"AMES 3"" Pro Leather Tool Belt (41""-57"") - ABELT03-XL The AMES Pro Tool Leather Belt is a premium-grade tool belt designed for professionals who demand durability, comfort, and strength on the job. Made from high-quality leather, this belt provides exceptional support for tool pouches and holders while maintaining flexibility for all-day wear. Key Features: Adjustable size fits waists from 41” to 57” for a comfortable, secure fit. Steel buckle for added strength and stability. Designed for comfort, flexibility, and professional performance. Compatible with most tool pouches, holders, and suspenders."
Ames,"AMES 3/16"" Spiral Cut-Out Bit",AZIPBIT316,10.99,"AMES 3/16"" HSS Piloted Down AMES Spiral Cut-Out Bit AZIPBIT316 The AMES 3/16” High-Speed Steel Piloted Cutout Bit is designed for fast, efficient cuts in larger or rougher areas, built to power through drywall with ease - ideal for when speed and durability are the priority. Great for high-volume jobs or tougher surfaces where fine detail is less critical."
AMES,"AMES 3/4"" Outside Corner Bullnose Tool",ABN34,11.99,"AMES 3/4"" Outside Corner Bullnose Tool The AMES 3/4” Outside Corner Bullnose Tool is a professional drywall finishing tool designed to create smooth, uniform rounded drywall corners with a consistent 3/4-inch bullnose radius. Ideal for contractors and drywall professionals, this outside corner bullnose drywall tool delivers clean, durable corners while reducing sanding and rework. Perfect for residential and commercial drywall finishing, it helps achieve a modern bullnose corner profile quickly and efficiently. Key Features: Forms a consistent 3/4"" bullnose radius on outside drywall corners Durable construction for professional drywall and plaster applications Reduces finishing time and minimizes sanding and touch-ups Ideal for drywall contractors, remodelers, and commercial projects"
AMES,"AMES 3/8"" Heavy Duty T50 Galvanized Staples - 1,000 Count",ASTAPLE38-1000,3.99,"AMES 3/8"" Heavy Duty T50 Galvanized Staples - 1,000 Count The AMES 3/8″ T50 galvanized staples are heavy duty fasteners made from corrosion-resistant galvanized steel staples for reliable performance in both indoor and outdoor projects. With a pack of 1,000, they’re ideal for frequent use in construction, upholstery, insulation, fencing, and general stapling tasks where durability and rust resistance matter. Key Features: 1,000 count of 3/8″ T50 galvanized staples for bulk use Galvanized steel construction resists rust and corrosion Heavy duty design suited for framing, upholstery, and wood fastening Compatible with standard T50 staple guns and staplers Great choice for both professional jobsites and home projects needing dependable fasteners"
AMES,"AMES 3/8"" Heavy Duty T50 Galvanized Staples - 5,000 Count",ASTAPLE38-5000,15.99,"AMES 3/8"" Heavy Duty T50 Galvanized Staples - 5,000 Count The AMES 3/8″ T50 galvanized staples are heavy duty fasteners made from corrosion-resistant galvanized steel staples for reliable performance in both indoor and outdoor projects. With a pack of 5,000, they’re ideal for frequent use in construction, upholstery, insulation, fencing, and general stapling tasks where durability and rust resistance matter. Key Features: 5,000 count of 3/8″ T50 galvanized staples for bulk use Galvanized steel construction resists rust and corrosion Heavy duty design suited for framing, upholstery, and wood fastening Compatible with standard T50 staple guns and staplers Great choice for both professional jobsites and home projects needing dependable fasteners"
AMES,"AMES 4"" Hammer Joint Knife",HK4004,9.99,"AMES 4” Hammer Joint Knife The Ames knives are some of the most popular knives in the drywall finishing trade. AMES Joint Knives feature a flexible blade, comfortable handle, and hammer head end. Ames Joint knives are Professional grade, built for highest durability and performance. Features: Ultra-Durable Plastic Handle Light Featherweight Design Perfect Blade Flex For Easy Finishing"
AMES,"AMES 4"" x 4"" Premium Drywall Patch",WP44,2.79,"AMES 4"" x 4"" Premium Drywall Patch This high-quality self-adhesive drywall patch makes repairing damaged walls and ceilings quick and easy. Designed for durability, the strong aluminum patch is reinforced with a self-adhesive mesh that ensures a secure hold, providing a long-lasting and reliable repair. With just a few simple steps—lightly sanding and cleaning the area, applying the patch, covering it with joint compound, and smoothing the edges for a seamless blend—you can achieve a professional-looking finish. Ideal for fixing holes, cracks, and other drywall damage, this patch offers a convenient and effective repair solution. Features: Self-Adhesive Mesh Easy To Apply Aluminum Backing, Adds Extra Reinforcement For Long-Lasting Repair Versatile Use, Perfect For Wall And Ceiling Repairs! Sand, Prime, And Paint For A Perfect Finish. 4"" x 4"""
AMES,AMES 4-Blade Cutter for GROOVE-90,GRV90-4SBC,902.0,4-Blade Cutter for GROOVE-90
AMES,"AMES 48"" Heavy Duty T-Square",ATS-48,31.99,"AMES 48"" Heavy Duty T-Square Provides consistent accuracy while marking and guiding straight lines, maintaining regular right angles, and aligning materials during cutting, measuring, or planning activities. Its sturdy structure can endure repeated usage on rough surfaces, making it excellent for drywall installation, construction, and other heavy-duty applications that require precision and stability. Key Features: Heavy duty 3/16"" thick aluminum blades High visibility, high contrast finish & markings Reverse rulings and stud markings Aircraft-style rivets"
AMES,"AMES 48"" Pro Magnetic Box Beam Level",ASL-48M,39.99,"AMES 48"" Pro Magnetic Box Beam Level The AMES 48” Pro Magnetic Box Beam Level is built for accuracy and durability, making it a reliable choice for professionals and DIYers alike. Equipped with impact-resistant acrylic vials and a strong magnetic edge, it allows fast, precise readings and hands-free use on metal surfaces. Key Features: Heavy-Duty Box Beam Frame: Ensures long-lasting accuracy and durability on any jobsite. Shock-Absorbing End Caps: Protects the level from drops and rough handling. Impact-Resistant Acrylic Vials: Replaceable vials with high visibility for fast, precise readings. Strong Magnetic Edge: Provides hands-free operation on ferrous metal surfaces. 48"" Edge Ruler: Measure and mark as you level."
AMES,"AMES 5 1/2"" Drywall Rasp Blade",ARASPBLADE55,5.99,"AMES 5 1/2"" Drywall Rasp Blade Used to smooth and shape rough drywall edges, trim pipe, light fixture, and electrical box openings, refine cuts for a precise fit, remove irrelevant material, and prepare surfaces for smooth painting and finishing. Key Features: Fits AMES ARASP55 65MN blade"
AMES,"AMES 5 1/2"" Pocket Drywall Rasp",ARASP55,11.99,"AMES 5 1/2"" Pocket Drywall Rasp Used to smooth and shape rough drywall edges, trim pipe, light fixture, and electrical box openings, refine cuts for a precise fit, remove irrelevant material, and prepare surfaces for smooth painting and finishing. Key Features: Zinc-Alloy body Replaceable 65 MN blade Shave & shape edges Compact one-handed design"
Ames,"AMES 5/32"" HSS Piloted Down Spiral Cutout Bit 10pc.",AZIPBIT532-10,39.99,"AMES 5/32"" HSS Piloted Down Spiral Cutout Bit 10pc. AZIPBIT532 The 5/32” High-Speed Steel Piloted Cutout Bit offers a great balance between precision and speed with a thicker build that makes it faster than 1/8” bits while still maintaining reliable accuracy."
AMES,"AMES 54"" Heavy Duty T-Square",ATS-54,36.99,"AMES 54"" Heavy Duty T-Square Provides consistent accuracy while marking and guiding straight lines, maintaining regular right angles, and aligning materials during cutting, measuring, or planning activities. Its sturdy structure can endure repeated usage on rough surfaces, making it excellent for drywall installation, construction, and other heavy-duty applications that require precision and stability. Key Features: Heavy duty 3/16"" thick aluminum blades High visibility, high contrast finish & markings Reverse rulings and stud markings Aircraft-style rivets"
AMES,AMES 5” Hammer Joint Knife,HK4005,10.99,"AMES 5” Hammer Joint Knife The Ames knives are some of the most popular knives in the drywall finishing trade. AMES Joint Knives feature a flexible blade, comfortable handle, and hammer head end. Ames Joint knives are Professional grade, built for highest durability and performance. Features: Ultra-Durable Plastic Handle Light Featherweight Design Perfect Blade Flex For Easy Finishing"
AMES,"AMES 6"" x 6"" Premium Drywall Patch",WP66,3.59,"AMES 6"" x 6"" Premium Drywall Patch This high-quality self-adhesive drywall patch makes repairing damaged walls and ceilings quick and easy. Designed for durability, the strong aluminum patch is reinforced with a self-adhesive mesh that ensures a secure hold, providing a long-lasting and reliable repair. With just a few simple steps—lightly sanding and cleaning the area, applying the patch, covering it with joint compound, and smoothing the edges for a seamless blend—you can achieve a professional-looking finish. Ideal for fixing holes, cracks, and other drywall damage, this patch offers a convenient and effective repair solution. Features: Self-Adhesive Mesh Easy To Apply Aluminum Backing, Adds Extra Reinforcement For Long-Lasting Repair Versatile Use, Perfect For Wall And Ceiling Repairs! Sand, Prime, And Paint For A Perfect Finish. 6"" x 6"""
