Status,DTB Product,DTB SKU,DTB Brand,Our Price,Competitor,Competitor Product,Competitor SKU,Competitor Price,Price Difference,Price Position,Why It Matched,Match Score
Confirmed Match,Paper Feed Guide,CT19,Columbia Tools,$30.83,All-Wall,CT19 Columbia Taper Paper Feed Guide #5594,CT19,$40.70,$9.87,DTB is lower,SKU or manufacturer part number matched exactly.,100
Likely Match,Pinch Brake,MH17,Columbia Tools,$24.50,Al's Taping Tools,2 - Pinch Brake,FFH-03,$46.80,$22.30,DTB is lower,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",100
Confirmed Match,Piston Backing Washer - Large,MP13,Columbia Tools,$14.25,All-Wall,MP13 Columbia Mud Pump Piston Backing Washer (Large) #6173,MP13,$10.98,-$3.27,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Piston Backing Washer - Small,MP13A,Columbia Tools,$12.50,All-Wall,MP13A Columbia Mud Pump Piston Backing Washer (Small) #6174,MP13A,$13.56,$1.06,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Piston Body,CT107,Columbia Tools,$27.00,All-Wall,CT107 Columbia Taper Piston Body #5967,CT107,$30.10,$3.10,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Piston Cup,CT111,Columbia Tools,$13.70,All-Wall,CT111 Columbia Taper Piston Cup #5969,CT111,$18.08,$4.38,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Piston Cup,MP14,Columbia Tools,$11.75,All-Wall,MP14 Columbia Mud Pump Piston Cup #6175,MP14,$13.56,$1.81,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Piston Housing,HH16,Columbia Tools,$27.00,Wall Tools,Columbia Brake Cylinder for Hydra Reach Flat Box Handle (COLM-HH16),HH16,$27.71,$0.71,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Piston O-Ring,HH23,Columbia Tools,$2.00,All-Wall,COLHH23 Piston O-Ring for Hydra Handle,HH23,$1.78,-$0.22,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Piston Shaft,MP11,Columbia Tools,$28.50,All-Wall,MP11 Columbia Mud Pump Piston Shaft #6172,MP11,$60.26,$31.76,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Plate,BH2,Columbia Tools,$33.71,All-Wall,BH2 Columbia Box Handle 180 Grip Plate - COL handles #12459,BH2,$45.84,$12.13,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Pump Cylinder,HP1,Columbia Tools,$52.00,All-Wall,Columbia Mud Pump Cylinder (Removable) HP1,HP1,$60.26,$8.26,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Pump Flapper Valve,MP3,Columbia Tools,$4.00,All-Wall,MP3 Columbia Mud Pump Pump Flapper Valve #6163,MP3,$4.70,$0.70,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Pump Handle,MP7,Columbia Tools,$87.00,All-Wall,MP7 Columbia Mud Pump Handle #6167,MP7,$105.42,$18.42,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Ratchet Gear,CT67,Columbia Tools,$34.50,All-Wall,CT67 Columbia Taper Ratchet Gear #5841,CT67,$7.53,-$26.97,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Ratchet Rod for Adjustable Brake,CT15,Columbia Tools,$6.00,Wall Tools,Columbia Adjustable Brake Ratchet Rod (COLM-CT15),CT15,$5.82,-$0.18,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Release Clip Bushing,CT92,Columbia Tools,$10.00,All-Wall,CT92 Columbia Taper Release Clip #5866,CT92,$12.08,$2.08,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Release Clip Pin,HH31,Columbia Tools,$12.95,All-Wall,COLHH31 Columbia Hydra Handle Release Clip Pin,HH31,$16.36,$3.41,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Release Clip Washer,HH32,Columbia Tools,$22.00,All-Wall,COLHH32 Columbia Hydra Handle Release Clip Washer,HH32,$27.26,$5.26,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Release Rod Sleeve,CT89,Columbia Tools,$13.70,All-Wall,CT89 Columbia Taper Release Rod Sleeve #5863,CT89,$18.10,$4.40,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Return Spring,CT101,Columbia Tools,$9.25,All-Wall,CT101 Columbia Taper Return Spring #5961,CT101,$4.15,-$5.10,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Return Spring,AH1B,Columbia Tools,$3.00,Wall Tools,Columbia Return Spring (COLM-AH1B),AH1B,$2.85,-$0.15,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Return Spring,CT54,Columbia Tools,$3.00,Wall Tools,Columbia Return Spring (COLM-CT54),CT54,$3.23,$0.23,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Return Spring Ring,CT40,Columbia Tools,$2.00,Wall Tools,Columbia Return Spring Ring (COLM-CT40),CT40,$1.29,-$0.71,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Return Spring Tube,CT36,Columbia Tools,$33.00,All-Wall,CT36 Columbia Taper Return Spring Tube #5609,CT36,$39.16,$6.16,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Rlease Trigger Spring,HH33,Columbia Tools,$11.75,All-Wall,COLHH33 Columbia Hydra Handle Release Clip Spring,HH33,$7.30,-$4.45,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Rod Sleeve Housing,CT90,Columbia Tools,$22.50,All-Wall,CT90 Columbia Taper Rod Sleeve Housing #5864,CT90,$30.10,$7.60,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Roll Pin,HNS12A,Columbia Tools,$6.00,All-Wall,HNS12A Columbia Nail Spotter Handle Roll Pin #12534,HNS12A,$8.01,$2.01,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Roll Pin Bushing,HNS13,Columbia Tools,$9.95,All-Wall,HNS13 Columbia Nail Spotter Roll Pin Bushing #12535,HNS13,$4.78,-$5.17,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Roller,CR2,Columbia Tools,$12.00,All-Wall,Columbia Roller Wheel CR2,CR2,$20.64,$8.64,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Roller Bushing,CT28,Columbia Tools,$10.75,All-Wall,CT28 Columbia Taper Roller Bushing #5601,CT28,$5.65,-$5.10,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Rollers,CT125,Columbia Tools,$15.25,All-Wall,CT125 Columbia Taper Roller #5985,CT125,$4.70,-$10.55,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Rubber Gasket Retainer - 10""",FFB25-10,Columbia Tools,$24.95,All-Wall,FFB25-10 Columbia Flat Box Rubber Gasket Retainer 10in #6105,FFB25-10,$7.50,-$17.45,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Rubber Gasket Retainer - 12""",FFB25-12,Columbia Tools,$28.50,All-Wall,FFB25-12 Columbia Flat Box Rubber Gasket Retainer 12in #11202,FFB25-12,$7.50,-$21.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Rubber Seal,CT87-CS,Columbia Tools,$9.75,All-Wall,Columbia Cover Plate Cork Seal,CT87-CS,$10.30,$0.55,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Shoe,FFB7-SHOE,Columbia Tools,,Al's Taping Tools,Columbia Flat Box Shoe (Right) - FFB7,FFB-7,$3.44,,,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Shoe - Left,FFB7A,Columbia Tools,$42.95,Wall Tools,Columbia Shoe - left (COLM-FFB7A),FFB7A,$2.67,-$40.28,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Shoe - Right,FFB7,Columbia Tools,$42.95,Al's Taping Tools,Columbia Flat Box Shoe (Right) - FFB7,FFB-7,$3.44,-$39.51,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Side Blade,AH4,Columbia Tools,$29.50,Al's Taping Tools,AH4 - Angle Head Side Blade,AH4,$3.46,-$26.04,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Side Plate - 7""",CFB3-7,Columbia Tools,$40.00,All-Wall,CFB3-7 Columbia Angle Box Side Plate 7in #5540,CFB3-7,$43.84,$3.84,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Side Plate - 8""",CFB3-8,Columbia Tools,$40.00,All-Wall,CFB3-8 Columbia Angle Box Side Plate 8in #5541,CFB3-8,$43.84,$3.84,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Side Plate Hub,CT7A,Columbia Tools,$24.50,All-Wall,CT7A Columbia Taper Side Plate Hub #5581,CT7A,$14.62,-$9.88,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Sleeve,MP39,Columbia Tools,$14.75,All-Wall,MP39 Columbia Mud Pump Sleeve #5880,MP39,$3.28,-$11.47,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Socket Wear Cap,AH18,Columbia Tools,$9.00,All-Wall,AH18 Columbia Angle Head Socket Wear Cup #5817,AH18,$10.16,$1.16,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Spool Retaining Spring,CT119,Columbia Tools,$7.25,All-Wall,COLCT119 Spool Retaining Spring,CT119,$8.48,$1.23,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Spring Housing,AH1A,Columbia Tools,$8.00,All-Wall,Columbia Spring Housing Angle Head,AH1A,$12.18,$4.18,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Stainless Steel Backing Washer,FFB4B,Columbia Tools,$4.00,All-Wall,FFB4B Columbia Flat Box Stainless Steel Backing Washer #6113,FFB4B,$5.20,$1.20,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Stainless Steel Side Plate - Left,CT6A,Columbia Tools,$42.95,All-Wall,CT6A Columbia Taper Side Plate Left #5577,CT6A,$43.34,$0.39,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Stainless Steel Washer,FFB4A,Columbia Tools,$5.00,All-Wall,FFB4A Columbia Flat Box Stainless Steel Washer #6112,FFB4A,$6.10,$1.10,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Strap,CT116A,Columbia Tools,$28.50,All-Wall,CT116A Columbia Taper Strap #5975,CT116A,$21.94,-$6.56,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Strap Connecting Pin,BH11,Columbia Tools,$7.95,Wall Tools,Columbia Strap Connecting Pin for 180 Grip Flat Box Handle (COLM-BH11),BH11,$2.36,-$5.59,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Swivel Coupling Pin,CR12,Columbia Tools,$12.50,All-Wall,CR12 Columbia Corner Roller Swivel Coupling Pin #5568,CR12,$5.38,-$7.12,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Tape Advance Carriage,CT57,Columbia Tools,$82.00,All-Wall,CT57 Columbia Taper Tape Advance Carriage #5833,CT57,$102.40,$20.40,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Tape Spool,CT120,Columbia Tools,$22.81,Wall Tools,Columbia Tape Spool (COLM-CT120),CT120,$25.84,$3.03,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Taper Adjustable Brake,CT14A,Columbia Tools,$22.50,All-Wall,CT14A Columbia Taper Adjustable Brake #5589,CT14A,$8.73,-$13.77,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Thumb Release Clip Screw,FFB32A,Columbia Tools,$12.50,All-Wall,FFB32A Columbia Flat Box Thumb Release Clip Screw,FFB32A,$1.70,-$10.80,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Toe Kicker,CT53,Columbia Tools,$28.50,All-Wall,Columbia Taper Toe Kicker CT53,CT53,$26.38,-$2.12,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Toe Kicker Caple Retainer Clip,CT92A,Columbia Tools,$7.95,All-Wall,CT92A Columbia Taper L Clip #5867,CT92A,$3.78,-$4.17,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Top Blade,AH3,Columbia Tools,,Wall Tools,"Columbia Angle Head Carbide Blade for 2, 2.5, 3 and 3.5 in. Angle Heads (COLM-AH3, AH3-2, AH3-2.5, AH3-3, AH3-3.5)",AH3,$31.19,,,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Top Blade - 2""",AH3-2,Columbia Tools,$38.95,All-Wall,AH3-2 Columbia Angle Head Carbide Blade 2in #5801,AH3-2,$36.34,-$2.61,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Top Blade - 2.5""",AH3-2.5,Columbia Tools,$27.53,All-Wall,AH3-2.5 Columbia Angle Head Carbide Blade 2.5in #5802,AH3-2.5,$36.34,$8.81,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Top Blade - 3""",AH3-3,Columbia Tools,$44.95,All-Wall,AH3-3 Columbia Angle Head Carbide Blade 3in #5803,AH3-3,$36.34,-$8.61,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Top Blade - 3.5""",AH3-3.5,Columbia Tools,$27.53,All-Wall,AH3-3.5 Columbia Angle Head Carbide Blade 3.5in #5804,AH3-3.5,$36.34,$8.81,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Top Cap,HH10A,Columbia Tools,$2.00,All-Wall,13711,HH10A,$2.28,$0.28,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Top Retainer Corner Clip,AH8-CLIP,Columbia Tools,,All-Wall,AH8 Columbia Angle Head Retainer Clip (Short) #5812,AH8,$6.78,,,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Top Retainer Corner Clip - 3.5""",AH8A,Columbia Tools,$9.75,Wall Tools,"Columbia Top Retainer Clip, fits 3.5"" (COLM-AH8A)",AH8A,$5.82,-$3.93,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Top Retainer Corner Clip - Standard,AH8,Columbia Tools,$8.00,All-Wall,AH8 Columbia Angle Head Retainer Clip (Short) #5812,AH8,$6.78,-$1.22,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Upper Mounting Bracket,BH5,Columbia Tools,$18.50,All-Wall,BH5 Columbia Box Handle Upper Mounting Bracket (180 Grip) #12460,BH5,$10.54,-$7.96,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Upper Mounting Bracket,HH2,Columbia Tools,$66.00,All-Wall,Columbia Upper Mounting Bracket for COL88,HH2,$77.48,$11.48,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Wafer Bushing - Left,CT4,Columbia Tools,$2.00,All-Wall,CT4 Columbia Taper Left Wafer Bushing #5574,CT4,$1.88,-$0.12,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Wafer Bushing - Right,CT5,Columbia Tools,$11.50,All-Wall,CT5 Columbia Taper Right Wafer Bushing #5575,CT5,$1.88,-$9.62,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Wedge,HNS20,Columbia Tools,$22.50,All-Wall,HNS20 Columbia Nail Spotter Wedge for Skid Nail Spotter #12278,HNS20,$20.44,-$2.06,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Dura-III Adjustable - 14”-22”,D14-22,Dura-Stilts,$404.68,Wall Tools,"Dura-Stilt III 14-22"" Adjustable Aluminum Drywall Stilts",D14-22,$400.00,-$4.68,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Dura-III Adjustable - 18”-30”,D18-30,Dura-Stilts,$429.86,Wall Tools,"Dura-Stilt III 18-30"" Adjustable Aluminum Drywall Stilts",D18-30,$415.00,-$14.86,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Dura-III Adjustable - 24”-40”,D24-40,Dura-Stilts,$453.24,Wall Tools,"Dura-Stilt III 24-40"" Adjustable Aluminum Drywall Stilts",D24-40,$435.00,-$18.24,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Box Filler,4-715,LEVEL5,$68.06,Wall Tools,Level 5 Box Filler,4715,$71.54,$3.48,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Corner Finisher - 2.5”,4-732,LEVEL5,$400.24,Wall Tools,Level 5 2.5 in. Corner Finisher (LEV5-4732),4732,$420.74,$20.50,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Corner Roller,4-707,LEVEL5,$158.96,Wall Tools,Level 5 Corner Roller (LEV5-4707),4707,$161.09,$2.13,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Corner Roller Handle,LV5-CORNER-ROLLER-HANDLE,LEVEL5,,Al's Taping Tools,Level5 Corner Roller Handle,4-777,$45.00,,,SKU or manufacturer part number matched exactly.,100
Likely Match,"LEVEL5 Corner Roller Handle - 50""",5-777,LEVEL5,$89.99,Al's Taping Tools,Level5 Corner Roller Handle,4-777,$45.00,-$44.99,Competitor is lower,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",100
Confirmed Match,"LEVEL5 Corner Roller Handle - 54""",4-777,LEVEL5,$92.88,Al's Taping Tools,Level5 Corner Roller Handle,4-777,$45.00,-$47.88,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Flat Box (MEGA) - 10”,4-768,LEVEL5,$407.99,Wall Tools,Level 5 10 in. Classic MEGA Flat Box (LEV5-4768),4768,$431.99,$24.00,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Flat Box (MEGA) - 12”,4-769,LEVEL5,$422.02,Wall Tools,Level 5 12 in. Classic MEGA Flat Box (LEV5-4769),4769,$446.84,$24.82,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Flat Box (MEGA) - 7”,4-767,LEVEL5,$398.65,Wall Tools,Level 5 7 in. Classic MEGA Flat Box (LEV5-4767),4767,$422.09,$23.44,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Flat Box (Standard) - 10”,4-765,LEVEL5,$388.88,Wall Tools,Level 5 10 in. Classic Flat Box (LEV5-4765),4765,$411.74,$22.86,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Flat Box (Standard) - 12”,4-766,LEVEL5,$398.65,Wall Tools,Level 5 12 in. Classic Flat Box (LEV5-4766),4766,$422.09,$23.44,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Flat Box (Standard) - 7”,4-764,LEVEL5,$379.52,Wall Tools,Level 5 7 in. Classic Flat Box (LEV5-4764),4764,$401.84,$22.32,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Flat Box Handle (Extendable) - 30” - 42”,4-781,LEVEL5,$296.64,Wall Tools,Level 5 30-42 in. Flat Box Extendable Handle (LEV5-4781),4781,$311.84,$15.20,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Flat Box Handle (Fixed Length) - 42”,4-712,LEVEL5,$185.34,Wall Tools,Level 5 42 in. Flat Box Handle (LEV5-4712),4712,$194.84,$9.50,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Gooseneck,4-714,LEVEL5,$101.88,Wall Tools,Level 5 Gooseneck,4714,$107.09,$5.21,DTB is lower,SKU or manufacturer part number matched exactly.,100
Needs Review,LEVEL5 Nail Spotter,LV5-NAIL-SPOTTER,LEVEL5,,Wall Tools,Level 5 2 in. Nail Spotter,4754,$287.09,,,"Product appears similar, but size, variation, or naming differences need review.",100
Confirmed Match,LEVEL5 Nail Spotter - 2”,4-754,LEVEL5,$273.10,Wall Tools,Level 5 2 in. Nail Spotter,4754,$287.09,$13.99,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,LEVEL5 Nail Spotter - 3”,4-755,LEVEL5,$291.93,Wall Tools,Level 5 3 in. Nail Spotter,4755,$306.89,$14.96,DTB is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Platinum 4 Wheel Inside Angle / Corner Applicator,PT-AICA,Platinum Drywall Tools,$89.00,Al's Taping Tools,Platinum 4 Wheel Inside Angle / Corner Applicator,PT-ICAAL,$55.00,-$34.00,Competitor is lower,Product names are nearly identical after brand/name cleanup.,100
Confirmed Match,"Platinum 50"" Corner Tool Handle - Angle Head",PT-CFH50,Platinum Drywall Tools,$49.00,Al's Taping Tools,"Platinum 50"" Angle Head Handle",PT-CFH50,$30.00,-$19.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum 50"" Corner Tool Handle - Corner Box",PT-CAH50,Platinum Drywall Tools,$49.00,Al's Taping Tools,Platinum Corner Box Handle,PT-CAH50,$30.00,-$19.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum 50"" Corner Tool Handle - Corner Roller",PT-CRH50,Platinum Drywall Tools,$59.00,Al's Taping Tools,Platinum Corner Roller Handle,PT-CRH50,$30.00,-$29.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Needs Review,"Platinum 8"" Corner Applicator",PT-CA8,Platinum Drywall Tools,$159.00,Al's Taping Tools,"Drywall Master 8"" Corner Applicator",DM-18DMCAH,$295.00,$136.00,DTB is lower,"Product appears similar, but size, variation, or naming differences need review.",100
Confirmed Match,Platinum 90° Corner Applicator - Inside,PT-ICA,Platinum Drywall Tools,$59.00,Al's Taping Tools,Platinum Drywall Tools Inside 90 Degree Applicator Mud Head,PT-ICA,$40.00,-$19.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Platinum 90° Corner Applicator - Outside,PT-OCA,Platinum Drywall Tools,$59.00,Al's Taping Tools,Platinum Drywall Tools Outside 90 Degree Applicator Mud Head,PT-OCA,$45.00,-$14.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Platinum Angle Head Corner Finisher with Wheels,PT-CF,Platinum Drywall Tools,,Al's Taping Tools,"Platinum Drywall Tools 2.5"" Angle Head Corner Finisher with Wheels",PT-CF2.5,$145.00,,,Product names are nearly identical after brand/name cleanup.,100
Confirmed Match,"Platinum Angle Head Corner Finisher with Wheels - 2.5""",PT-CF2.5,Platinum Drywall Tools,$239.00,Al's Taping Tools,"Platinum Drywall Tools 2.5"" Angle Head Corner Finisher with Wheels",PT-CF2.5,$145.00,-$94.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Likely Match,"Platinum Angle Head Corner Finisher with Wheels - 3""",PT-3CF,Platinum Drywall Tools,$249.00,Al's Taping Tools,"Platinum Drywall Tools 2.5"" Angle Head Corner Finisher with Wheels",PT-CF2.5,$145.00,-$104.00,Competitor is lower,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",97
Confirmed Match,"Platinum Angle Head Corner Finisher with Wheels - 3.5""",PT-CF3.5,Platinum Drywall Tools,$259.00,Al's Taping Tools,"Platinum Drywall Tools 3.5"" Angle Head Corner Finisher",PT-CF3.5,$155.00,-$104.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Likely Match,Platinum Compound Tube,PT-CT,Platinum Drywall Tools,,Al's Taping Tools,"Platinum Drywall Tools 24"" Compound Tube",PT-CT24,$75.00,,,"Product name and brand are highly similar, but should be reviewed before automated pricing use.",100
Confirmed Match,"Platinum Compound Tube - 24""",PT-CT24,Platinum Drywall Tools,$150.00,Al's Taping Tools,"Platinum Drywall Tools 24"" Compound Tube",PT-CT24,$75.00,-$75.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Compound Tube - 36""",PT-CT36,Platinum Drywall Tools,$155.00,Al's Taping Tools,"Platinum Drywall Tools 36"" Compound Tube",PT-CT36,$80.00,-$75.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Compound Tube - 42""",PT-CT42,Platinum Drywall Tools,$160.00,Al's Taping Tools,"Platinum Drywall Tools 42"" Compound Tube",PT-CT42,$85.00,-$75.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Platinum Corner Roller - ECO Inside,PT-CRE,Platinum Drywall Tools,$59.00,Al's Taping Tools,Platinum Drywall Tools Eco Inside Corner Roller,PT-CRE,$35.00,-$24.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Platinum Extendable Angle Head Handle,PT-EXT3IN1-1,Platinum Drywall Tools,$75.00,Al's Taping Tools,Platinum Drywall Tools Extendable Angle Head Handle,PT-EXT3IN1-A,$60.00,-$15.00,Competitor is lower,Product names are nearly identical after brand/name cleanup.,100
Confirmed Match,"Platinum Extendable Flat Box Handle 40"" – 64""",PT-EBH,Platinum Drywall Tools,$169.00,Al's Taping Tools,"Platinum Drywall Tools Extendable Flat Box Handle 40""- 64""",PT-EBH,$115.00,-$54.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Needs Review,Platinum Flat Box Handle,PT-BH,Platinum Drywall Tools,,Al's Taping Tools,"Platinum Drywall Tools ""Mini"" Flat Box Handle",PT-MNBH,$45.00,,,"Product appears similar, but size, variation, or naming differences need review.",100
Confirmed Match,"Platinum Flat Box Handle - 42""",PT-BH42,Platinum Drywall Tools,$95.00,Al's Taping Tools,"Platinum Drywall Tools 42"" Drywall Flat Finisher Box Handle",PT-BH42,$60.00,-$35.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Flat Box Handle - 54""",PT-BH54,Platinum Drywall Tools,$100.00,Al's Taping Tools,"Platinum Drywall Tools 54"" Drywall Flat Finisher Box Handle",PT-BH54,$60.00,-$40.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Flat Finishing Box - 10""",PT-10FB,Platinum Drywall Tools,$195.00,Al's Taping Tools,"Platinum Drywall Tools 10"" Flat Box",PT-10FB,$120.00,-$75.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Flat Finishing Box - 12""",PT-12FB,Platinum Drywall Tools,$205.00,Al's Taping Tools,"Platinum Drywall Tools 12"" Flat Box",PT-12FB,$125.00,-$80.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Flat Finishing Box - 14""",PT-14FB,Platinum Drywall Tools,$215.00,Al's Taping Tools,"Platinum Drywall Tools 14"" Flat Box",PT-14FB,$130.00,-$85.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,"Platinum Flat Finishing Box - 8""",PT-8FB,Platinum Drywall Tools,$185.00,Al's Taping Tools,"Platinum Drywall Tools 8"" Flat Box",PT-8FB,$115.00,-$70.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
Confirmed Match,Platinum Gooseneck,PT-GN,Platinum Drywall Tools,$59.00,Al's Taping Tools,Platinum Drywall Tools Gooseneck,PT-GN,$45.00,-$14.00,Competitor is lower,SKU or manufacturer part number matched exactly.,100
