Identity Key,Canonical Brand,Canonical Identifier,Priority,Retailer Pair,Missing Retailer,Spread % vs Lowest,Absolute Spread,Offer Equivalence Classification,Offer Evidence Strength,Offer Contradictions,All-Wall Observed Price,All-Wall Product Name,All-Wall Category,All-Wall Description Quality,All-Wall Explicit Quantity,All-Wall Quantity Basis,All-Wall Commercial Scope,All-Wall Scope Basis,All-Wall Product URL,All-Wall Retrieved At,Al's Taping Tools Observed Price,Al's Taping Tools Product Name,Al's Taping Tools Category,Al's Taping Tools Description Quality,Al's Taping Tools Explicit Quantity,Al's Taping Tools Quantity Basis,Al's Taping Tools Commercial Scope,Al's Taping Tools Scope Basis,Al's Taping Tools Product URL,Al's Taping Tools Retrieved At,Wall Tools Observed Price,Wall Tools Product Name,Wall Tools Category,Wall Tools Description Quality,Wall Tools Explicit Quantity,Wall Tools Quantity Basis,Wall Tools Commercial Scope,Wall Tools Scope Basis,Wall Tools Product URL,Wall Tools Retrieved At
columbia::ffb20a,Columbia Tools,ffb20a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,37.54,1.25,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.58,FFB20A Columbia Flat Box Box Wheel Bearing #6103,,missing,,,,,https://www.all-wall.com/FFB20A-Columbia-Flat-Box-Box-Wheel-Bearing-6103,2026-09-10T00:42:01.650375Z,,,,,,,,,,,3.33,Columbia Axle Roller Bearing (COLM-FFB20A),,product_specific,,,,,https://walltools.com/columbia-axle-roller-bearing-COLM-ffb20a,2026-09-10T00:28:30.345456Z
columbia::ffb25-12,Columbia Tools,ffb25-12,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.63,2.35,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,7.50,FFB25-12 Columbia Flat Box Rubber Gasket Retainer 12in #11202,,missing,,,,,https://www.all-wall.com/FFB25-12-Columbia-Flat-Box-Rubber-Gasket-Retainer-12in-11202,2026-09-10T00:41:51.789334Z,,,,,,,,,,,5.15,Columbia 12 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-12),,product_specific,,,,,https://walltools.com/columbia-12-in-flat-box-rubber-gasket-retainer-COLM-ffb25-12,2026-09-10T00:27:46.774764Z
columbia::ffb25-7,Columbia Tools,ffb25-7,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.63,2.35,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,7.50,FFB25-7 Columbia Flat Box Rubber Gasket Retainer 7in #10905,,missing,,,,,https://www.all-wall.com/FFB25-7-Columbia-Flat-Box-Rubber-Gasket-Retainer-7in-10905,2026-09-10T00:41:51.793334Z,,,,,,,,,,,5.15,Columbia 7 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-7),,product_specific,,,,,https://walltools.com/columbia-7-in-flat-box-rubber-gasket-retainer-COLM-ffb25-7,2026-09-10T00:28:14.950295Z
columbia::ffb25-8,Columbia Tools,ffb25-8,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.63,2.35,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,7.50,FFB25-8 Columbia Flat Box Rubber Gasket Retainer 8in #10858,,missing,,,,,https://www.all-wall.com/FFB25-8-Columbia-Flat-Box-Rubber-Gasket-Retainer-8in-10858,2026-09-10T00:41:51.793334Z,,,,,,,,,,,5.15,Columbia 8 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-8),,product_specific,,,,,https://walltools.com/columbia-8-in-flat-box-rubber-gasket-retainer-COLM-ffb25-8,2026-09-10T00:28:24.671402Z
columbia::ffb2a,Columbia Tools,ffb2a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.77,1.46,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.65,FFB2A Columbia Flat Box Bushing #6106,,missing,,,,,https://www.all-wall.com/FFB2A-Columbia-Flat-Box-Bushing-6106,2026-09-10T00:42:01.649375Z,,,,,,,,,,,3.19,Columbia Flat Box Adjuster Pin Sleeve (COLM-FFB2A),,product_specific,,,,,https://walltools.com/columbia-flat-box-adjuster-pin-sleeve-COLM-ffb2a,2026-09-10T00:29:05.520642Z
columbia::ffb32a,Columbia Tools,ffb32a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,46.55,0.54,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.70,FFB32A Columbia Flat Box Thumb Release Clip Screw,,product_specific,,,,,https://www.all-wall.com/Thumb-Release-Clip-Screw,2026-09-10T00:42:01.649375Z,,,,,,,,,,,1.16,Columbia Thumb Clip Door Release/Stop Bolt (COLM-FFB32A),,product_specific,,,,,https://walltools.com/columbia-thumb-clip-door-release-stop-bolt-COLM-ffb32a,2026-09-10T00:30:29.045361Z
columbia::ffb4a,Columbia Tools,ffb4a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.53,1.79,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.10,FFB4A Columbia Flat Box Stainless Steel Washer #6112,,missing,,,,,https://www.all-wall.com/FFB4A-Columbia-Flat-Box-Stainless-Steel-Washer-6112,2026-09-10T00:42:01.649375Z,,,,,,,,,,,4.31,Columbia Stainless Steel Washer (COLM-FFB4A),,product_specific,,,,,https://walltools.com/columbia-stainless-steel-washer-COLM-ffb4a,2026-09-10T00:30:10.258639Z
columbia::ffb4b,Columbia Tools,ffb4b,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.30,1.52,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,5.20,FFB4B Columbia Flat Box Stainless Steel Backing Washer #6113,,missing,,,,,https://www.all-wall.com/FFB4B-Columbia-Flat-Box-Stainless-Steel-Backing-Washer-6113,2026-09-10T00:42:01.649375Z,,,,,,,,,,,3.68,Columbia Stainless Steel Backing Washer (COLM-FFB4B),,product_specific,,,,,https://walltools.com/columbia-stainless-steel-backing-washer-COLM-ffb4b,2026-09-10T00:30:09.254905Z
columbia::ffb5a,Columbia Tools,ffb5a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.57,1.11,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,3.78,FFB5A Columbia Flat Box Axle Bushing #6114,,missing,,,,,https://www.all-wall.com/FFB5A-Columbia-Flat-Box-Axle-Bushing-6114,2026-09-10T00:42:01.648375Z,,,,,,,,,,,2.67,Columbia Axle Bushing (COLM-FFB5A),,product_specific,,,,,https://walltools.com/columbia-axle-bushing-COLM-ffb5a,2026-09-10T00:28:29.503454Z
columbia::ffb6,Columbia Tools,ffb6,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.38,2.76,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,9.43,FFB6 Columbia Flat Box Box Wheel #6077,,missing,,,,,https://www.all-wall.com/FFB6-Columbia-Flat-Box-Box-Wheel-6077,2026-09-10T00:42:01.652375Z,,,,,,,,,,,6.67,Columbia Axle Roller (Box Wheel) (COLM-FFB6),,product_specific,,,,,https://walltools.com/columbia-axle-roller-box-wheel-COLM-ffb6,2026-09-10T00:28:30.918972Z
columbia::ffb6a,Columbia Tools,ffb6a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.35,0.55,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.88,FFB6A Columbia Flat Box Box Wheel inOin Ring #6078,,missing,,,,,https://www.all-wall.com/FFB6A-Columbia-Flat-Box-Box-Wheel-inOin-Ring-6078,2026-09-10T00:42:01.652375Z,,,,,,,,,,,1.33,"Columbia Box Wheel ""O"" Ring (Tire) (COLM-FFB6A)",,product_specific,,,,,https://walltools.com/columbia-box-wheel-o-ring-tire-COLM-ffb6a,2026-09-10T00:28:36.678020Z
columbia::ffb7,Columbia Tools,ffb7,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,28.84,0.77,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,3.44,Columbia Flat Box Shoe (Right) - FFB7,,product_specific,,,,,https://www.alstapingtools.com/columbia-flat-box-shoe-right-ffb7,2026-09-10T00:10:37.359786Z,2.67,Columbia Shoe - right (COLM-FFB7),,product_specific,,,,,https://walltools.com/columbia-shoe-right-COLM-ffb7,2026-09-10T00:30:05.709263Z
columbia::ffb7a,Columbia Tools,ffb7a,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,28.84,0.77,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,3.44,Columbia Flat Box Shoe (Left) - FFB7A,,product_specific,,,,,https://www.alstapingtools.com/columbia-flat-box-shoe-left-ffb7a,2026-09-10T00:10:36.986783Z,2.67,Columbia Shoe - left (COLM-FFB7A),,product_specific,,,,,https://walltools.com/columbia-shoe-left-COLM-ffb7a,2026-09-10T00:30:05.407263Z
columbia::ffb9-5.5,Columbia Tools,ffb9-5.5,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,49.68,1.56,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.70,FFB9-5.5 Columbia Flat Box Blade 5.5in #13783,,product_specific,,,,,https://www.all-wall.com/FFB9-55-Columbia-Flat-Box-Blade-5-5in-13783,2026-09-10T00:41:14.708561Z,3.14,"Columbia Flat Box Blade 5.5"" - FFB9-5.5",,product_specific,,,,,https://www.alstapingtools.com/columbia-flat-box-blade-5-5-ffb9-5-5,2026-09-10T00:10:34.801785Z,,,,,,,,,,
columbia::ffb9-7,Columbia Tools,ffb9-7,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,6559.39,300.42,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.58,FFB9-7 Columbia Flat Box Blade 7in #6082,,product_specific,,,,,https://www.all-wall.com/FFB9-7-Columbia-Flat-Box-Blade-7in-6082,2026-09-10T00:42:01.652375Z,305.00,"Columbia Flat Box Blade 7"" - FFB9-7",,product_specific,,,,,https://www.alstapingtools.com/columbia-flat-box-blade-7-ffb9-7,2026-09-10T00:10:34.410784Z,,,,,,,,,,
columbia::ffb9-8,Columbia Tools,ffb9-8,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,6389.36,300.30,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.70,FFB9-8 Columbia Flat Box Blade 8in #6083,,product_specific,,,,,https://www.all-wall.com/FFB9-8-Columbia-Flat-Box-Blade-8in-6083,2026-09-10T00:42:01.652375Z,305.00,"Columbia Flat Box Blade 8"" - FFB9-8",,product_specific,,,,,https://www.alstapingtools.com/columbia-flat-box-blade-8-ffb9-8,2026-09-10T00:10:35.411784Z,,,,,,,,,,
columbia::ffh26,Columbia Tools,ffh26,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.71,0.73,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,2.48,FFH26 Columbia Flat Box Handle 8-32 X 3/4 Brake Stop #6144,,missing,,,,,https://www.all-wall.com/FFH26-Columbia-Flat-Box-Handle-8-32-X-3-4-Brake-Stop-6144,2026-09-10T00:41:58.802273Z,,,,,,,,,,,1.75,Columbia 8-32 x 3/4 Brake Stop (COLM-FFH26),,product_specific,,,,,https://walltools.com/columbia-8-32-x-3-4-brake-stop-COLM-ffh26,2026-09-10T00:28:18.893886Z
columbia::hh17b,Columbia Tools,hh17b,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,42.86,2.04,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.80,13715,,missing,,,,,https://www.all-wall.com/13715,2026-09-10T00:41:14.712559Z,,,,,,,,,,,4.76,Columbia Brass Connector #2 for Hydra Reach Flat Box Handle (COLM-HH17B),,product_specific,,,,,https://walltools.com/columbia-brass-connector-2-for-hydra-reach-flat-box-handle-COLM-hh17b,2026-09-10T00:28:40.340562Z
columbia::hh31,Columbia Tools,hh31,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,41.36,5.98,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,20.44,Handle Release Clip Pin - Columbia Flat Box Door Gasket 10in Fat Boy-New Style - HFBB14-1,,product_specific,,,,,https://www.alstapingtools.com/handle-release-clip-pin-columbia-flat-box-door-gasket-10in-fat-boy-new-style-hfbb14-1,2026-09-10T00:14:10.235183Z,14.46,Columbia Release Clip Pin for Hydra Reach Flat Box Handle (COLM-HH31),,product_specific,,,,,https://walltools.com/columbia-release-clip-pin-for-hydra-reach-flat-box-handle-COLM-hh31,2026-09-10T00:29:54.942160Z
columbia::hns10,Columbia Tools,hns10,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.46,1.87,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.38,HNS10 Columbia Nail Spotter Door Spring Long- Left #12531,,missing,,,,,https://www.all-wall.com/HNS10-Columbia-Nail-Spotter-Door-Spring-Long-Left-12531,2026-09-10T00:41:38.535672Z,,,,,,,,,,,4.51,Columbia Nail Spotter Door Spring (COLM-HNS10),,product_specific,,,,,https://walltools.com/columbia-nail-spotter-door-spring-COLM-hns10,2026-09-10T00:29:41.160462Z
columbia::hns10a,Columbia Tools,hns10a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.43,1.89,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.05,HNS10A Columbia Nail Spotter Door Spring Short- Right #12532,,missing,,,,,https://www.all-wall.com/HNS10A-Columbia-Nail-Spotter-Door-Spring-Short-Right-12532,2026-09-10T00:41:38.535672Z,,,,,,,,,,,4.16,Columbia Door Spring Short for Hinged Nail Spotter (COLM-HNS10A),,product_specific,,,,,https://walltools.com/columbia-door-spring-short-for-hinged-nail-spotter-COLM-hns10a,2026-09-10T00:29:00.146019Z
columbia::hns12a,Columbia Tools,hns12a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.64,2.51,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.01,HNS12A Columbia Nail Spotter Handle Roll Pin #12534,,product_specific,,,,,https://www.all-wall.com/HNS12A-Columbia-Nail-Spotter-Handle-Roll-Pin-12534,2026-09-10T00:41:38.535672Z,,,,,,,,,,,5.50,Columbia Handle Roll Pin for Hinged Nail Spotter (COLM-HNS12A),,product_specific,,,,,https://walltools.com/columbia-handle-roll-pin-for-hinged-nail-spotter-COLM-hns12a,2026-09-10T00:29:20.006061Z
columbia::hns13,Columbia Tools,hns13,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.29,1.49,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.78,HNS13 Columbia Nail Spotter Roll Pin Bushing #12535,,missing,,,,,https://www.all-wall.com/HNS13-Columbia-Nail-Spotter-Roll-Pin-Bushing-12535,2026-09-10T00:41:38.535672Z,,,,,,,,,,,3.29,Columbia Roll Pin Bushing for Hinged Nail Spotter (COLM-HNS13),,product_specific,,,,,https://walltools.com/columbia-roll-pin-bushing-for-hinged-nail-spotter-COLM-hns13,2026-09-10T00:29:59.590238Z
columbia::hns14a,Columbia Tools,hns14a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,407.31,71.89,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,89.54,HNS14A Columbia Nail Spotter Handle Link,,product_specific,,,,,https://www.all-wall.com/Columbia-Nailspotter-Handle-Link,2026-09-10T00:41:51.782333Z,,,,,,,,,,,17.65,Columbia Handle Link for Hinged Nail Spotter (COLM-HNS14A),,product_specific,,,,,https://walltools.com/columbia-handle-link-for-hinged-nail-spotter-COLM-hns14a,2026-09-10T00:29:17.622507Z
columbia::hns14b,Columbia Tools,hns14b,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,47.12,0.49,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.53,HNS14B Columbia Nail Spotter Handle Rivet #12633,,product_specific,,,,,https://www.all-wall.com/Columbia-Handle-Rivet,2026-09-10T00:41:34.615806Z,,,,,,,,,,,1.04,Columbia Handle Rivet for Hinged Nail Spotter (COLM-HNS14B),,product_specific,,,,,https://walltools.com/columbia-handle-rivet-for-hinged-nail-spotter-COLM-hns14b,2026-09-10T00:29:19.652550Z
columbia::hp44,Columbia Tools,hp44,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.06,0.73,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,2.35,HP44 Columbia Mud Pump Collar O-Ring #6153,,missing,,,,,https://www.all-wall.com/HP44-Columbia-Mud-Pump-Collar-O-Ring-6153,2026-09-10T00:41:58.801273Z,,,,,,,,,,,1.62,"Columbia Collar ""O"" Ring (COLM-HP44)",,product_specific,,,,,https://walltools.com/columbia-collar-o-ring-COLM-hp44,2026-09-10T00:28:47.677942Z
columbia::mp13,Columbia Tools,mp13,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,41.31,3.21,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.98,MP13 Columbia Mud Pump Piston Backing Washer (Large) #6173,,missing,,,,,https://www.all-wall.com/MP13-Columbia-Mud-Pump-Piston-Backing-Washer-Large-6173,2026-09-10T00:41:58.799260Z,,,,,,,,,,,7.77,Columbia Piston Cup Backing Washer (a.k.a. Large Retainer) (COLM-MP13),,product_specific,,,,,https://walltools.com/columbia-piston-cup-backing-washer-a-k-a-large-retainer-COLM-mp13,2026-09-10T00:29:50.115584Z
columbia::mp28,Columbia Tools,mp28,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.84,3.86,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,12.28,MP28 Columbia Mud Pump Filler Nut #5875,,missing,,,,,https://www.all-wall.com/MP28-Columbia-Mud-Pump-Filler-Nut-5875,2026-09-10T00:42:04.790749Z,,,,,,,,,,,8.42,Columbia Filler Nut (COLM-MP28),,product_specific,,,,,https://walltools.com/columbia-filler-nut-COLM-mp28,2026-09-10T00:29:04.771981Z
columbia::mp3,Columbia Tools,mp3,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.51,1.47,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,4.70,MP3 Columbia Mud Pump Pump Flapper Valve #6163,,missing,,,,,https://www.all-wall.com/MP3-Columbia-Mud-Pump-Pump-Flapper-Valve-6163,2026-09-10T00:41:58.800263Z,,,,,,,,,,,3.23,Columbia Pump Flapper Valve (COLM-MP3),,product_specific,,,,,https://walltools.com/columbia-pump-flapper-valve-COLM-mp3,2026-09-10T00:29:53.085647Z
columbia::mp32,Columbia Tools,mp32,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.41,0.89,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,2.85,MP32 Columbia Mud Pump Backing Washer Locator #5876,,missing,,,,,https://www.all-wall.com/MP32-Columbia-Mud-Pump-Backing-Washer-Locator-5876,2026-09-10T00:42:04.790749Z,,,,,,,,,,,1.96,Columbia Backing Washer Locator (COLM-MP32),,product_specific,,,,,https://walltools.com/columbia-backing-washer-locator-COLM-mp32,2026-09-10T00:28:31.377482Z
columbia::mp39,Columbia Tools,mp39,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,45.13,1.02,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,3.28,MP39 Columbia Mud Pump Sleeve #5880,,missing,,,,,https://www.all-wall.com/MP39-Columbia-Mud-Pump-Sleeve-5880,2026-09-10T00:42:04.790749Z,,,,,,,,,,,2.26,Columbia Piston Cup Sleeve (COLM-MP39),,product_specific,,,,,https://walltools.com/columbia-piston-cup-sleeve-COLM-mp39,2026-09-10T00:29:49.159577Z
columbia::mp9a,Columbia Tools,mp9a,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,46.59,0.82,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,2.58,MP9A Columbia Mud Pump Connecting Chain #6170,,missing,,,,,https://www.all-wall.com/MP9A-Columbia-Mud-Pump-Connecting-Chain-6170,2026-09-10T00:41:58.799260Z,,,,,,,,,,,1.76,Columbia Connecting Chain (COLM-MP9A),,product_specific,,,,,https://walltools.com/columbia-connecting-chain-COLM-mp9a,2026-09-10T00:28:48.352966Z
tapetech::050009f,TapeTech,050009f,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,45.01,8.12,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,26.16,TapeTech Spring Holder 050009F,,missing,,,,,https://www.all-wall.com/050009-Spring-Holder,2026-09-10T00:42:18.368614Z,18.04,SPRING HOLDER,,quarantined_storefront_boilerplate,,,,,https://www.alstapingtools.com/spring-holder,2026-09-10T00:18:58.034967Z,,,,,,,,,,
tapetech::050036,TapeTech,050036,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,34.57,4.58,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,17.83,TapeTech Bracket Base 050036,,missing,,,,,https://www.all-wall.com/050036-Bracket-Base,2026-09-10T00:42:16.218577Z,13.25,Taper Bracket Base - CT87A,,product_specific,,,,,https://www.alstapingtools.com/taper-bracket-base-ct87a,2026-09-10T00:19:20.317071Z,,,,,,,,,,
tapetech::050093f,TapeTech,050093f,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,71.37,8.90,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,12.47,TapeTech Taper Wheel 050093F,,missing,,,,,https://www.all-wall.com/050093-Taper-Wheel,2026-09-10T00:42:16.215577Z,,,,,,,,,,,21.37,TapeTech Taper Wheel,,product_specific,,,,,https://walltools.com/tapetech-taper-wheel,2026-09-10T00:38:45.732072Z
tapetech::050145,TapeTech,050145,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,58.64,7.50,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,12.79,TapeTech Creaser Chain 050145,,product_specific,,,,,https://www.all-wall.com/TapeTech-Taper-Creaser-Chain-050145,2026-09-10T00:42:16.212577Z,,,,,,,,,,,20.29,TapeTech Creaser Chain,,product_specific,,,,,https://walltools.com/tapetech-creaser-chain,2026-09-10T00:37:34.636932Z
tapetech::050204,TapeTech,050204,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,43.84,4.38,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,9.99,TapeTech Plunger Cup Washer 050204,,product_specific,,,,,https://www.all-wall.com/050204-Plunger-Cup-Washer,2026-09-10T00:42:16.211577Z,,,,,,,,,,,14.37,TapeTech PLUNGER CUP WASHER (TAPE-050204),,product_specific,,,,,https://walltools.com/tapetech-plunger-cup-washer-TAPE-050204,2026-09-10T00:38:17.089178Z
tapetech::050235,TapeTech,050235,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,216.97,26.21,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,38.29,TapeTech Band 050235,,product_specific,,,,,https://www.all-wall.com/050235-Band,2026-09-10T00:42:16.210577Z,12.08,Band - 050235,,product_specific,,,,,https://www.alstapingtools.com/band-050235,2026-09-10T00:09:08.485650Z,,,,,,,,,,
tapetech::050237,TapeTech,050237,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,30.32,4.40,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,18.91,TapeTech Spool Shaft 050237,,missing,,,,,https://www.all-wall.com/050237-Spool-Shaft,2026-09-10T00:42:16.210577Z,14.51,Spool Shaft - 050237,,product_specific,,,,,https://www.alstapingtools.com/spool-shaft-050237,2026-09-10T00:18:49.485271Z,,,,,,,,,,
tapetech::050240,TapeTech,050240,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,32.53,2.42,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,9.86,TapeTech Post Socket 050240,,missing,,,,,https://www.all-wall.com/050240-Post-Socket,2026-09-10T00:42:16.210577Z,7.44,Post (Socket) - 050240,,product_specific,,,,,https://www.alstapingtools.com/post-socket-050240,2026-09-10T00:16:55.783487Z,,,,,,,,,,
tapetech::050249,TapeTech,050249,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,46.81,17.83,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,38.09,TapeTech Creaser Connector 050249,,product_specific,,,,,https://www.all-wall.com/Creaser-Connector-Taper,2026-09-10T00:42:16.209578Z,,,,,,,,,,,55.92,TapeTech CREASER CONNECTOR,,product_specific,,,,,https://walltools.com/tapetech-creaser-connector,2026-09-10T00:37:34.627926Z
tapetech::051089,TapeTech,051089,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,61.95,43.77,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,70.65,TapeTech Side Plate 051089,,missing,,,,,https://www.all-wall.com/050089-Side-Plate,2026-09-10T00:42:16.215577Z,114.42,Side Plate - 051089,,product_specific,,,,,https://www.alstapingtools.com/side-plate-051089,2026-09-10T00:18:37.001008Z,,,,,,,,,,
tapetech::051105,TapeTech,051105,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,95.89,48.80,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,50.89,TapeTech Side Plate 051105,,product_specific,,,,,https://www.all-wall.com/TapeTech-SidePlate-Near-MainChain,2026-09-10T00:42:16.215577Z,99.69,Side Plate (Near Main Chain) - 051105,,product_specific,,,,,https://www.alstapingtools.com/side-plate-near-main-chain-051105-4uul,2026-09-10T00:18:37.823034Z,,,,,,,,,,
tapetech::054245f,TapeTech,054245f,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,35.46,21.70,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,61.19,TapeTech Trigger Assembly 054245F,,product_specific,,,assembly,assembly,https://www.all-wall.com/Creaser-Trigger-Tapers,2026-09-10T00:42:19.508584Z,,,,,,,,,,,82.89,TapeTech Creaser Trigger (TAPE-054245F),,product_specific,,,,,https://walltools.com/tapetech-creaser-trigger-TAPE-054245f,2026-09-10T00:37:35.949022Z
