Identity Key,Canonical Brand,Canonical Identifier,Source Count,Observation Count,Verified Price Source Count,Distinct Verified Prices,Identity Status,Identity Contradictions,Market Price Status,Market Price,Observed Price Spread,All-Wall Price,All-Wall Duplicate Count,All-Wall Observed Duplicate Prices,All-Wall Evidence Quality,All-Wall Product Name,Al's Taping Tools Price,Al's Taping Tools Duplicate Count,Al's Taping Tools Observed Duplicate Prices,Al's Taping Tools Evidence Quality,Al's Taping Tools Product Name,Wall Tools Price,Wall Tools Duplicate Count,Wall Tools Observed Duplicate Prices,Wall Tools Evidence Quality,Wall Tools Product Name
columbia::fa220,Columbia Tools,fa220,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.55,1.10,0,1.10,single_observation,FA220 Columbia 4-40 X 3/4in Bind Head Screw #6006,,0,,,,0.55,0,0.55,single_observation,Columbia 4-40 x 3/4 Binder Slot (COLM-FA220)
columbia::fa222,Columbia Tools,fa222,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.45,1.00,0,1.00,single_observation,FA222 Columbia 5-40 X 3/8in Bind Head Screw #6008,,0,,,,0.55,0,0.55,single_observation,Columbia 5-40 x 3/8 in. Pan Slot Screw (COLM-FA222)
columbia::fa224,Columbia Tools,fa224,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.34,1.15,0,1.15,single_observation,FA224 Columbia 1/8in X 3/8in Split Pin #6009,,0,,,,0.81,0,0.81,single_observation,Columbia 1/8 x 3/8 Split Pin (COLM-FA224)
columbia::fa225,Columbia Tools,fa225,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.62,2.10,0,2.10,single_observation,FA225 Columbia 1/8in X 3/8in Special Washer #6010,,0,,,,1.48,0,1.48,single_observation,Columbia 1/8 x 3/8 in. Rivet Shoulder Washer (COLM-FA225)
columbia::fa231,Columbia Tools,fa231,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.49,1.55,0,1.55,single_observation,"Columbia #6 X 3/8"" Hex Bolt COLFA231",,0,,,,1.06,0,1.06,single_observation,Columbia 6-32 x 3/8 in. Hex Bolt (COLM-FA231)
columbia::fa232,Columbia Tools,fa232,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.62,2.10,0,2.10,single_observation,FA232 Columbia 6-32 Hex Nut #6012,,0,,,,1.48,0,1.48,single_observation,Columbia 6-32 Hex Nut (COLM-FA232)
columbia::fa234,Columbia Tools,fa234,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.53,1.85,0,1.85,single_observation,FA234 Columbia 6-32 Nyloc Jam Nut #6014,,0,,,,1.32,0,1.32,single_observation,Columbia 6-32 Nyloc Jam Nut (COLM-FA234)
columbia::fa245,Columbia Tools,fa245,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.34,1.05,0,1.05,single_observation,FA245 Columbia 6-32 X 1/2in Fill. Head Screw #6017,,0,,,,0.71,0,0.71,single_observation,Columbia 6-32 x 1/2 Fillister Slot (COLM-FA245)
columbia::fa247,Columbia Tools,fa247,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.61,1.95,0,1.95,single_observation,FA247 Columbia 6-32 X 5/8in Hex Bolt #6018,,0,,,,1.34,0,1.34,single_observation,Columbia 6-32 x 5/8 in. Hex Bolt (COLM-FA247)
columbia::fa252,Columbia Tools,fa252,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.60,1.15,0,1.15,single_observation,FA252 Columbia #8 Star Washer #10453,,0,,,,0.55,0,0.55,single_observation,Columbia #8 Star Washer (COLM-FA252)
columbia::fa253,Columbia Tools,fa253,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.50,1.05,0,1.05,single_observation,FA253 Columbia #8 Flat Washer #6019,,0,,,,0.55,0,0.55,single_observation,Columbia #8 Flat Washer (COLM-FA253)
columbia::fa255,Columbia Tools,fa255,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.54,1.88,0,1.88,single_observation,FA255 Columbia 8-32 Nyloc Jam Nut #6020,,0,,,,1.34,0,1.34,single_observation,Columbia 8-32 Nyloc Jam Nut (COLM-FA255)
columbia::fa261,Columbia Tools,fa261,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.52,1.21,0,1.21,single_observation,"8-32 X 3/8"" Socket Hd Screw",,0,,,,0.69,0,0.69,single_observation,Columbia 8-32 x 3/8 in. Socket Screw (COLM-FA261)
columbia::fa262,Columbia Tools,fa262,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.01,1.86,0,1.86,single_observation,"8-32 X 1/2"" Socket Hd. Screw",,0,,,,1.85,0,1.85,single_observation,Columbia 8-32 x ½ in. Socket (COLM-FA262)
columbia::fa266,Columbia Tools,fa266,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.60,1.15,0,1.15,single_observation,FA266 Columbia 8-32 X 1in Flat Head Screw #6026,,0,,,,0.55,0,0.55,single_observation,Columbia 8-32 x 1 Flat Slot (COLM-FA266)
columbia::fa267,Columbia Tools,fa267,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.36,1.05,0,1.05,single_observation,FA267 Columbia 8-32 X 1.5in Pan Head Screw #6027,,0,,,,0.69,0,0.69,single_observation,Columbia 8-32 x 1-1/2 Pan Head (COLM-FA267)
columbia::fa268,Columbia Tools,fa268,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.01,0.54,0,0.54,single_observation,#10 Flat Washer,,0,,,,0.55,0,0.55,single_observation,Columbia #10 Flat Washer (COLM-FA268)
columbia::fa270,Columbia Tools,fa270,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.62,2.10,0,2.10,single_observation,FA270 Columbia #10 X 3/4in Fender Washer #6029,,0,,,,1.48,0,1.48,single_observation,Columbia #10 x ¾” Fender Washer (COLM-FA270)
columbia::fa274,Columbia Tools,fa274,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.72,2.75,0,2.75,single_observation,FA274 Columbia 10-24 X 3/8in Socket Hd Screw #6031,,0,,,,2.03,0,2.03,single_observation,Columbia 10-24 x 3/8 in. Socket Screw (COLM-FA274)
columbia::fa275,Columbia Tools,fa275,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.62,2.15,0,2.15,single_observation,FA275 Columbia 10-24 X 3/4in Hex Bolt #6032,,0,,,,1.53,0,1.53,single_observation,Columbia 10-24 x  Hex Bolt (COLM-FA275)
columbia::fa276,Columbia Tools,fa276,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.50,1.05,0,1.05,single_observation,FA276 Columbia 10-24 X 7/8 Pan Head Screw #6033,,0,,,,0.55,0,0.55,single_observation,Columbia 10-24 x 7/8 in. Binder Slot Screw (COLM-FA276)
columbia::fa278,Columbia Tools,fa278,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.50,1.05,0,1.05,single_observation,FA278 Columbia #8 Belleville Washer #6035,,0,,,,0.55,0,0.55,single_observation,Columbia #8 Belleville Washer (COLM-FA278)
columbia::fa279,Columbia Tools,fa279,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.61,1.95,0,1.95,single_observation,FA279 Columbia 10-24 X 1-1/4in Hex Bolt #6036,,0,,,,1.34,0,1.34,single_observation,Columbia 10-24 x 1 ¼” Hex Bolt (COLM-FA279)
columbia::fa280,Columbia Tools,fa280,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.50,1.05,0,1.05,single_observation,FA280 Columbia #10 Belleville Washer,,0,,,,0.55,0,0.55,single_observation,Columbia #10 Belleville Washer (COLM-FA280)
columbia::fa281,Columbia Tools,fa281,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.47,1.95,0,1.95,single_observation,FA281 Columbia 10-32 X Nyloc Jam Nut #6038,,0,,,,1.48,0,1.48,single_observation,Columbia 10-32 Nyloc Jam Nut (COLM-FA281)
columbia::fa285,Columbia Tools,fa285,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.49,1.65,0,1.65,single_observation,FA285 Columbia 1/4in Plastic Washer #6039,,0,,,,1.16,0,1.16,single_observation,Columbia 1/4 x 1/8 Plastic Washer (COLM-FA285)
columbia::fa288,Columbia Tools,fa288,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.33,2.36,0,2.36,single_observation,FA288 Columbia 1/4in X 1/2in Split Pin #6040,,0,,,,2.03,0,2.03,single_observation,Columbia  x  in. Split Pin (COLM-FA288)
columbia::fa290,Columbia Tools,fa290,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.42,1.90,0,1.90,single_observation,1/4-20 Nyloc Nut,,0,,,,1.48,0,1.48,single_observation,Columbia ¼-20 Nyloc Nut (COLM-FA290)
columbia::fa292,Columbia Tools,fa292,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.57,1.93,0,1.93,single_observation,FA292 Columbia 1/4-20 Nyloc Jam Nut #6043,,0,,,,1.36,0,1.36,single_observation,Columbia -20 Nyloc Jam Nut (COLM-FA292)
columbia::fa294,Columbia Tools,fa294,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.72,2.75,0,2.75,single_observation,FA294 Columbia 1/4-20 X 3/8 Socket Hd Screw #6044,,0,,,,2.03,0,2.03,single_observation,Columbia 1/4-20 x 3/8 Socket Screw (COLM-FA294)
columbia::fa295,Columbia Tools,fa295,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.50,1.05,0,1.05,single_observation,FA295 Columbia 1/4-20 X 1/2in Flat Socket #6045,,0,,,,0.55,0,0.55,single_observation,Columbia -20 x  in. Flat Head Socket Screw (COLM-FA295)
columbia::fa296,Columbia Tools,fa296,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.31,1.00,0,1.00,single_observation,FA296 Columbia 1/4-20 X 1/2in Hex Bolt #6046,,0,,,,0.69,0,0.69,single_observation,Columbia 1/4-20 x 1/2 Hex Bolt (COLM-FA296)
columbia::fa297,Columbia Tools,fa297,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.72,2.75,0,2.75,single_observation,FA297 Columbia 1/4-20 X 5/8in Socket Hd Scre #6047,,0,,,,2.03,0,2.03,single_observation,Columbia 1/4-20 x 5/8 Socket Screw (COLM-FA297)
columbia::fa298,Columbia Tools,fa298,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.50,1.05,0,1.05,single_observation,FA298 Columbia 1/4-20 X 7/8in Flat Socket #6048,,0,,,,0.55,0,0.55,single_observation,Columbia -20 x 7/8 in. Flat Socket Screw (COLM-FA298)
columbia::fa299,Columbia Tools,fa299,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.62,4.33,0,4.33,single_observation,"1/4-20 X 1-1/2"" Hex Bolt",,0,,,,2.71,0,2.71,single_observation,Columbia 1/4-20 x 1-1/2 Hex Bolt (COLM-FA299)
columbia::fa300,Columbia Tools,fa300,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.12,3.83,0,3.83,single_observation,FA300 Columbia 1/4-20 X 2in Hex Bolt #6050,,0,,,,2.71,0,2.71,single_observation,Columbia 1/4-20 x 2 Hex Bolt (COLM-FA300)
columbia::fa302,Columbia Tools,fa302,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.62,2.15,0,2.15,single_observation,FA302 Columbia 1/4-28 X 1/4in Set Screw #6051,,0,,,,1.53,0,1.53,single_observation,Columbia 1/4-28 x 1/4 Set Screw (COLM-FA302)
columbia::fa305,Columbia Tools,fa305,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.94,3.65,0,3.65,single_observation,FA305 Columbia 5/16-18 X 3/4in Hex Bolt #6053,,0,,,,2.71,0,2.71,single_observation,Columbia 5/16-18 x 3/4 Hex Bolt (COLM-FA305)
columbia::fa306,Columbia Tools,fa306,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.77,3.48,0,3.48,single_observation,FA306 Columbia 5/16-18 X 1-1/4in Hex Bolt #6054,,0,,,,2.71,0,2.71,single_observation,Columbia 5/16-18 x 1-1/4 Hex Bolt (COLM-FA306)
columbia::fa308,Columbia Tools,fa308,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.62,2.10,0,2.10,single_observation,FA308 Columbia 33/64 X 7/8in Flat Washer #6055,,0,,,,1.48,0,1.48,single_observation,Columbia 1/2 x 7/8 Flat Washer (COLM-FA308)
columbia::fa312,Columbia Tools,fa312,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.67,2.15,0,2.15,single_observation,FA312 Columbia 10-24 X 1/4in Set Screw #6796,,0,,,,1.48,0,1.48,single_observation,Columbia 10-24 x ¼” Socket Head Set Screw (COLM-FA312)
columbia::fa314,Columbia Tools,fa314,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.50,1.05,0,1.05,single_observation,Columbia Pan Slot COLFA314,,0,,,,0.55,0,0.55,single_observation,Columbia 10-24 x 1-1/2 in. Pan Slot Screw (COLM-FA314)
columbia::ffb11-10,Columbia Tools,ffb11-10,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.94,10.05,0,10.05,single_observation,"FFB11-10 Columbia Flat Box Adjuster Spring 10""",,0,,,,7.11,0,7.11,single_observation,"Columbia Flat Box Adjuster Spring 7"",8"", or 10"" (COLM-FFB11-10)"
columbia::ffb11-7,Columbia Tools,ffb11-7,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.94,10.05,0,10.05,single_observation,"FFB11-7 Columbia Flat Box Adjuster Spring 7""",,0,,,,7.11,0,7.11,single_observation,"Columbia Flat Box Adjuster Spring 7"" (COLM-FFB11-7)"
columbia::ffb11-8,Columbia Tools,ffb11-8,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.94,10.05,0,10.05,single_observation,"FFB11-8 Columbia Flat Box Adjuster Spring 8""",,0,,,,7.11,0,7.11,single_observation,"Columbia Flat Box Adjuster Spring 8"" (COLM-FFB11-8)"
columbia::ffb14-10,Columbia Tools,ffb14-10,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.03,45.16,0,45.16,single_observation,FFB14-10 Columbia Flat Box Std Door Gasket 10in-Old Style with Tab #6095,45.19,0,45.19,single_observation,"Columbia Flat Box Door Gasket 10"" - FFB14-10",,0,,,
columbia::ffb14-12,Columbia Tools,ffb14-12,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.03,45.16,0,45.16,single_observation,FFB14-12 Columbia Flat Box Std Door Gasket 12in-Old Style with Tab #6097,45.19,0,45.19,single_observation,"Columbia Flat Box Std Door Gasket 12"" - FFB14-12",,0,,,
columbia::ffb14-7,Columbia Tools,ffb14-7,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,8.36,50.12,0,50.12,single_observation,FFB14-7 Columbia Flat Box Std Door Gasket 7in-Old Style with Tab #6092,41.76,0,41.76,single_observation,"Columbia Flat Box Door Gasket 7"" - FFB14-7",,0,,,
columbia::ffb15,Columbia Tools,ffb15,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.61,2.28,0,2.28,single_observation,FFB15 Columbia Flat Box Door Spring Clip #6099,,0,,,,1.67,0,1.67,single_observation,Columbia Door Spring Clip (COLM-FFB15)
columbia::ffb16,Columbia Tools,ffb16,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.15,7.35,0,7.35,single_observation,FFB16 Columbia Flat Box Door Spring Nut #6100,,0,,,,5.20,0,5.20,single_observation,Columbia Door Spring Nut (a.k.a. Spring Anchor) (COLM-FFB16)
columbia::ffb19,Columbia Tools,ffb19,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.01,11.01,0,11.01,single_observation,FFB19 Columbia Flat Box Brass Adjuster Pin #6102,,0,,,,10.00,0,10.00,single_observation,Columbia Adjuster Pin (6/32 x 1-1/2 Brass Hex Head) (COLM-FFB19)
columbia::ffb20a,Columbia Tools,ffb20a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.25,4.58,0,4.58,single_observation,FFB20A Columbia Flat Box Box Wheel Bearing #6103,,0,,,,3.33,0,3.33,single_observation,Columbia Axle Roller Bearing (COLM-FFB20A)
columbia::ffb25-10,Columbia Tools,ffb25-10,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.35,7.50,0,7.50,single_observation,FFB25-10 Columbia Flat Box Rubber Gasket Retainer 10in #6105,,0,,,,5.15,0,5.15,single_observation,Columbia 10 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-10)
columbia::ffb25-12,Columbia Tools,ffb25-12,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.35,7.50,0,7.50,single_observation,FFB25-12 Columbia Flat Box Rubber Gasket Retainer 12in #11202,,0,,,,5.15,0,5.15,single_observation,Columbia 12 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-12)
columbia::ffb25-7,Columbia Tools,ffb25-7,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.35,7.50,0,7.50,single_observation,FFB25-7 Columbia Flat Box Rubber Gasket Retainer 7in #10905,,0,,,,5.15,0,5.15,single_observation,Columbia 7 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-7)
columbia::ffb25-8,Columbia Tools,ffb25-8,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.35,7.50,0,7.50,single_observation,FFB25-8 Columbia Flat Box Rubber Gasket Retainer 8in #10858,,0,,,,5.15,0,5.15,single_observation,Columbia 8 in. Flat Box Rubber Gasket Retainer (COLM-FFB25-8)
columbia::ffb2a,Columbia Tools,ffb2a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.46,4.65,0,4.65,single_observation,FFB2A Columbia Flat Box Bushing #6106,,0,,,,3.19,0,3.19,single_observation,Columbia Flat Box Adjuster Pin Sleeve (COLM-FFB2A)
columbia::ffb32a,Columbia Tools,ffb32a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.54,1.70,0,1.70,single_observation,FFB32A Columbia Flat Box Thumb Release Clip Screw,,0,,,,1.16,0,1.16,single_observation,Columbia Thumb Clip Door Release/Stop Bolt (COLM-FFB32A)
columbia::ffb4-8,Columbia Tools,ffb4-8,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,4.57,51.18,0,51.18,single_observation,FFB4-8 Columbia Flat Box Door 8in #6069,,0,,,,46.61,0,46.61,single_observation,"Columbia 8"" Flat Finisher Flat Box Door (Pre-2006 Non-Hinged) (COLM-FFB4-8)"
columbia::ffb4a,Columbia Tools,ffb4a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.79,6.10,0,6.10,single_observation,FFB4A Columbia Flat Box Stainless Steel Washer #6112,,0,,,,4.31,0,4.31,single_observation,Columbia Stainless Steel Washer (COLM-FFB4A)
columbia::ffb4b,Columbia Tools,ffb4b,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.52,5.20,0,5.20,single_observation,FFB4B Columbia Flat Box Stainless Steel Backing Washer #6113,,0,,,,3.68,0,3.68,single_observation,Columbia Stainless Steel Backing Washer (COLM-FFB4B)
columbia::ffb5a,Columbia Tools,ffb5a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.11,3.78,0,3.78,single_observation,FFB5A Columbia Flat Box Axle Bushing #6114,,0,,,,2.67,0,2.67,single_observation,Columbia Axle Bushing (COLM-FFB5A)
columbia::ffb6,Columbia Tools,ffb6,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.76,9.43,0,9.43,single_observation,FFB6 Columbia Flat Box Box Wheel #6077,,0,,,,6.67,0,6.67,single_observation,Columbia Axle Roller (Box Wheel) (COLM-FFB6)
columbia::ffb6a,Columbia Tools,ffb6a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.55,1.88,0,1.88,single_observation,FFB6A Columbia Flat Box Box Wheel inOin Ring #6078,,0,,,,1.33,0,1.33,single_observation,"Columbia Box Wheel ""O"" Ring (Tire) (COLM-FFB6A)"
columbia::ffb9-5.5,Columbia Tools,ffb9-5.5,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.56,4.70,0,4.70,single_observation,FFB9-5.5 Columbia Flat Box Blade 5.5in #13783,3.14,0,3.14,single_observation,"Columbia Flat Box Blade 5.5"" - FFB9-5.5",,0,,,
columbia::ffb9-7,Columbia Tools,ffb9-7,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,300.42,4.58,0,4.58,single_observation,FFB9-7 Columbia Flat Box Blade 7in #6082,305.00,0,305.00,single_observation,"Columbia Flat Box Blade 7"" - FFB9-7",,0,,,
columbia::ffb9-8,Columbia Tools,ffb9-8,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,300.30,4.70,0,4.70,single_observation,FFB9-8 Columbia Flat Box Blade 8in #6083,305.00,0,305.00,single_observation,"Columbia Flat Box Blade 8"" - FFB9-8",,0,,,
columbia::ffh1,Columbia Tools,ffh1,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,5.75,64.34,0,64.34,single_observation,FFH1 Columbia Flat Box Handle Mounting Base #6120,,0,,,,58.59,0,58.59,single_observation,Columbia Handle Mounting Base (COLM-FFH1)
columbia::ffh26,Columbia Tools,ffh26,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.73,2.48,0,2.48,single_observation,FFH26 Columbia Flat Box Handle 8-32 X 3/4 Brake Stop #6144,,0,,,,1.75,0,1.75,single_observation,Columbia 8-32 x 3/4 Brake Stop (COLM-FFH26)
columbia::ffh3,Columbia Tools,ffh3,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,4.37,37.66,0,37.66,single_observation,FFH3 Columbia Flat Box Handle Lower Mounting Bracket #6122,,0,,,,33.29,0,33.29,single_observation,Columbia Lower Mounting Bracket (COLM-FFH3)
columbia::ffh6,Columbia Tools,ffh6,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.01,11.01,0,11.01,single_observation,FFH6 Columbia Flat Box Handle Hinge Pin #6125,,0,,,,10.00,0,10.00,single_observation,Columbia Hinge Pin (COLM-FFH6)
columbia::fmh,Columbia Tools,fmh,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.06,91.99,0,91.99,single_observation,Columbia L-Trim Mud Applicator Head,91.93,0,91.93,single_observation,Columbia L-Trim Mud Applicator Head FMH,,0,,,
columbia::fsb24,Columbia Tools,fsb24,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.32,70.82,0,70.82,single_observation,"Columbia 24"" Fat Boy Smoothing Blade",68.50,0,68.50,single_observation,"Columbia 24"" Fat Boy Smoothing Blade",,0,,,
columbia::gn,Columbia Tools,gn,3,3,3,2,verified,,MARKET_PRICE_CONFLICT,,0.84,108.99,0,108.99,single_observation,Columbia Gooseneck,108.15,0,108.15,single_observation,Columbia Gooseneck,108.15,0,108.15,single_observation,Columbia Gooseneck
columbia::hffb5-10,Columbia Tools,hffb5-10,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,7.47,52.72,0,52.72,single_observation,HFFB5-10 Columbia Flat Box Axle 10in #6075,,0,,,,45.25,0,45.25,single_observation,"Columbia 10"" Flat Box Axle (COLM-HFFB5-10)"
columbia::hffb5-12,Columbia Tools,hffb5-12,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,7.47,52.72,0,52.72,single_observation,HFFB5-12 Columbia Flat Box Axle 12in #6076,,0,,,,45.25,0,45.25,single_observation,"Columbia 12"" Flat Box Axle (COLM-HFFB5-12)"
columbia::hh17b,Columbia Tools,hh17b,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.04,6.80,0,6.80,single_observation,13715,,0,,,,4.76,0,4.76,single_observation,Columbia Brass Connector #2 for Hydra Reach Flat Box Handle (COLM-HH17B)
columbia::hh2,Columbia Tools,hh2,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,8.98,77.48,0,77.48,single_observation,Columbia Upper Mounting Bracket for COL88,,0,,,,68.50,0,68.50,single_observation,Columbia Flat Box Handle Upper Mounting Bracket for Hydra Reach Flat Box Handle (COLM-HH2)
columbia::hh22,Columbia Tools,hh22,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,3.31,28.60,0,28.60,single_observation,Columbia Reservoir Piston Part HH22,,0,,,,25.29,0,25.29,single_observation,Columbia Reservoir Piston for Hydra Reach Flat Box Handle (COLM-HH22)
columbia::hh31,Columbia Tools,hh31,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,5.98,,0,,,,20.44,0,20.44,single_observation,Handle Release Clip Pin - Columbia Flat Box Door Gasket 10in Fat Boy-New Style - HFBB14-1,14.46,0,14.46,single_observation,Columbia Release Clip Pin for Hydra Reach Flat Box Handle (COLM-HH31)
columbia::hmp,Columbia Tools,hmp,3,3,3,2,verified,,MARKET_PRICE_CONFLICT,,0.02,410.99,0,410.99,single_observation,Columbia Loading Pump,410.97,0,410.97,single_observation,Columbia Hot Mud Pump,410.97,0,410.97,single_observation,Columbia Quick Clean Mud Pump
columbia::hns10,Columbia Tools,hns10,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.87,6.38,0,6.38,single_observation,HNS10 Columbia Nail Spotter Door Spring Long- Left #12531,,0,,,,4.51,0,4.51,single_observation,Columbia Nail Spotter Door Spring (COLM-HNS10)
columbia::hns10a,Columbia Tools,hns10a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.89,6.05,0,6.05,single_observation,HNS10A Columbia Nail Spotter Door Spring Short- Right #12532,,0,,,,4.16,0,4.16,single_observation,Columbia Door Spring Short for Hinged Nail Spotter (COLM-HNS10A)
columbia::hns12,Columbia Tools,hns12,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.73,19.22,0,19.22,single_observation,HNS12 Columbia Nail Spotter Handle Clamp #12533,,0,,,,16.49,0,16.49,single_observation,Columbia Handle Clamp for Hinged Nail Spotter (COLM-HNS12)
columbia::hns12a,Columbia Tools,hns12a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,2.51,8.01,0,8.01,single_observation,HNS12A Columbia Nail Spotter Handle Roll Pin #12534,,0,,,,5.50,0,5.50,single_observation,Columbia Handle Roll Pin for Hinged Nail Spotter (COLM-HNS12A)
columbia::hns13,Columbia Tools,hns13,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,1.49,4.78,0,4.78,single_observation,HNS13 Columbia Nail Spotter Roll Pin Bushing #12535,,0,,,,3.29,0,3.29,single_observation,Columbia Roll Pin Bushing for Hinged Nail Spotter (COLM-HNS13)
columbia::hns14a,Columbia Tools,hns14a,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,71.89,89.54,0,89.54,single_observation,HNS14A Columbia Nail Spotter Handle Link,,0,,,,17.65,0,17.65,single_observation,Columbia Handle Link for Hinged Nail Spotter (COLM-HNS14A)
columbia::hns14b,Columbia Tools,hns14b,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,0.49,1.53,0,1.53,single_observation,HNS14B Columbia Nail Spotter Handle Rivet #12633,,0,,,,1.04,0,1.04,single_observation,Columbia Handle Rivet for Hinged Nail Spotter (COLM-HNS14B)
columbia::hns14c,Columbia Tools,hns14c,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,3.09,21.70,0,21.70,single_observation,HNS14C Columbia Nail Spotter Handle Link Connector #12634,,0,,,,18.61,0,18.61,single_observation,Columbia Handle Link Connector for Hinged Nail Spotter (COLM-HNS14C)
columbia::hns15-2,Columbia Tools,hns15-2,2,2,2,2,verified,,MARKET_PRICE_CONFLICT,,6.20,43.74,0,43.74,single_observation,HNS15-2 Columbia Nail Spotter Door Gasket 2in #12536,,0,,,,37.54,0,37.54,single_observation,Columbia Door Gasket for 2 in. Hinged Nail Spotter (COLM-HNS15-2)
