Status,DTB Product,DTB SKU,DTB Brand,Our Price,Competitor,Competitor Product,Competitor SKU,Competitor Price,Price Difference,Price Position,Why It Matched,Match Score
Needs Review,Rollers,CT125,Columbia Tools,$15.25,Al's Taping Tools,Taper Roller - CT125,CT-125,$3.04,-$12.21,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,"Rubber Gasket Retainer - 12""",FFB25-12,Columbia Tools,$28.50,Al's Taping Tools,Flat Box Rubber Gasket Retainer 12in - FFB25-12,FFB-25-12,$12.00,-$16.50,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Rubber Seal,CT87-CS,Columbia Tools,$9.75,Al's Taping Tools,Columbia Cover Plate Cork Seal,CT-87CS,$8.00,-$1.75,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Shoe - Left,FFB7A,Columbia Tools,$42.95,Al's Taping Tools,Columbia Flat Box Shoe (Left) - FFB7A,FFB-7A,$3.44,-$39.51,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Sleeve,MP39,Columbia Tools,$14.75,Al's Taping Tools,Mud Pump Sleeve - MP39,MP39,$2.12,-$12.63,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Stainless Steel Side Plate - Left,CT6A,Columbia Tools,$42.95,Al's Taping Tools,Taper Side Plate Left - CT6A,CT-6A,$43.34,$0.39,DTB is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Strap,CT116A,Columbia Tools,$28.50,Al's Taping Tools,Taper Strap - CT116A,CT-116A,$21.94,-$6.56,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Strap Connecting Pin,BH11,Columbia Tools,$7.95,Al's Taping Tools,Flat Box Handle Strap Connecting Pin - BH11,BH-11,$2.84,-$5.11,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Swivel Coupling Pin,CR12,Columbia Tools,$12.50,Al's Taping Tools,5 - Hinge Bushing,cr-12,$13.50,$1.00,DTB is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Tape Spool,CT120,Columbia Tools,$22.81,Al's Taping Tools,Taper Tape Spool - CT120,CT-120,$26.61,$3.80,DTB is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Thumb Release Clip Screw,FFB32A,Columbia Tools,$12.50,Al's Taping Tools,Flat Box Thumb Release Clip Screw - FFB32A,FFB32A,$1.13,-$11.37,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Toe Kicker,CT53,Columbia Tools,$28.50,Al's Taping Tools,Taper Toe Kicker - CT53,CT-53,$26.38,-$2.12,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Toe Kicker Caple Retainer Clip,CT92A,Columbia Tools,$7.95,Al's Taping Tools,Taper L Clip - CT92A,CT-92A,$2.44,-$5.51,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,"Top Retainer Corner Clip - 3.5""",AH8A,Columbia Tools,$9.75,Al's Taping Tools,AH8A - Short Center Clip,ah8a,$6.93,-$2.82,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Upper Mounting Bracket,BH5,Columbia Tools,$18.50,Al's Taping Tools,Box Handle Upper Mounting Bracket - BH5,BH-5,$10.54,-$7.96,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Wafer Bushing - Right,CT5,Columbia Tools,$11.50,Al's Taping Tools,Taper Right Wafer Bushing - CT5,CT-5,$1.46,-$10.04,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Wedge,HNS20,Columbia Tools,$22.50,Al's Taping Tools,Columbia Nail Spotter Wedge for Skid Nail Spotter - HNS20,HNS20,$17.04,-$5.46,Competitor is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,LEVEL5 Nail Spotter,LV5-NAIL-SPOTTER,LEVEL5,,Wall Tools,Level 5 2 in. Nail Spotter,4754,$287.09,,,"Product appears similar, but size, variation, or naming differences need review.",100
Needs Review,LEVEL5 Nail Spotter,LV5-NAIL-SPOTTER,LEVEL5,,Wall Tools,Level 5 3 in. Nail Spotter,4755,$306.89,,,"Product appears similar, but size, variation, or naming differences need review.",100
Needs Review,"Platinum 8"" Corner Applicator",PT-CA8,Platinum Drywall Tools,$159.00,Al's Taping Tools,"Drywall Master 8"" Corner Applicator",DM-18DMCAH,$295.00,$136.00,DTB is lower,"Product appears similar, but size, variation, or naming differences need review.",100
Needs Review,Platinum Flat Box Handle,PT-BH,Platinum Drywall Tools,,Al's Taping Tools,"Platinum Drywall Tools ""Mini"" Flat Box Handle",PT-MNBH,$45.00,,,"Product appears similar, but size, variation, or naming differences need review.",100
Needs Review,Platinum Gooseneck,PT-GN,Platinum Drywall Tools,$59.00,Al's Taping Tools,Columbia Gooseneck,GN,$108.15,$49.15,DTB is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Platinum Gooseneck,PT-GN,Platinum Drywall Tools,$59.00,All-Wall,Columbia Gooseneck,GN,$108.99,$49.99,DTB is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,Platinum Gooseneck,PT-GN,Platinum Drywall Tools,$59.00,Wall Tools,Columbia Gooseneck,GN,$108.15,$49.15,DTB is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,"Platinum Nail Spotter - 2""",PT-2NS,Platinum Drywall Tools,$160.00,Al's Taping Tools,"Platinum Drywall Tools 2"" Nail Spotter",PT-NS2,$95.00,-$65.00,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",100
Needs Review,"Platinum Nail Spotter - 2""",PT-2NS,Platinum Drywall Tools,$160.00,Al's Taping Tools,"Platinum Drywall Tools 3"" Nail Spotter",PT-NS3,$95.00,-$65.00,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",92
Needs Review,"Platinum Nail Spotter - 3""",PT-3NS,Platinum Drywall Tools,$160.00,Al's Taping Tools,"Platinum Drywall Tools 3"" Nail Spotter",PT-NS3,$95.00,-$65.00,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",100
Needs Review,"Platinum Nail Spotter - 3""",PT-3NS,Platinum Drywall Tools,$160.00,Al's Taping Tools,"Platinum Drywall Tools 2"" Nail Spotter",PT-NS2,$95.00,-$65.00,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",92
Needs Review,"SurPro S1 Magnesium Drywall Stilts - 26""-40""",S1-M-2640,SurPro,$385.00,Al's Taping Tools,"SurPro S2X Magnesium Stilts 26""-40""",S2X-M-2640,$460.00,$75.00,DTB is lower,"Product appears similar, but size, variation, or naming differences need review.",91
Needs Review,TapeTech Brakeless Box Handle,TT-BRAKELESS-BOX-HANDLE,TapeTech,,Al's Taping Tools,Asgard Brakeless Box Handle,BBH-AD,$128.00,,,"Product appears similar, but size, variation, or naming differences need review.",100
Needs Review,"TapeTech Brakeless Box Handle - Fixed 34""",BH,TapeTech,$149.00,Wall Tools,Columbia 180 Grip Flat Box Handle,BH,$189.27,$40.27,DTB is lower,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,TapeTech Grip Assembly For Box Handle,804003F,TapeTech,$73.91,Al's Taping Tools,Handle Lever Assembly - 804003,804003F,$73.91,$0.00,Same price,"Identifier matched, but the competitor brand label looks inconsistent.",92
Needs Review,"TapeTech QuickBox® QSX Finishing Box - 6.5""",QB06-QSX,TapeTech,$149.00,Al's Taping Tools,"TapeTech QuickBox QSX 8"" Finishing Box",QB08-QSX,$174.00,$25.00,DTB is lower,"Product appears similar, but size, variation, or naming differences need review.",96
Needs Review,"TapeTech QuickBox® QSX Finishing Box - 6.5""",QB06-QSX,TapeTech,$149.00,All-Wall,"TapeTech 8"" QuickBox QSX Finishing Box",QB08-QSX,$174.00,$25.00,DTB is lower,"Product appears similar, but size, variation, or naming differences need review.",96
Needs Review,"TapeTech QuickBox® QSX Finishing Box - 8.5""",QB08-QSX,TapeTech,$180.19,Al's Taping Tools,"TapeTech QuickBox QSX 6.5"" Finishing Box",QB06-QSX,$149.00,-$31.19,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",96
Needs Review,"TapeTech QuickBox® QSX Finishing Box - 8.5""",QB08-QSX,TapeTech,$180.19,All-Wall,"TapeTech 6.5"" QuickBox QSX Finishing Box",QB06-QSX,$149.00,-$31.19,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",96
Needs Review,TapeTech Standard Full Set - With 2 Pumps,TTSFS-2,TapeTech,"$5,357.00",Al's Taping Tools,TapeTech Standard Full Drywall Tool Set w/ Two Pumps,GTTSFS-2,"$5,099.00",-$258.00,Competitor is lower,"Product appears similar, but size, variation, or naming differences need review.",95
