dtb_brand,dtb_product_name,dtb_sku,dtb_mpn,dtb_regular_price,dtb_sale_price,dtb_map_price,allwall_product_name,allwall_sku,allwall_url,allwall_regular_price,allwall_sale_price,allwall_current_price,allwall_availability,match_status,match_confidence,match_method,price_vs_dtb_map,evidence_notes,checked_at
Columbia Tools,Handle Grip Bushing,MH11,MH11,6.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Head Casting - 2""",AH1-2,AH1-2,153.00,,,AH1-2 Columbia Angle Head Body Casting 2in #5797,AH1-2,https://www.all-wall.com/AH1-2-Columbia-Angle-Head-Body-Casting-2in-5797,,,175.48,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN AH1-2 exactly matches DTB SKU AH1-2 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Head Casting - 2.5""",AH1-2.5,AH1-2.5,173.85,,,AH1-2.5 Columbia Angle Head Body Casting 2.5in #5798,AH1-2.5,https://www.all-wall.com/AH1-2-5-Columbia-Angle-Head-Body-Casting-2-5in-5798,,,175.48,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN AH1-2.5 exactly matches DTB SKU AH1-2.5 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Head Casting - 3""",AH1-3,AH1-3,153.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Head Casting - 3.5""",AH1-3.5,AH1-3.5,153.00,,,AH1-3.5 Columbia Angle Head Body Casting 3.5in #5800,AH1-3.5,https://www.all-wall.com/AH1-3-5-Columbia-Angle-Head-Body-Casting-3-5in-5800,,,175.48,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN AH1-3.5 exactly matches DTB SKU AH1-3.5 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Hinge Box End Plate - Right,HFFB3,HFFB3,36.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Hinge Box End Plate - Left,HFFB3A,HFFB3A,36.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Handle Link,MP6,MP6,33.00,,,MP6 Columbia Mud Pump Handle Link #6165,MP6,https://www.all-wall.com/MP6-Columbia-Mud-Pump-Handle-Link-6165,,,37.66,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP6 exactly matches DTB SKU MP6 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Handle Link Assembly,HNSA-14,HNSA14,45.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Handle Mount Plate,MH1,MH1,75.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Handle Mounting Swivel,CR6,CR6,24.95,,,CR6 Columbia Corner Roller Handle Mounting Swivel #5565,CR6,https://www.all-wall.com/CR6-Columbia-Corner-Roller-Handle-Mounting-Swivel-5565,,,17.68,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CR6 exactly matches DTB SKU CR6 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Handle Pin Assembly,HPA-48,HPA48,5.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Handle Tube,HH8,HH8,45.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Head Bushing,MP5,MP5,13.95,,,MP5 Columbia Mud Pump Head Bushing #6164,MP5,https://www.all-wall.com/MP5-Columbia-Mud-Pump-Head-Bushing-6164,,,26.38,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP5 exactly matches DTB SKU MP5 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Head Casting,CR1,CR1,136.89,,,CR1 Columbia Corner Roller Head Casting #5561,CR1,https://www.all-wall.com/CR1-Columbia-Corner-Roller-Head-Casting-5561,,,58.5,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CR1 exactly matches DTB SKU CR1 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Hex Bolt,FFB39,FFB39,3.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Hinge Block,CT20,CT20,24.95,,,CT20 Columbia Taper Hinge Block #5595,CT20,https://www.all-wall.com/CT20-Columbia-Taper-Hinge-Block-5595,,,11.72,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT20 exactly matches DTB SKU CT20 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Hinge Bushing (Plastic Washer),CFB15A,CFB15A,8.50,,,CFB15A Columbia Angle Box Hinge Bushing #5553,CFB15A,https://www.all-wall.com/CFB15A-Columbia-Angle-Box-Hinge-Bushing-5553,,,2.75,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CFB15A exactly matches DTB SKU CFB15A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Hinge Pin,BH6,BH6,11.25,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Hinge Pin,MH6,MH6,4.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Hollow Shaft,CT79,CT79,38.50,,,CT79 Columbia Taper Hollow Shaft #5851,CT79,https://www.all-wall.com/CT79-Columbia-Taper-Hollow-Shaft-5851,,,45.18,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT79 exactly matches DTB SKU CT79 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Hub,CT68,CT68,15.00,,,CT68 Columbia Taper Hub #5842,CT68,https://www.all-wall.com/CT68-Columbia-Taper-Hub-5842,,,18.08,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT68 exactly matches DTB SKU CT68 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Insert Bushing for CT#7A,CT2,CT2,5.00,,,CT2 Columbia Taper Insert Bushing #5571,CT2,https://www.all-wall.com/CT2-Columbia-Taper-Insert-Bushing-5571,,,5.65,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT2 exactly matches DTB SKU CT2 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Large Nyliner Bushing,MH13,MH13,5.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Wafer Bushing - Left,CT4,CT4,2.00,,,CT4 Columbia Taper Left Wafer Bushing #5574,CT4,https://www.all-wall.com/CT4-Columbia-Taper-Left-Wafer-Bushing-5574,,,1.88,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT4 exactly matches DTB SKU CT4 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Wafer Bushing - Right,CT5,CT5,11.50,,,CT5 Columbia Taper Right Wafer Bushing #5575,CT5,https://www.all-wall.com/CT5-Columbia-Taper-Right-Wafer-Bushing-5575,,,1.88,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT5 exactly matches DTB SKU CT5 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Latch Clamp Assembly,HP47,HP47,28.95,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Latch Keeper,HP46,HP46,19.75,,,HP46 Columbia Mud Pump Latch Keeper #6155,HP46,https://www.all-wall.com/HP46-Columbia-Mud-Pump-Latch-Keeper-6155,,,5.48,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HP46 exactly matches DTB SKU HP46 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Leg,MP8,MP8,71.00,,,MP8 Columbia Mud Pump Leg #6168,MP8,https://www.all-wall.com/MP8-Columbia-Mud-Pump-Leg-6168,,,86.62,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP8 exactly matches DTB SKU MP8 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Line Pincher,HH17C,HH17C,4.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Lower Brake Lever,BH4,BH4,22.53,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Lower Mount Bracket,MH3,MH3,33.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Lower Mounting Bracket,BH3,BH3,32.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Manual Drive Grip,CT80,CT80,18.75,,,CT80 Columbia Taper Manual Drive Grip #5852,CT80,https://www.all-wall.com/CT80-Columbia-Taper-Manual-Drive-Grip-5852,,,43.84,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT80 exactly matches DTB SKU CT80 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Matrix Handle Head,MH2,MH2,4.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Micro Chain,CT43,CT43,28.52,,,CT43 Columbia Taper Micro Chain #5618,CT43,https://www.all-wall.com/Columbia-Micro-Chain-Cutter,,,37.66,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT43 exactly matches DTB SKU CT43 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Mounting Bracket Stem,MH3A,MH3A,4.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Mounting Plate,BH1,BH1,54.64,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Mud Pump Screen,MP24,MP24,4.00,,,MP24 Columbia Mud Pump Mud Pump Screen (Coarse) #6178,MP24,https://www.all-wall.com/MP24-Columbia-Mud-Pump-Mud-Pump-Screen-Coarse-6178,,,5.65,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP24 exactly matches DTB SKU MP24 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Mud Pump Seal,MP23,MP23,16.50,,,MP23 Columbia Mud Pump Mud Pump Seal #6176,MP23,https://www.all-wall.com/MP23-Columbia-Mud-Pump-Mud-Pump-Seal-6176,,,5.65,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP23 exactly matches DTB SKU MP23 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Mud Seal Strip - 10""",HFFB1A-10,HFFB1A,10.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Mud Shut-Off Gasket,CT96,CT96,4.00,,,CT96 Columbia Taper Mud Shut Off Gasket #5871,CT96,https://www.all-wall.com/CT96-Columbia-Taper-Mud-Shut-Off-Gasket-5871,,,3.28,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT96 exactly matches DTB SKU CT96 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Mud Supply Seal Plate & Shaft,CT98,CT98,24.95,,,CT98 Columbia Taper Mud Supply Seal Plate #5960,CT98,https://www.all-wall.com/CT98-Columbia-Taper-Mud-Supply-Seal-Plate-5960,,,7.53,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT98 exactly matches DTB SKU CT98 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Mud Supply Valve Body,CT97,CT97,34.50,,,CT97 Columbia Taper Mud Supply Valve Body #5959,CT97,https://www.all-wall.com/CT97-Columbia-Taper-Mud-Supply-Valve-Body-5959,,,30.14,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT97 exactly matches DTB SKU CT97 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Mud Supply Valve Unit,CFB6,CFB6,29.00,,,CFB6 Columbia Angle Box Mud Supply Valve Unit #5545,CFB6,https://www.all-wall.com/CFB6-Columbia-Angle-Box-Mud-Supply-Valve-Unit-5545,,,32.18,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CFB6 exactly matches DTB SKU CFB6 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Nail Spotter Handle Tightness Screw,HNS17A,HNS17A,5.00,,,Columbia Nail Spotter Handle Tightness Screw - HNS17A,HNS17A,https://www.all-wall.com/HNS17A-Columbia-Nail-Spotter-Handle-Tightness-Screw-12538,,,4.82,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HNS17A exactly matches DTB SKU HNS17A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Needle,CT63,CT63,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Needle Holding Shaft,CT62,CT62,16.00,,,CT62 Columbia Taper Needle Holding Shaft #5836,CT62,https://www.all-wall.com/CT62-Columbia-Taper-Needle-Holding-Shaft-5836,,,19.56,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT62 exactly matches DTB SKU CT62 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Piston Backing Washer - Small,MP13A,MP13A,12.50,,,MP13A Columbia Mud Pump Piston Backing Washer (Small) #6174,MP13A,https://www.all-wall.com/MP13A-Columbia-Mud-Pump-Piston-Backing-Washer-Small-6174,,,13.56,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP13A exactly matches DTB SKU MP13A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Piston Backing Washer - Large,MP13,MP13,14.25,,,MP13 Columbia Mud Pump Piston Backing Washer (Large) #6173,MP13,https://www.all-wall.com/MP13-Columbia-Mud-Pump-Piston-Backing-Washer-Large-6173,,,10.98,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP13 exactly matches DTB SKU MP13 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Needle Return Shaft,CT64,CT64,6.00,,,CT64 Columbia Taper Needle Return Shaft #5838,CT64,https://www.all-wall.com/CT64-Columbia-Taper-Needle-Return-Shaft-5838,,,7.53,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT64 exactly matches DTB SKU CT64 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Needle Return Spring,CT65,CT65,4.00,,,CT65 Columbia Taper Needle Return Spring #5839,CT65,https://www.all-wall.com/CT65-Columbia-Taper-Needle-Return-Spring-5839,,,5.2,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT65 exactly matches DTB SKU CT65 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Nylatron Bushing,HFFB4D,HFFB4D,3.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Nylatron Bushing,MP36,MP36,11.50,,,MP36 Columbia Mud Pump Nylatron Bushing #5879,MP36,https://www.all-wall.com/MP36-Columbia-Mud-Pump-Nylatron-Bushing-5879,,,7.3,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP36 exactly matches DTB SKU MP36 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Nylatron Washer,CT76,CT76,6.25,,,CT76 Columbia Taper Nylatron Washer #5847,CT76,https://www.all-wall.com/CT76-Columbia-Taper-Nylatron-Washer-5847,,,1.43,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT76 exactly matches DTB SKU CT76 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Nyliner Bearing,FFB38,FFB38,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,O Ring Enclosure,HP45,HP45,22.00,,,HP45 Columbia Mud Pump O-Ring Enclosure #6154,HP45,https://www.all-wall.com/HP45-Columbia-Mud-Pump-O-Ring-Enclosure-6154,,,22.6,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HP45 exactly matches DTB SKU HP45 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,O-Ring,CT121A,CT121A,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,O-Ring,MP23A,MP23A,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Octagon,MH10,MH10,36.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Paper Feed Guide,CT19,CT19,30.83,,,CT19 Columbia Taper Paper Feed Guide #5594,CT19,https://www.all-wall.com/CT19-Columbia-Taper-Paper-Feed-Guide-5594,,,40.7,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT19 exactly matches DTB SKU CT19 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Pinch Brake,MH17,MH17,24.50,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Pinch Brake Activator,MH15,MH15,22.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Pinch Brake Bushing,MH24,MH24,12.75,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Pinch Brake Housing,MH18,MH18,20.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Pinch Brake Sleeve,MH19,MH19,28.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Pinch Brake Stem,MH25,MH25,14.95,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,PinchBrake Spring,MH12,MH12,4.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Piston Body,CT107,CT107,27.00,,,CT107 Columbia Taper Piston Body #5967,CT107,https://www.all-wall.com/CT107-Columbia-Taper-Piston-Body-5967,,,30.1,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT107 exactly matches DTB SKU CT107 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Piston Cup,CT111,CT111,13.70,,,CT111 Columbia Taper Piston Cup #5969,CT111,https://www.all-wall.com/CT111-Columbia-Taper-Piston-Cup-5969,,,18.08,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT111 exactly matches DTB SKU CT111 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Piston Cup,MP14,MP14,11.75,,,MP14 Columbia Mud Pump Piston Cup #6175,MP14,https://www.all-wall.com/MP14-Columbia-Mud-Pump-Piston-Cup-6175,,,13.56,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP14 exactly matches DTB SKU MP14 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Piston Housing,HH16,HH16,27.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Insert Bushing - Right,CT3,CT3,12.00,,,CT3 Columbia Taper Right Insert Bushing #5572,CT3,https://www.all-wall.com/CT3-Columbia-Taper-Right-Insert-Bushing-5572,,,13.56,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT3 exactly matches DTB SKU CT3 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Insert Bushing - Left,CT3A,CT3A,14.50,,,CT3A Columbia Taper Left Insert Bushing #5573,CT3A,https://www.all-wall.com/CT3A-Columbia-Taper-Left-Insert-Bushing-5573,,,13.56,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT3A exactly matches DTB SKU CT3A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
