Brands,Name,SKU,Description,Images,Match Status,Matched Identifier Field,Production SKU,Production Product Name,Production Type,Production Brand,Production Published,Production Category,Production Product Kind,Production MPN
Columbia,Columbia Semi Automatic Tool Case,TCS,"Lightweight, but extremely durable, Columbia’s Semi-Automatic case can accommodate a complete semi-automatic set of tools. With the egg-shell foam inside, the case secures the tools in place when it is latched closed. The Semi-Automatic case is also useful for storage of the Columbia Tomahawk Smoothing Blades (up to 40″). Not intended for automatic tools. Features: Fits a full set of Columbia Semi Automatic Tools Eggshell foam for support 4 lock latches Combination of piano-style and brass hinges for storage safety when locked Measurements: 53.4″ x 16.5″ x 4.5″ Made in North America There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTTCS_M.jpg,Exact identifier match,SKU,TCS,Columbia Tool Case - Gun Case,variation,Columbia Tools,1,,drywall-finishing-tool,TCS
Columbia,Columbia Tactical Set,TS,"The NEW Tactical Set makes moving to Automatic Taping Tools easy! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit. SET INCLUDES: Road Case Automatic Taper 10″ Flat Box 12″ Flat Box Matrix Handle 7″ Tomahawk 24″ Tomahawk 8″ Throttle Box 3″ Anglehead Hot Mud Pump Box Filler & Gooseneck Corner Roller AHA 3″ Nail Spotter Columbia One Handle and Columbia One EXT Sander Head Twist Lock Handle Tomalock Adapter Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1 There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTTS_M.jpg,Exact identifier match,SKU,TS,Columbia Tactical Set,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Tool Sets & Kits,toolset,TS
Columbia,Columbia Wide Outside Corner Roller,COBCRW,"Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster. COBCRW – Wide = 1.930” Features: Available in Standard, Bullnose, Wide and Micro (European) Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCOBCRW_M.jpg,Exact identifier match,SKU,COBCRW,Columbia Outside Corner Roller - Wide,variation,Columbia Tools,1,,drywall-finishing-tool,COBCRW
Columbia,"Columbia 18"" Closet Monster Flat Box Handle",CMH,"The Columbia Closet Monster Flat Box Handle is a 1 and 1/4″ thick design pipe. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Closet Monster is not only the lightest on the market, but also the strongest, ensuring a long life. The Closet Monster is especially useful for boxing tight areas where a longer handle will not fit. At approximately 19 inches in length, this short handle is a great option for closets and other small spaces. An adjustable wing-nut on the head will allow you to fix the box to your desired angle. Features: Handmade from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Hard anodized tube Comfort grips Thickest, strongest and lightest handle on the market There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCMH_M.jpg,Exact identifier match,SKU,CMH,Columbia Closet Monster Handle,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Handles & Extensions,drywall-finishing-tool,CMH
Columbia,"Columbia 2.5"" Angle Head Carbide Blade",AH325,"Columbia 2.5"" Angle Head Carbide Blade There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13852_MD-CTTAH32_M.jpg,Exact identifier match,SKU,AH3-2.5,"Top Blade - 2.5""",variation,Columbia Tools,1,,part,AH3
Columbia,Columbia 2″ Anglehead,2AH,"The Columbia 2″ Angleheads are a tool we are especially proud of. They stand atop our overbuilt lineup of products with their beautiful looks and construction. But above all their beauty, in the corner is all that matters, and they do not disappoint. Whether you are running behind the Corner Roller or skimming on a Corner Box these tools deliver great corner. They run like they are on ice and leave a finish that is ready to paint. Features: Precision set carbide blades Highly durable stainless wings Comes with wheel kit installed and Allan key for easy removal Slide lock for easy and secure attachment Four sizes available – 2″, 2.5″, 3″ and 3.5″ Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/2AH_M.jpg,Exact identifier match,SKU,2AH,"Columbia Angle Head - 2""",variation,Columbia Tools,1,,drywall-finishing-tool,2AH
Columbia,Columbia 7″ Throttle Box,7CFB,"The 7″ Throttle Box is another great product of ours that offers years of great performance. All billet construction with a threaded stainless steel ball, this Corner Box looks and operates seamlessly. All our Corner Boxes now come standard with automatic capabilities, making pushing the box at least 50% easier than standard boxes. The new springs have adjustable tensions and greatly reduce the occurence of air pockets while running. The Throttle Box allows the corners to be quickly coated with your choice of angle head or applicator head. *Patent Pending Features: Available in 7″ and 8″ sizes New spring tension allows for 50% easier push Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Patent Pending There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/7CFB_M.jpg,Exact identifier match,SKU,7CFB,"Columbia Throttle Corner Flusher Box - 7""",variation,Columbia Tools,1,,drywall-finishing-tool,7CFB
Columbia,"Columbia 8"" Flat Finishing Box",8FFB,"Columbia Taping Tools 8"" Hinged Drywall Flat Finisher Box features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability. 8"" Hinged Drywall Flat Finisher Box by Columbia Taping Tools has a new improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate when finishing drywall butt joints and flat seams. 8"" Hinged Flat Box by Columbia Taping Tools is an excellent choice for base coating tape seams. Features: Hinged pressure plate and quick release tabs for extremely easy cleanup! 8"" Columbia Hinged Flat Box is excellent for applying base coat on drywall flat seams. ""Commercial Grade"" pressure plate wiper resists expansion or corrosion for easy operation and long service life. Aluminum wheels with o-ring tires are long lasting and smooth running. Compatible with all leading brands of flat box handles (except Tapeworm) Can be operated with or without pressure plate springs Smooth operation without door springs is possible due to reduced drag of Integrated Pressure Door Axle. There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTT8FFB_M.jpg,Exact identifier match,SKU,8FFB,"Columbia Flat Finisher Box - 8""",variation,Columbia Tools,1,,drywall-finishing-tool,8FFB
Columbia,Columbia External 90 Mud Applicator,CEXT90,"The Columbia External 90 ° Mud Applicator works for all sizes of outside bead as it puts out 3 layers of mud, one in the middle, and one on each side. The amount of pressure applied to the tube will dictate how much mud you need for larger or smaller bead. These applicators are machined from solid billet aluminum and are very accurate as their Delrin wheels glide along the wall. Features: Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCEXT90_M.jpg,Exact identifier match,SKU,CEXT90,Columbia Billet Mud Applicator - External 90,variation,Columbia Tools,1,,drywall-finishing-tool,CEXT90
Columbia,Columbia Predator Carbon Fiber Automatic Taper,PTAPER,"The Predator is the world’s first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision built tool that has been perfected over 38 years, but now it is also significantly lighter than all other tapers on the market and dent proof. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to our easy to remove cap for cleaning, this tool will not let you down. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The Patent Pending Pump Action cutting sleeve gives the operator a smoother glide over teflon bearings, superb grip and the pull ring is great for higher ceilings. The Predator maintains it’s stable temperature and remains warm to the touch. Every taper comes standard with an adjustable brake and quick release for tape changing. The Titanium pull rod is just another detail that adds style and edge to this innovative, unique taper. If you are serious about taping and care how a taper feels and performs this is the one for you. Features: Handmade from Carbon Fiber and steel components Titanium pull rod Adjustable Brake Quick release for tape changing Reduced Drag system for corners Stainless steel side plates, creaser arms and cable drum Quick release cap NEW Very smooth Patent Pending Pump Action cutting system with a roller chain 53″ in length Machined in our state of the art factory in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPTAPER_M.jpg,Exact identifier match,SKU,PTAPER,Columbia One Predator Taper,simple,Columbia Tools,1,"Drywall Finishing Tools > Columbia Tools > Automatic Tapers, Drywall Finishing Tools > Columbia Tools > Predator Family",drywall-finishing-tool,PTAPER
Columbia,Columbia Taper Piston Cup,CT111,Columbia Taper Piston Cup There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13758_MD-CTTCT111.jpg,Exact identifier match,SKU,CT111,Piston Cup,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT111
Columbia,"Columbia 12"" Fat Boy Automatic Assist Drywall Flat Box",12FBBA,"Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. Features: Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes Engaging axel creates pressure on mud release Over 50% easier to push Great for vertical flats Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,Exact identifier match,SKU,12FBBA,"Columbia Automatic Fat Boy Box - 12""",variation,Columbia Tools,1,,drywall-finishing-tool,12FBBA
Columbia,"Columbia 12"" Fat Boy Flat Box",12FBB,"Columbia offers the widest range of high quality, high capacity finishing boxes in the world. From our 5.5″ Fat Boy to our 12″, they are all star performers. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push, and now they’re also the highest capacity on the market. We are very proud to get this feedback and will make sure that every Fat Boy box we make exceeds your expectations. Features: Available in 5.5″, 8″, 10″, 12″ sizes Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/12FBB_M.jpg,Exact identifier match,SKU,12FBB,"Columbia Fat Boy Flat Box - 12""",variation,Columbia Tools,1,,drywall-finishing-tool,12FBB
Columbia,"Columbia 14"" Flat Box",14FFB,"Columbia offers the widest range of high quality Flat Boxes in the world. From our 5.5” specialty box to our 14” they are all star performers. Well-built and fine-tuned to offer great flat joints for years. We have been being told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Flat Box we make exceeds your expectations. Features: Available in 5.5″, 7″, 8″, 10″, 12″ and now 14″ sizes Manual sweeping grip for tight spaces when you cannot actuate the box handle (not on the 5.5″ box) Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/14FFB_M.jpg,Exact identifier match,SKU,14FFB,"Columbia Flat Finisher Box - 14""",variation,Columbia Tools,1,,drywall-finishing-tool,14FFB
Columbia,Columbia 2 Wheel Inside Corner Applicator,ICA21,Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs. Features: The one way model is offered with two wheels or four wheels Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CTTICA21_M.jpg,Exact identifier match,SKU,ICA2-1,"Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1""",variation,Columbia Tools,1,,drywall-finishing-tool,ICA2-1
Columbia,"Columbia 3"" Combo Flusher",3CSF,"Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 4 designs: 2.5″, 3″, 3.5″ & wide track Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/3CSF_M.jpg,Exact identifier match,SKU,3CSF,"Columbia Combo Flusher - 3""",variation,Columbia Tools,1,,drywall-finishing-tool,3CSF
Columbia,"Columbia 3.5"" Standard Corner Flusher",35SF,"Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 5 designs: 2.5″, 3″, 3.5″, 4″ and wide track Wheels come standard Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/3SF_M.jpg,Exact identifier match,SKU,3.5SF,"Columbia Standard Flusher - 3.5""",variation,Columbia Tools,1,,drywall-finishing-tool,3.5SF
Columbia,"Columbia 32"" Cam Lock Tube",CLT32,Our Cam Lock Tube is so simple and so positive we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a firehose. Features: Brass cams on a stainless steel lock ring Quick remove bottom for complete cleaning Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CLT_M.jpg,Exact identifier match,SKU,CLT32,"Columbia Cam Lock Tube - 32""",variation,Columbia Tools,1,,drywall-finishing-tool,CLT32
Columbia,Columbia 4 Wheel Inside Corner Applicator,ICA41,Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs. Features: The one way model is offered with two wheels or four wheels Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CTTICA41_M.jpg,Exact identifier match,SKU,ICA4-1,"Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1""",variation,Columbia Tools,1,,drywall-finishing-tool,ICA4-1
Columbia,"Columbia 40""-58"" Predator Matrix Box Handle",PMH,"Columbia 40""-58"" Predator Matrix Box Handle There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPMH_M.jpg,Exact identifier match,SKU,PMH,"Columbia Predator Matrix Handle - 40""-60""",variation,Columbia Tools,1,,drywall-finishing-tool,PMH
Columbia,Columbia Angle Head Retainer Clip,AH8,Columbia Angle Head Retainer Clip There are currently no resources for this product.,https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,Exact identifier match,SKU,AH8,Top Retainer Corner Clip - Standard,variation,Columbia Tools,1,,part,AH8
Columbia,Columbia Box Handle Plate (180 Grip),BH2,Columbia Box Handle Plate (180 Grip) There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13516_MD-CTTBH2.jpg,Exact identifier match,SKU,BH2,Plate,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,BH2
Columbia,"Columbia Matrix 29-39"" Extendable Flat Box Handle",MHS,"The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life. Features: Now available in 3 sizes! Fully mechanical brake 90 degree grip allows for better control over the box First Flat Box Handle handmade solely from U.S. billet aluminum Sizes extend: 29″ to 39″ (MHS), 40″ to 60″ (MH), and 56″ to 76″ (MHL) Machined in our state of the art facility in Canada Ergonomic handle grip for easy brake pressure Fits all Flat Box brands There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTMHS_M.jpg,Exact identifier match,SKU,MHS,"Columbia Matrix Flat Box Handle - 29""-39""",variation,Columbia Tools,1,,drywall-finishing-tool,MHS
Columbia,Columbia Outside 90 Mud Head,OA90,"Proportionate grooves give you a consistent mud distribution on the 90 degree outside angles and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market. Features: Available in Outside 90° angle OA90-325 for 325 No-Coat Quick release clip Channeled grooves for evenly dispersed mud and controlled flow Long lasting, durable and strong Machined using top quality Ultra High Molecular Weight materials Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTOA90_M.jpg,Exact identifier match,SKU,OA90,Columbia UHMW Mud Applicator - Outside 90°,variation,Columbia Tools,1,,drywall-finishing-tool,OA90
Columbia,Columbia Tall Boy Box Filler,TBBF,"Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective. The Box Filler makes filling your Flat Boxes, Nail Spotters and Corner Boxes a dream. Features: Attaches to either Columbia Mud Pump to fill boxes Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTTBBF_M.jpg,Exact identifier match,SKU,TBBF,Columbia Box Filler - Tall Boy,variation,Columbia Tools,1,,drywall-finishing-tool,TBBF
Columbia,Columbia Tall Boy Mud Pump,TBMP,"We are very proud to offer this tool. After using it, people agree they would never go back to the standard pump again. The Tallboy is a mud pump that will allow you to stand upright while filling your tools. The extra height also allows for use in a 30 gallon pale for those who want to cut down on mixing time. Features: Ergonomically superior 20 degree angled handle makes pumping easier and more comfortable User can see when taper is full when using goose neck Saves physical stress and energy Moveable bracket to fit all 5 gallon pails There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTTBMP_M.jpg,Exact identifier match,SKU,TBMP,Columbia Hot Mud Pump - Tall Boy,variation,Columbia Tools,1,,drywall-finishing-tool,TBMP
Columbia,Columbia Taper Toe Kicker Cable,CT86,Columbia Taper Toe Kicker Cable There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13755_MD-CTTCT86.jpg,Exact identifier match,SKU,CT86,Columbia CT86 – Toe Kicker Cable,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT86
Columbia,"Columbia 12"" Automatic Flat Box",12FFBA,"Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. Features: Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes Engaging axel creates pressure on mud release Over 50% easier to push Great for vertical flats Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/14FFBA_M.jpg,Exact identifier match,SKU,12FFBA,"Columbia Automatic Flat Box - 12""",variation,Columbia Tools,1,,drywall-finishing-tool,12FFBA
Columbia,"Columbia 2"" Angle Head Carbide Blade",AH32,"Columbia 2"" Angle Head Carbide Blade There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13872_MD-CTTAH32_M.jpg,Exact identifier match,SKU,AH3-2,"Top Blade - 2""",variation,Columbia Tools,1,,part,AH3
Columbia,"Columbia 2.5"" Direct Corner Flusher",25DF,"Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 5 designs: 2.5″, 3″, 3.5″, 4″ and wide track Wheels come standard Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/3DF_M.jpg,Exact identifier match,SKU,2.5DF,"Columbia Direct Flusher - 2.5""",variation,Columbia Tools,1,,drywall-finishing-tool,2.5DF
Columbia,"Columbia 24"" Cam Lock Tube",CLT24,Our Cam Lock Tube is so simple and so positive we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a firehose. Features: Brass cams on a stainless steel lock ring Quick remove bottom for complete cleaning Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CLT_M.jpg,Exact identifier match,SKU,CLT24,"Columbia Cam Lock Tube - 24""",variation,Columbia Tools,1,,drywall-finishing-tool,CLT24
Columbia,"Columbia 3"" Angle Head Carbide Blade",AH33,"Columbia 3"" Angle Head Carbide Blade There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13851_MD-CTTAH33_M.jpg,Exact identifier match,SKU,AH3-3,"Top Blade - 3""",variation,Columbia Tools,1,,part,AH3
Columbia,"Columbia 3"" Standard Corner Flusher",3WTSF,"Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 5 designs: 2.5″, 3″, 3.5″, 4″ and wide track Wheels come standard Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/3WTSF_M.jpg,Exact identifier match,SKU,3WTSF,"Columbia Standard Flusher - 3"" Widetrack",variation,Columbia Tools,1,,drywall-finishing-tool,3WTSF
Columbia,"Columbia 3.5"" Combo Flusher",35CSF,"Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 4 designs: 2.5″, 3″, 3.5″ & wide track Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/3CSF_M.jpg,Exact identifier match,SKU,3.5CSF,"Columbia Combo Flusher - 3.5""",variation,Columbia Tools,1,,drywall-finishing-tool,3.5CSF
Columbia,"Columbia 3.5"" Direct Corner Flusher",35DF,"Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 5 designs: 2.5″, 3″, 3.5″, 4″ and wide track Wheels come standard Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/3DF_M.jpg,Exact identifier match,SKU,3.5DF,"Columbia Direct Flusher - 3.5""",variation,Columbia Tools,1,,drywall-finishing-tool,3.5DF
Columbia,"Columbia 42"" Cam Lock Tube",CLT42,Our Cam Lock Tube is so simple and so positive we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a firehose. Features: Brass cams on a stainless steel lock ring Quick remove bottom for complete cleaning Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CLT_M.jpg,Exact identifier match,SKU,CLT42,"Columbia Cam Lock Tube - 42""",variation,Columbia Tools,1,,drywall-finishing-tool,CLT42
Columbia,"Columbia 48"" 180-Grip Flat Box Handle",4BH,"The New 48"" Feather Weight 180º handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminate the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. These handles feature strong billet aluminum design with black metal anodizing, and laser engraving. Everything you want in a box handle combined with a feather weight, large diameter (1 1/4"" diameter) tube - helps you achieve the perfect balance, and perfect finish. Features: Feather Weight - Lightest Box Handles AroundClamp style 180 brake is simple and more durable than pinch brakes Strong billet aluminum design with black anodizing, and laser engraving Feather weight large diameter (1.25in) tube design for perfect balance and desired pressure point Additional braking, control, and range of motion versus competitor handles Compatible with all leading brand boxes (Excluding TapeWorm). 48"" Feather Weight 180-Grip is ideal for all-around wall work, butt joints, and ceilings There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/6BH_M.jpg,Exact identifier match,SKU,4BH,Columbia 180° Grip Flat Box Handle - 4',variation,Columbia Tools,1,,drywall-finishing-tool,4BH
Columbia,"Columbia 55"" Compound Mud Tube",CMT55,"Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet. Features: Sizes 24″, 32″, 42″, and 55″ available A combination of factors result in the compound being easily pushed through your tools Stainless steel ball Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCMT_M.jpg,Exact identifier match,SKU,CMT55,"Columbia Compound Tube - 55""",variation,Columbia Tools,1,,drywall-finishing-tool,CMT55
Columbia,"Columbia 60"" 180-Grip Flat Box Handle",5BH,"The New 60"" Feather Weight 180º handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminate the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. These handles feature strong billet aluminum design with black metal anodizing, and laser engraving. Everything you want in a box handle combined with a feather weight, large diameter (1 1/4"" diameter) tube - helps you achieve the perfect balance, and perfect finish. Features: Feather Weight - Lightest Box Handles AroundClamp style 180 brake is simple and more durable than pinch brakes Strong billet aluminum design with black anodizing, and laser engraving Feather weight large diameter (1.25in) tube design for perfect balance and desired pressure point Additional braking, control, and range of motion versus competitor handles Compatible with all leading brand boxes (Excluding TapeWorm). 60"" Feather Weight 180-Grip is ideal for headers, butt joints, and ceilings There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/6BH_M.jpg,Exact identifier match,SKU,5BH,Columbia 180° Grip Flat Box Handle - 5',variation,Columbia Tools,1,,drywall-finishing-tool,5BH
Columbia,"Columbia 7"" Angle Box Door Gasket",CFB77,"Columbia 7"" Angle Box Door Gasket There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13776_MD-CTTCFB77.jpg,Exact identifier match,SKU,CFB7-7,"Door Gasket - 7""",variation,Columbia Tools,1,,part,CFB7-7
Columbia,"Columbia 8"" Automatic Assist Drywall Flat Box",8FFBA,"Columbia Taping Tools 8"" Automatic Assist Drywall Flat Finisher Box features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability. 8"" Automatic Assist Drywall Flat Finisher Box by Columbia Taping Tools has a new and improved spring pressure assist that requires far less manual pushing to dispense compound. Save time and reduce fatigue by letting the tool do more of the work. Spring assisted with an improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate. Columbia features a handy finger pull on the pressure door that makes fill-ups quicker and easier There are currently no resources for this product.",https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,Exact identifier match,SKU,8FFBA,"Columbia Automatic Flat Box - 8""",variation,Columbia Tools,1,,drywall-finishing-tool,8FFBA
