row_number,sku,type,name,parent_sku,current_categories,proposed_categories,disposition,evidence_basis,requires_review,notes
89,CBNCR,variation,Columbia Outside Corner Roller - Bullnose,COL-OUTSIDE-CORNER-ROLLER,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,inherited_from_parent,exact parent SKU COL-OUTSIDE-CORNER-ROLLER; approved target taxonomy + current functional leaf,0,
90,COBCRE,variation,Columbia Outside Corner Roller - European,COL-OUTSIDE-CORNER-ROLLER,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,inherited_from_parent,exact parent SKU COL-OUTSIDE-CORNER-ROLLER; approved target taxonomy + current functional leaf,0,
91,COBCRW,variation,Columbia Outside Corner Roller - Wide,COL-OUTSIDE-CORNER-ROLLER,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,inherited_from_parent,exact parent SKU COL-OUTSIDE-CORNER-ROLLER; approved target taxonomy + current functional leaf,0,
92,COL-PREDATOR-MATRIX-HANDLE,variable,Columbia Predator Matrix Handle,,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
93,PMHS,variation,"Columbia Predator Matrix Handle - Short 29""-39""",COL-PREDATOR-MATRIX-HANDLE,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU COL-PREDATOR-MATRIX-HANDLE; approved target taxonomy + current functional leaf,0,
94,PMH,variation,"Columbia Predator Matrix Handle - 40""-60""",COL-PREDATOR-MATRIX-HANDLE,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU COL-PREDATOR-MATRIX-HANDLE; approved target taxonomy + current functional leaf,0,
95,PMHL,variation,"Columbia Predator Matrix Handle - Long 56""-76""",COL-PREDATOR-MATRIX-HANDLE,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU COL-PREDATOR-MATRIX-HANDLE; approved target taxonomy + current functional leaf,0,
96,COL-PREDATOR-ONE-HANDLE,variable,Columbia Predator One Handle,,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
97,PC1HEXT,variation,Columbia Predator One Handle - Extendable 3'-5',COL-PREDATOR-ONE-HANDLE,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU COL-PREDATOR-ONE-HANDLE; approved target taxonomy + current functional leaf,0,
98,PC1H,variation,Columbia Predator One Handle - 4' Fixed,COL-PREDATOR-ONE-HANDLE,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU COL-PREDATOR-ONE-HANDLE; approved target taxonomy + current functional leaf,0,
99,PCHXL,variation,Columbia Predator One Handle - Long Extendable 4'-8',COL-PREDATOR-ONE-HANDLE,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU COL-PREDATOR-ONE-HANDLE; approved target taxonomy + current functional leaf,0,
100,COL-STANDARD-FLUSHER,variable,Columbia Standard Flusher,,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,deterministic_mapping,approved target taxonomy + current functional leaf,0,
101,2.5SF,variation,"Columbia Standard Flusher - 2.5""",COL-STANDARD-FLUSHER,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,inherited_from_parent,exact parent SKU COL-STANDARD-FLUSHER; approved target taxonomy + current functional leaf,0,
102,3SF,variation,"Columbia Standard Flusher - 3""",COL-STANDARD-FLUSHER,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,inherited_from_parent,exact parent SKU COL-STANDARD-FLUSHER; approved target taxonomy + current functional leaf,0,
103,3WTSF,variation,"Columbia Standard Flusher - 3"" Widetrack",COL-STANDARD-FLUSHER,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,inherited_from_parent,exact parent SKU COL-STANDARD-FLUSHER; approved target taxonomy + current functional leaf,0,
104,3.5SF,variation,"Columbia Standard Flusher - 3.5""",COL-STANDARD-FLUSHER,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,inherited_from_parent,exact parent SKU COL-STANDARD-FLUSHER; approved target taxonomy + current functional leaf,0,
105,4SF,variation,"Columbia Standard Flusher - 4""",COL-STANDARD-FLUSHER,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,inherited_from_parent,exact parent SKU COL-STANDARD-FLUSHER; approved target taxonomy + current functional leaf,0,
106,COL-THROTTLE-CORNER-FLUSHER-BOX,variable,Columbia Throttle Corner Flusher Box,,Taping & Finishing Tools > Automatic Taping Tools > Angle Boxes & Corner Applicators,Taping & Finishing Tools > Automatic Taping Tools > Angle Boxes & Corner Applicators,deterministic_mapping,approved target taxonomy + current functional leaf,0,
107,7CFB,variation,"Columbia Throttle Corner Flusher Box - 7""",COL-THROTTLE-CORNER-FLUSHER-BOX,Taping & Finishing Tools > Automatic Taping Tools > Angle Boxes & Corner Applicators,Taping & Finishing Tools > Automatic Taping Tools > Angle Boxes & Corner Applicators,inherited_from_parent,exact parent SKU COL-THROTTLE-CORNER-FLUSHER-BOX; approved target taxonomy + current functional leaf,0,
108,8CFB,variation,"Columbia Throttle Corner Flusher Box - 8""",COL-THROTTLE-CORNER-FLUSHER-BOX,Taping & Finishing Tools > Automatic Taping Tools > Angle Boxes & Corner Applicators,Taping & Finishing Tools > Automatic Taping Tools > Angle Boxes & Corner Applicators,inherited_from_parent,exact parent SKU COL-THROTTLE-CORNER-FLUSHER-BOX; approved target taxonomy + current functional leaf,0,
109,TCS,simple,Columbia Semi-Automatic Tool Case,,Taping & Finishing Tools > Tool Storage & Cases,Taping & Finishing Tools > Tool Storage & Cases,deterministic_mapping,approved target taxonomy + current functional leaf,0,
110,RC,simple,Columbia Road Case,,Taping & Finishing Tools > Tool Storage & Cases,Taping & Finishing Tools > Tool Storage & Cases,deterministic_mapping,approved target taxonomy + current functional leaf,0,
111,COL-UHMW-MUD-APPLICATOR,variable,Columbia UHMW Mud Applicator,,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,deterministic_mapping,approved target taxonomy + current functional leaf,0,
112,FMH,variation,Columbia UHMW Mud Applicator - L-Trim,COL-UHMW-MUD-APPLICATOR,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,inherited_from_parent,exact parent SKU COL-UHMW-MUD-APPLICATOR; approved target taxonomy + current functional leaf,0,
113,IA90,variation,Columbia UHMW Mud Applicator - Inside 90°,COL-UHMW-MUD-APPLICATOR,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,inherited_from_parent,exact parent SKU COL-UHMW-MUD-APPLICATOR; approved target taxonomy + current functional leaf,0,
114,OA90,variation,Columbia UHMW Mud Applicator - Outside 90°,COL-UHMW-MUD-APPLICATOR,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,inherited_from_parent,exact parent SKU COL-UHMW-MUD-APPLICATOR; approved target taxonomy + current functional leaf,0,
115,OA90-325,variation,Columbia UHMW Mud Applicator - Outside 90° 325,COL-UHMW-MUD-APPLICATOR,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,inherited_from_parent,exact parent SKU COL-UHMW-MUD-APPLICATOR; approved target taxonomy + current functional leaf,0,
116,SACS,simple,Columbia Commando Set,,Taping & Finishing Tools > Semi-Automatic Taping Tools > Tool Sets,Taping & Finishing Tools > Semi-Automatic Taping Tools > Tool Sets,deterministic_mapping,approved target taxonomy + current functional leaf,0,
117,CPFP,simple,Columbia PowerFill 3.5 Pro Series Cordless Loading Pump,,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,deterministic_mapping,approved target taxonomy + current functional leaf,0,
118,CPFGN,simple,Columbia Powerfill 5 Gallon Taper Gooseneck Fill Tube,,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,deterministic_mapping,approved target taxonomy + current functional leaf,0,
119,FA280,simple,#10 Belleville Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
120,FA268,simple,#10 Flat Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
121,FA270,simple,"#10 x 3/4"" Fender Washer",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
122,FA228,simple,#6 Flat Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
123,FA229,simple,#6 Lock Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
124,FA230,simple,#6 Star Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
125,FA253,simple,#8 Flat Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
126,FA252,simple,#8 Star Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
127,FA202,simple,"1/16 X 1/2"" Cotter Pin",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
128,FA200,simple,"1/16 x 1/4"" Split Pin",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
129,FA203,simple,"1/16 x 3/4"" Cotter Pin",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
130,FA3,simple,"1/2"" x 7/8"" Flat Washer",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
131,CT109,simple,1/4 - 20 Hex Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
132,FA296,simple,"1/4 -20 x 1/2"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
133,FA295,simple,"1/4 x 1/2"" Flathead Socket",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
134,FA379,simple,"1/4"" SS E-Clip",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
135,FA286,simple,"1/4"" x 1/2"" Flat Washer",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
136,FA288,simple,"1/4"" X 3/4"" Split Pin",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
137,FA291,simple,1/4-20 Hex Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
138,FA299,simple,"1/4-20 x 1 1/2"" Pan Phillips",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
139,FA313,simple,1/4-20 X 1/4 Socket Head Set Screw,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
140,FA301,simple,"1/4-20 x 2 1/4"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
141,FA300,simple,"1/4-20 x 2"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
142,FA294,simple,"1/4-20 x 38"" Socket",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
143,FA297,simple,"1/4-20 x 5/8"" Socket",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
144,FA298,simple,"1/4-20 x 7/8"" Flat Socket",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
145,FA302,simple,"1/4-28 x 1/4"" Set Screw",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
146,FA320,simple,"1/4-28-3/8"" Socket Set Screw",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
147,HFFB14,variable,Flat Box Hinged Door Gasket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
148,HFFB14-8,variation,"Flat Box Hinged Door Gasket - 8""",HFFB14,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HFFB14; approved separation from tool-shopping taxonomy,0,
149,HFFB14-10,variation,"Flat Box Hinged Door Gasket - 10""",HFFB14,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HFFB14; approved separation from tool-shopping taxonomy,0,
150,HFFB14-12,variation,"Flat Box Hinged Door Gasket - 12""",HFFB14,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HFFB14; approved separation from tool-shopping taxonomy,0,
151,HFFB14-14,variation,"Flat Box Hinged Door Gasket - 14""",HFFB14,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HFFB14; approved separation from tool-shopping taxonomy,0,
152,FFB25,variable,Rubber Gasket Retainer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
153,FFB25-10,variation,"Rubber Gasket Retainer - 10""",FFB25,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB25; approved separation from tool-shopping taxonomy,0,
154,FFB25-12,variation,"Rubber Gasket Retainer - 12""",FFB25,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB25; approved separation from tool-shopping taxonomy,0,
155,AH3,variable,Top Blade,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
156,AH3-2,variation,"Top Blade - 2""",AH3,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH3; approved separation from tool-shopping taxonomy,0,
157,AH3-2.5,variation,"Top Blade - 2.5""",AH3,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH3; approved separation from tool-shopping taxonomy,0,
158,AH3-3,variation,"Top Blade - 3""",AH3,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH3; approved separation from tool-shopping taxonomy,0,
159,AH3-3.5,variation,"Top Blade - 3.5""",AH3,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH3; approved separation from tool-shopping taxonomy,0,
160,FA380,simple,"1/8"" SS E-Clip",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
161,FA225,simple,"1/8"" x 3/8"" Rivet Shoulder Washer",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
162,FA224,simple,"1/8"" x 3/8"" Split Pin",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
163,FA271,simple,10-24 Nyloc Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
164,FA272,simple,10-24 Wing Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
165,FA273,simple,"10-24 x 1"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
166,FA312,simple,"10-24 X 1/4"" Socket Hand Set",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
167,FA274,simple,"10-24 x 3/8"" Socket",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
168,FA275,simple,"10-24 x 7/8"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
169,FA276,simple,"10-24 x 7/8"" Pan Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
170,FA316,simple,"10-32 X 1/2"" Flat Socket Head",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
171,FA382,simple,"10-32 x 1/4"" SS Set Screw",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
172,FA199,simple,"2-56 x 3/16"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
173,FA365,simple,"3/16 x 1"" Sping Pin SS",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
174,FA206,simple,4-40 Hex Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
175,FA207,simple,4-40 Nyloc Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
176,FA219,simple,"4-40 x 1/2"" Fillister Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
177,FA213,simple,"4-40 x 1/4"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
178,FA214,simple,"4-40 x 1/4"" Flat Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
179,FA2,simple,"4-40 x 1/8"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
180,FA210,simple,"4-40 x 3/16"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
181,FA212,simple,"4-40 x 3/16"" Truss Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
182,FA220,simple,"4-40 x 3/4"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
183,FA218,simple,"4-40 x 3/8"" Flat Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
184,FA216,simple,4-40 X 3/8” Fillister Slot,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
185,FA215,simple,"4-40 x 5/16"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
186,FA303,simple,5-16 Flat Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
187,FA307,simple,5-16 x 24 Jam Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
188,FA305,simple,"5/16 -18 x 3/4"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
189,FA306,simple,"5/16-18 x 1 1/4"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
190,CFB10,simple,"5/16-18 x 3/4"" Thumb Screw",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
191,FA317,simple,"5/32"" x 7/8"" Roll Pin",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
192,FA232,simple,6-32 Hex Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
193,FA234,simple,6-32 Nyloc Jam Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
194,FA233,simple,6-32 Nyloc Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
195,FA245,simple,"6-32 x 1/2"" Fillister Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
196,FA244,simple,"6-32 x 1/2"" Pan Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
197,FFB11,variable,Adjuster Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
198,FFB11-8,variation,"Adjuster Spring - 8""",FFB11,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB11; approved separation from tool-shopping taxonomy,0,
199,FFB11-10,variation,"Adjuster Spring - 10""",FFB11,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB11; approved separation from tool-shopping taxonomy,0,
200,FFB11-12,variation,"Adjuster Spring - 12""",FFB11,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB11; approved separation from tool-shopping taxonomy,0,
201,FA239,simple,"6-32 X 1/4"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
202,FA227,simple,"6-32 X 1/4"" Flat Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
203,FA236,simple,"6-32 X 1/8"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
204,FA235,simple,"6-32 X 1/8"" Set Screw",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
205,FA237,simple,"6-32 x 3/16"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
206,FA238,simple,"6-32 X 3/16"" Fillister Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
207,FA241,simple,"6-32 X 3/8"" Binder Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
208,FA243,simple,"6-32 x 3/8"" Flat Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
209,FA231,simple,"6-32 x 3/8"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
210,FA247,simple,"6-32 X 5/8"" Hex Bolt",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
211,FA254,simple,8-32 Nyloc Nut,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
212,FA267,simple,"8-32 x 1 1/2"" Pan Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
213,FA262,simple,"8-32 x 1/2"" Socket",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
214,FA257,simple,"8-32 x 1/4"" Fillister Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
215,FA256,simple,"8-32 X 3/16"" Pan Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
216,FA265,simple,"8-32 x 3/4"" Truss Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
217,FA260,simple,"8-32 x 3/8"" Pan Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
218,FA261,simple,"8-32 X 3/8"" Socket Screw",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
219,FA376,simple,8-32 x 5/16 SS Socket Head,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
220,FA264,simple,"8-32 x 5/8"" Truss Slot",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
221,FA258,simple,8-32X 1/4 Half Dog Set,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
222,FA249,simple,"8-32X3/16"" Set Screw",,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
223,FFB5,variable,Axle,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
224,FFB5-7,variation,"Axle - 7""",FFB5,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB5; approved separation from tool-shopping taxonomy,0,
225,FFB5-8,variation,"Axle - 8""",FFB5,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB5; approved separation from tool-shopping taxonomy,0,
226,FFB5-10,variation,"Axle - 10""",FFB5,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB5; approved separation from tool-shopping taxonomy,0,
227,FFB5-12,variation,"Axle - 12""",FFB5,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB5; approved separation from tool-shopping taxonomy,0,
228,FFB5-14,variation,"Axle - 14""",FFB5,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB5; approved separation from tool-shopping taxonomy,0,
229,FFB9,variable,Blade,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
230,FFB9-5.5,variation,"Blade - 5.5""",FFB9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB9; approved separation from tool-shopping taxonomy,0,
231,FFB9-7,variation,"Blade - 7""",FFB9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB9; approved separation from tool-shopping taxonomy,0,
232,FFB9-8,variation,"Blade - 8""",FFB9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB9; approved separation from tool-shopping taxonomy,0,
233,FFB9-10,variation,"Blade - 10""",FFB9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB9; approved separation from tool-shopping taxonomy,0,
234,FFB9-12,variation,"Blade - 12""",FFB9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB9; approved separation from tool-shopping taxonomy,0,
235,FFB9-14,variation,"Blade - 14""",FFB9,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB9; approved separation from tool-shopping taxonomy,0,
236,HNS7,variable,Blade,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
237,HNS7-2,variation,"Blade - 2""",HNS7,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS7; approved separation from tool-shopping taxonomy,0,
238,HNS7-3,variation,"Blade - 3""",HNS7,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU HNS7; approved separation from tool-shopping taxonomy,0,
