match_status,match_basis,confidence,supplier_brand,supplier_sku,supplier_source_sku,supplier_name,supplier_category,supplier_weight,supplier_length,supplier_width,supplier_height,catalog_type,catalog_sku,catalog_name,catalog_brand,catalog_categories,catalog_parent,catalog_weight,catalog_length,catalog_width,catalog_height,matched_identifier,candidate_count,name_score,name_score_gap,numeric_tokens_match,category_compatible,dimension_score,review_notes
unmatched,,none,Columbia Tools,HNS1A2,CTTHNS1A2,"MUD SEAL STRIP 2"" COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,,,,,,,,,,,,198,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,HNS2A,CTTHNS2A,ROLLFACE POST COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,HNS93,CTTHNS93,"COLUMBIA 3"" FACE PLATE",AUTOMATIC TT PARTS,0,,,,,,,,,,,,,,,192,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,ICA3,CTTICA3,ICA REPLACEMENT WHEEL COLUMBIA,AUTOMATIC TT PARTS,0.1,,,,,,,,,,,,,,,4,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,ICATW2,CTTICATW2,AXEL SLEEVE FOR ICATW COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,,,,,,,,,,,,12,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,LANYARDP,CTTLANYARDP,COLUMBIA LANYARD PROMO,ADV & SALES PROMOTION,0.024,17,1,1,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MH9,CTTMH9,COLUMBIA MATRIX PINCH BRAKE ROD,AUTOMATIC TT PARTS,0,,,,,,,,,,,,,,,39,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MP27C,CTTMP27C,O RING RETAINER COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,,,,,,,,,,,,21,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MP34,CTTMP34,ADAPTOR COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MP9,CTTMP9,STANDARD FITTING COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,,,,,,,,,,,,13,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MRR12,CTTMRR12,"COLUMBIA 12""X18MM REPLACE MUD ROLLER",ROLLER FRAMES/COVERS,0.4495,13,4,4,,,,,,,,,,,,207,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MRR4,CTTMRR4,"COLUMBIA 4""X18MM REPLACE MUD ROLLER",ROLLER FRAMES/COVERS,0.1815,3,3,4,,,,,,,,,,,,220,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MRR9,CTTMRR9,"COLUMBIA 9""X18MM REPLACE MUD ROLLER",ROLLER FRAMES/COVERS,0.3645,10,4,3,,,,,,,,,,,,207,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,MRW,CTTMRW,COLUMBIA MUD ROLLER WASHER,ROLLER FRAMES/COVERS,0.6215,16,4,4,,,,,,,,,,,,56,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,NS82,CTTNS82,"2"" SHOE COLUMBIA",AUTOMATIC TT PARTS,0,,,,,,,,,,,,,,,180,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,NS83,CTTNS83,"3"" SHOE COLUMBIA",AUTOMATIC TT PARTS,0,,,,,,,,,,,,,,,184,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,OPBS,CTTOPBS,"COLUMBIA 6"" ONE PIECE BUCKET SCOOP",HAWKS,0.5485,9,6.5,1,,,,,,,,,,,,194,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,PHA,CTTPHA,COLUMBIA HANDLE ADAPTER ALUMINUM COARSE,AUTOMATIC TAPING TOOLS,0.081,5,3,1,,,,,,,,,,,,39,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,PTS,CTTPTS,PREDATOR TACTICAL SET COLUMBIA,AUTOMATIC TAPING TOOLS,87,,,,,,,,,,,,,,,21,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB212,CTTSB212,"COLUMBIA 12"" TOMAHAWK SMOOTHING REPL. BLADE",KNOCKDOWN KNIFE,0.75,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB214,CTTSB214,"COLUMBIA 14"" TOMAHAWK SMOOTHING REPL. BLADE",KNOCKDOWN KNIFE,1,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB218,CTTSB218,"COLUMBIA 18"" TOMAHAWK SMOOTHING REPL. BLADE",KNOCKDOWN KNIFE,1,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB224,CTTSB224,"COLUMBIA 24"" TOMAHAWK SMOOTHING REPL. BLADE",KNOCKDOWN KNIFE,1.25,,,,,,,,,,,,,,,185,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB232,CTTSB232,"COLUMBIA 32"" TOMAHAWK SMOOTHING REPL. BLADE",KNOCKDOWN KNIFE,0.52,11,3,0.25,,,,,,,,,,,,187,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SB27,CTTSB27,"COLUMBIA 7"" TOMAHAWK SMOOTHING REPL. BLADE",KNOCKDOWN KNIFE,0.5,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SBC,CTTSBC,COLUMBIA SABRE SMOOTHING BLADE CLAW ADAPTER,KNOCKDOWN KNIFE,0.5535,7,6,2,,,,,,,,,,,,21,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SBSET,CTTSBSET,COLUMBIA SABRE BLADE SET,KNOCKDOWN KNIFE,15.18125,47,13,4.75,,,,,,,,,,,,29,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB10,CTTSSB10,"COLUMBIA 10"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,0.726,13,7,4,,,,,,,,,,,,186,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB12,CTTSSB12,"COLUMBIA 12"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,0.9615,21,8,3,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB14,CTTSSB14,"COLUMBIA 14"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,1.07,21,4,8,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB16,CTTSSB16,"COLUMBIA 16"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,1.176,21,7,3,,,,,,,,,,,,185,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB18,CTTSSB18,"COLUMBIA 18"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,1,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB24,CTTSSB24,"COLUMBIA 24"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,1.789,29,8,3,,,,,,,,,,,,185,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB32,CTTSSB32,"COLUMBIA 32"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,2.418,32,6,4,,,,,,,,,,,,187,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB40,CTTSSB40,"COLUMBIA 40"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,2.8545,42.75,7.25,3.25,,,,,,,,,,,,185,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB48,CTTSSB48,"COLUMBIA 48"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,3.4375,49.75,7.25,3.25,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,SSB7,CTTSSB7,"COLUMBIA 7"" SABRE SMOOTHING BLADE",KNOCKDOWN KNIFE,0.02,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TL38,CTTTL38,COLUMBIA TWIST LOCK HANDLE,AUTOMATIC TAPING TOOLS,1.391,40,2,2,,,,,,,,,,,,44,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TS,CTTTS,COLUMBIA TACTICAL SET,AUTOMATIC TAPING TOOLS,87,58,20.5,12,,,,,,,,,,,,9,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB10,CTTTSB10,"COLUMBIA 10"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,2.5,,,,,,,,,,,,,,,186,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB12,CTTTSB12,"COLUMBIA 12"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,3,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB14,CTTTSB14,"COLUMBIA 14"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,3,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB18,CTTTSB18,"COLUMBIA 18"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,3.75,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB24,CTTTSB24,"COLUMBIA 24"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,3.494,24,6,3,,,,,,,,,,,,185,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB32,CTTTSB32,"COLUMBIA 32"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,4.5445,33.75,6.25,2.75,,,,,,,,,,,,187,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB40,CTTTSB40,"COLUMBIA 40"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,5.6535,42,6.5,2.75,,,,,,,,,,,,185,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB48,CTTTSB48,"COLUMBIA 48"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,6,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TSB7,CTTTSB7,"COLUMBIA 7"" TOMAHAWK SMOOTHING BLADE",KNOCKDOWN KNIFE,2,,,,,,,,,,,,,,,182,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,TWS,CTTTWS,COLUMBIA TOMAHAWK WARRIOR SET,AUTOMATIC TAPING TOOLS,0,,,,,,,,,,,,,,,9,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Columbia Tools,UTA,CTTUTA,COLUMBIA THREAD ADAPTER UNIVERSAL QUICK CONNECT,"EXTENSION HANDLES,FIBERG",0.1145,7,1,1,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1,DSS1,DURA-STILT LEG BAND WITH PAD (SILVER),STILT PART/ACC DuraStilt,0.244,3.5,2.75,6,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,10,DSS10,DURA-STILT ADJUSTABLE HEEL BRACKET (SILVER),STILT PART/ACC DuraStilt,0.085,3.13,1.5,2.87,,,,,,,,,,,,5,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1000,DSS1000,DURA-STILT STRAP ON ADAPTERS - EXTERIOR,STILT PART/ACC DuraStilt,0.6865,3.13,2,7,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,11,DSS11,NYLON LEG BEARING,STILT PART/ACC DuraStilt,0.025,0.25,0.75,5.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1127,DSS1127,BOLT NUT WASHER AND LEG BEARING DURA PACK,STILT PART/ACC DuraStilt,0.503,4.5,0.5,6.75,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,12,DSS12,"1/4"" WASHER",STILT PART/ACC DuraStilt,0.0035,0.62,0.06,0.62,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,13,DSS13,"1/4"" - 20 LOCKNUT",STILT PART/ACC DuraStilt,0.03,0.44,0.25,0.44,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1422US,DSS1422US,"UNI-STRUT- 14""- 22 STILT 225LB CAPACITY",STILT Dura-Stilts,13.28125,30,12,7,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,15,DSS15,SPRING ADJUSTER,STILT PART/ACC DuraStilt,0.2,1.25,0.25,1.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,16,DSS16,UPPER COIL SPRING W/ BEARINGS (DARK BROWN),STILT PART/ACC DuraStilt,0.09,1,1,3.13,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,18,DSS18,NYLON SPRING BEARING,STILT PART/ACC DuraStilt,0.01,8.44,4,0.88,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,1830US,DSS1830US,"UNI-STRUT- 18""- 30 STILT 225LB CAPACITY",STILT Dura-Stilts,14.07,30,12,7,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,2,DSS2,LEG BAND SPACER,STILT PART/ACC DuraStilt,0.09,9.27,3.06,0.94,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,20,DSS20,SPRING DIVIDER,STILT PART/ACC DuraStilt,0.09,1.37,0.62,1.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,201,DSS201,LEG BAND W/ PADS AND SCREWS DURA PACK (C),STILT PART/ACC DuraStilt,0.602,7,3.5,10,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,204,DSS204,LEG STRAP AND BUCKLE DURA PACK (C),STILT PART/ACC DuraStilt,0.4,4.5,1.75,10,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,21,DSS21,LARGE LEG BAND SUPPORT WASHER,STILT PART/ACC DuraStilt,0.06,1.25,0.06,1.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,210,DSS210,ADJUSTABLE HEEL BRACKET W/ SCREWS DURA PACK (C),STILT PART/ACC DuraStilt,0.2135,3.13,1.5,2.75,,,,,,,,,,,,5,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,236,DSS236,"1"" O.D. LOWER UNISTRUT TUBE",STILT PART/ACC DuraStilt,1,,,,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,23A,DSS23A,"DURA-STILT 1"" O.D. LOWER STRUT TUBE DS1422 (SIL)",STILT PART/ACC DuraStilt,0.29,1,1,20.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,23C,DSS23C,"DURA-STILT 1"" O.D. LOWER STRUT TUBE DS2440 (SIL)",STILT PART/ACC DuraStilt,0.4955,1,1,29,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,24,DSS24,"DURA-STILT 1/4""-20 x 5/8"" HEX BOLT/WASHER/NUT",STILT PART/ACC DuraStilt,0.0145,0.5,0.5,0.75,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,2440US,DSS2440US,"UNI-STRUT- 24""- 40 STILT 225LB CAPACITY",STILT Dura-Stilts,15.62,30,12,7,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,245,DSS245,COMP SPRING ASSEMBLY [2] DURA PACK (C),STILT PART/ACC DuraStilt,0.644,4,1.25,11,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,26A,DSS26A,FLOOR PLATE ONLY,STILT PART/ACC DuraStilt,0.279,10.25,3,1.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,26B,DSS26B,FLOOR PLATE WITH SOLES MOUNTED,STILT PART/ACC DuraStilt,0.908,11,4,1.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,27,DSS27,"1/4-20 x 3 1/8"" CAP SCREW",STILT PART/ACC DuraStilt,0.09,0.44,0.25,3.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,278,DSS278,ARCH STRAP AND TOE STRAP BUCKLE DURA PACK (C),STILT PART/ACC DuraStilt,0.48,2,1.5,10,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,28,DSS28,"1/4-20 x 1 5/8"" CAP SCREW WITH SQUARE NUT",STILT PART/ACC DuraStilt,0.09,0.5,0.25,1.75,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,29,DSS29,TUBE CLAMP (SMALL),STILT PART/ACC DuraStilt,0.09,0.88,0.38,1.88,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,3,DSS3,"1/4-20 x 2"" FLAT HEAD MACH SCREW WITH LOCKNUT",STILT PART/ACC DuraStilt,0.019,0.5,0.5,1.75,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,30,DSS30,TUBE CLAMP (LARGE),STILT PART/ACC DuraStilt,0.06,2,1.25,1.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,31,DSS31,SLOTTED CLAMP BRACKET,STILT PART/ACC DuraStilt,0.1295,1.13,1,2.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,32,DSS32,"1/4-20 x 1 5/8"" CAP SCREW WITH LOCKNUT",STILT PART/ACC DuraStilt,0.0315,0.5,0.5,1.75,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,35,DSS35,STRAP MOUNTING SCREW WITH WASHER,STILT PART/ACC DuraStilt,0.006,0.62,0.62,0.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,37,DSS37,"# 8 X 1/2"" SOLE MOUNTING SCREW",STILT PART/ACC DuraStilt,0.01,11.5,6,1.4,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,3864US,DSS3864US,"UNI-STRUT 38""-64"" STILT 225LB CAPACITY",STILT Dura-Stilts,18.3,44,13,7,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,4,DSS4,BROWN LEG STRAP AND BUCKLE,STILT PART/ACC DuraStilt,0.17,16.5,4.5,0.43,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,42,DSS42,WING BOLT,STILT PART/ACC DuraStilt,0.053,1.5,0.25,2.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,44,DSS44,LOWER COIL SPRING WITH BEARINGS (LIGHT BROWN),STILT PART/ACC DuraStilt,0.079,0.88,0.88,3.13,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,442,DSS442,WING BOLT DURA PACK (C),STILT PART/ACC DuraStilt,0.2195,1.5,0.5,2.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,446,DSS446,REPLACEMENT SOLE W/ SCREWS DURA PACK,STILT PART/ACC DuraStilt,1.3,3.5,1.13,9.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,45,DSS45,ENTIRE SPRING ASSEMBLY,STILT PART/ACC DuraStilt,0.32,1.25,1.25,8,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,46A,DSS46A,REPLACEABLE SOLE W/ SCREWS FOR NYLON PLATE,STILT PART/ACC DuraStilt,0.318,3.75,0.75,4.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,47C,DSS47C,DURA-STILT ADJ FORWARD LEG FOR DS2440 (SILVER),STILT PART/ACC DuraStilt,0.77,2.75,5,20.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,48,DSS48,LARGE NYLON EXT TUBE SLEEVE,STILT PART/ACC DuraStilt,0.009,1.75,1.25,1.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,4849,DSS4849,NYLON EXTENSION TUBE SLEEVE DURA PACK (C),STILT PART/ACC DuraStilt,0.0725,4.5,1.5,6.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,49,DSS49,SMALL NYLON EXT TUBE SLEEVE,STILT PART/ACC DuraStilt,0.13,1.37,1.13,0.88,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50A1,DSS50A1,DURA-STILT ADJ LEFT REAR LEG DS1422 (SILVER),STILT PART/ACC DuraStilt,0.57,,,,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50B1,DSS50B1,DURA-STILT ADJ LEFT REAR LEG DS1830 (SILVER),STILT PART/ACC DuraStilt,0.705,2.75,1.75,14.75,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50C1,DSS50C1,DURA-STILT ADJ LEFT REAR LEG DS2440 (SILVER),STILT PART/ACC DuraStilt,0.9005,2.75,3.75,20.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,50C2,DSS50C2,DURA-STILT ADJ RIGHT REAR LEG DS2440 (SILVER),STILT PART/ACC DuraStilt,0.84,2.75,3.75,20.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,514,DSS514,"DURA STILT 31.5"" EXT TUBE FOR 3460 3864",STILT PART/ACC DuraStilt,1,,,,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,51A,DSS51A,EXTENTION TUBE 14-22,STILT PART/ACC DuraStilt,0.84,16.5,2.75,1.75,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,51B,DSS51B,DURA-STILT EXTENSION TUBE FOR DS1830 (SILVER),STILT PART/ACC DuraStilt,0.45,2.75,1.75,16.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,51C,DSS51C,DURA-STILT EXTENSION TUBE FOR DS2440 (SILVER),STILT PART/ACC DuraStilt,0.705,2.75,1.75,21.75,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,56,DSS56,1 1/8 O.D. UPPER UNISTRUT TUBE,STILT PART/ACC DuraStilt,0.491,24,1.25,1.25,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,563,DSS563,"FORWARD ADJUSTABLE LEG 24""-40"" UNISTRUT",STILT PART/ACC DuraStilt,1,,,,,,,,,,,,,,,5,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,564,DSS564,DURA STILT FORWARD LEG FOR DSS3460US/DSS3864US,STILT PART/ACC DuraStilt,1,,,,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,57124,DSS57124,LEFT REAR ADJ LEG 24-40 UNISTRUT,STILT PART/ACC DuraStilt,0.904,21,3,4,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,57124O,DSS57124O,DURA-STILT LEFT REAR ADJ LEG 24-40 UNISTRUT,STILT PART/ACC DuraStilt,1,,,,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,57138,DSS57138,DURA STILT LEFT REAR ADJ LEG DSS3864US,STILT PART/ACC DuraStilt,0,,,,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,57214,DSS57214,RIGHT REAR ADJ LEG (14-22) UNISTRUT,STILT PART/ACC DuraStilt,1,,,,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,57224,DSS57224,RIGHT REAR ADJ LEG 24-40 UNISTRUT,STILT PART/ACC DuraStilt,0.9355,20,3,4,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,57224O,DSS57224O,DURASTILT RIGHT REAR ADJ LEG 24-40 UNISTRUT,STILT PART/ACC DuraStilt,1,,,,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,57238,DSS57238,DURA STILT RIGHT READ ADJ LEG DSS3864US,STILT PART/ACC DuraStilt,0,,,,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,5B,DSS5B,"DURA-STILT 1-1/8"" O.D. UPPER STRUT TUBE (SIL)",STILT PART/ACC DuraStilt,0.48,1.13,1.13,26.5,,,,,,,,,,,,0,,,,,,No credible brand-compatible identifier or name candidate
unmatched,,none,Dura-Stilts,6,DSS6,"NO 10-24 x 1/2"" TRUSS HEAD MACH SCREW W/ NUT",STILT PART/ACC DuraStilt,0.0105,0.6,0.3,0.3,,,,,,,,,,,,1,,,,,,No credible brand-compatible identifier or name candidate
